id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,软件无法定位，还有乱码,"1.打开软件，点击定位
2.无法切换的用户所在
3.点击“选择”狮子社，出现乱码",待审核,2,2016-08-04 14:33:11
2,打开app，点击“我的”，点击“系统帮助”无反应。,打开app，点击“我的”，点击“系统帮助”无反应。,审核不通过,3,2016-08-05 22:58:53
3,选择成都市，点击下方“服务”，点击“招聘求职”，点击搜索框搜索站点，输入任意关键词，例如“测试”，搜索，页面直接返回站点列表界面，无法完成搜索。,选择成都市，点击下方“服务”，点击“招聘求职”，点击搜索框搜索站点，输入任意关键词，例如“测试”，搜索，页面直接返回站点列表界面，无法完成搜索。,审核通过,1,2016-08-05 23:00:06
4,软件定位系统不好，法自动定位用户所在位置,"1.打开软件
2，点击定位成都市，无法自动定位用户所在位置
3.点击进入定位，点击“选择”，点击狮子社区
4.出现乱码",审核不通过,2,2016-08-05 23:02:59
5,不能根据手机系统亮度自己调整亮度,不能根据手机系统亮度，自动调整亮度。很多界面打开 亮度都是最亮,审核不通过,0,2016-08-05 23:03:19
6,点击我的栏目出现程序奔溃,打开app 点击我的 点击右上角栏目 出现程序停止响应,审核不通过,4,2016-08-05 23:03:39
7,注册页可以执行下拉操作，刷新后跳转到了登录页,1、注册页，下拉屏幕，会出现刷新动画，然后跳转到了登录页,审核通过,13,2016-08-05 23:04:43
8,注册时，两次密码输入不一致时提示信息有错字,1、注册时，两次密码输入不一致时提示信息有错字，请见图,审核不通过,10,2016-08-05 23:04:51
9,注册时，输入信息没有对输入邮箱的格式做有效性验证,1、注册页，输入邮箱信息如图所示，提交注册，提示注册成功,审核不通过,10,2016-08-05 23:05:15
10,注册时，密码输入提示至少为5位字符，但输入3位数密码也能成功提交注册,1、注册页，输入信息如图所示，先输入5位数密码，再将密码删减到3位，提交注册。成功,审核不通过,10,2016-08-05 23:07:17
11,在”我的“页，按手机返回键无法触发退出应用提示框,"1、进入我的页，按返回键，此时会弹出退出应用提示框。
2、取消，点击登录设置，再返回”我的“页。
3、按返回键，无法再触发退出应用提示框。",审核通过,11,2016-08-05 23:07:35
12,分享为微信时，无响应,1、我的 - 分享app，选择微信或朋友圈，弹出提示”压缩图片“后，再也无任何响应,审核通过,8,2016-08-05 23:08:10
13,系统帮助 点击无响应,1、我的 - 点击系统帮助栏，无任何响应,审核不通过,3,2016-08-05 23:08:17
14,第一次打开软件，默认亮度太亮。,"1、打开软件；
2、进入软件主界面；
3、软件不是获取系统当前亮度，而是软件自己设置的亮度，比系统亮度亮很多；
4、用户只能自己到软件中系统设置中调整；
5、建议软件先获取手机系统当前的亮度，如用户觉得亮度不够，再到软件中设置；",审核不通过,0,2016-08-05 23:10:31
15,每次打开软件都会有软件介绍界面,"1、打开软件；
2、出现软件介绍页面；
3、软件自动（或手动）跳过5个介绍页面后，进入主界面；
4、退出软件，再次打开，软件又必须经过5个介绍页面才进入主界面；
5、建议，用户第一次打开（或更新后第一次打开）时显示介绍页面，之后打开均不显示，提高用户使用效率；",审核不通过,11,2016-08-05 23:11:10
16,在“我的”界面，点击登录设置后，软件点返回键无法退出,"1、打开软件；
2、进入软件主界面；
3、正常情况下，在软件界面中按返回键能弹出退出提醒界面；
4、进入“我的”界面，点击“登录设置”，再按返回键返回，回到“我的”界面，此时再按返回键，软件不会弹出退出提醒界面；",审核通过,11,2016-08-05 23:11:18
17,微信新浪微博分享失败,"1、打开软件点击“我的”→“分享app给更多的人”→点击按钮分享app
2、分别点击分享到微信、朋友圈，提示正在压缩照片，然后无任何反应，        如下图1，分享到微信、朋友圈失败
3、点击分享到新浪微博，提示如下图2的英文字符，无法进行分享
4、测试手机：华为mate8    手机系统：android 6.0   网络： wifi",审核通过,8,2016-08-05 23:12:50
18,htc606w   android 4.1.2版本 该软件栏目--二级栏目--我要写信，界面下填写内容的地方需要优化。,"1、打开软件
2、在首页界面点击右上角栏目选项
3、在二级栏目中点击我要写信项进入
4、出现的界面填写内容部分编辑困难（主要表现在1.往上滑动后无法往下滑动，出现概率100%。2.编辑界面小希望优化）",审核通过,4,2016-08-05 23:13:48
19,htc606w android 4.1.2版本 该软件栏目--二级栏目--最新来信，界面乱码并且需要优化,1、打开软件 2、在首页界面点击右上角栏目选项 3、在二级栏目中点击最新来信项进入 4、出现的界面乱码现象并且界面需要优化（主要表现在1.查询项乱码，出现概率100%。2.编辑界面小希望优化。3.往上滑动浏览以后无法往下滑动）,审核不通过,4,2016-08-05 23:14:00
20,htc606w android 4.1.2版本出现软件停止运行情况 复现概率30%,"1、打开软件
2、运行软件当在没有人操作的情况下会出现停止运行的情况，复现概率30%左右。",审核不通过,6,2016-08-05 23:14:24
21,"在我的个人信息界面点击栏目，返回后再次点击栏目提示""成都基础平台已停止""","1.打开客户端，滑动欢迎界面进入首页；
2.选择我的，进入个人信息界面；
3.点击右上角的栏目，进入栏目后按返回，再次点击栏目按钮，客户端提示""成都基础平台已停止""",审核不通过,4,2016-08-05 23:17:20
22,"在服务界面点击特色经济，选择任意特色经济内容提示""成都基础平台 已停止""","1.打开客户端，滑动欢迎界面选择进入；
2.点击服务功能，进入服务界面；
3.在服务发展中点击特色经济，选择任意特色经济内容提示""成都基础平台 已停止""",审核不通过,12,2016-08-05 23:19:18
23,在首页选择任意最新动态，客户端提示“成都基层平台 已停止”,"1.打开客户端，滑动欢迎界面进入；
2.在首页选择任意最新动态，客户端提示“成都基层平台 已停止”",审核不通过,12,2016-08-05 23:20:04
24,调整字体大小后，文字显示有问题,"1、登录软件阅读某一文章，可通过文章下方的选项调整字体大小。
2、当为默认大小时，文章显示正常。
3、将字体调整为最大，发现文章不能完全在屏幕中显示，需要左右滑动屏幕，才能浏览全部的文章内容。",审核不通过,14,2016-08-05 23:20:33
25,界面中部分图标显示模糊,"1、登录软件，点击“资讯”选项，进入相关页面；
2、页面顶部，左侧的五角星图标和右侧的‘+’图标，相较于其他图标，显示太过模糊，需要修改。",审核不通过,9,2016-08-05 23:20:43
26,软件退出重新登录，总是会显示软件介绍的几张图片,"1、打开软件，在登录软件前会显示软件介绍的几幅图片。
2、登录软件，之后进入“我的”页面，点击页面中的“退出系统”选项，退出软件；
3、重新打开软件，软件仍会再次显示软件介绍的几幅图片。

这种功能和市场上的其他软件有极大的不同，软件介绍的相关图片，市场上其他软件仅显示一次，在第二次启动时既不会显示。",审核通过,11,2016-08-05 23:21:23
27,个人信息在首次设置后不能更改,"在使用软件注册用户时，填写有登录信息。但是已设置的登录信息中的“用户名”在使用过程中不能够修改。
建议修改为：“用户名”信息可修改，或者在用户首次注册时提醒用户，“用户名”信息在注册完毕后不可再修改，请慎重填写。",审核不通过,5,2016-08-05 23:21:38
28,退出系统功能使用不方便,目前市场绝大部分软件的退出系统操作（不是退出账号）的操作方法是点击两次手机上自带的返回键，即手机上的右下角触摸键，即可退出系统，但是本软件不具备此功能，只能通过“我的”页面中的‘退出系统’选项，退出软件。,审核通过,11,2016-08-05 23:21:46
29,退出系统功能和退出账号功能易混淆,“我的”页面中的‘退出系统’选项和“登录设置”页面中的‘退出’选项，前一个功能为退出软件，后一个功能为退出账号，但两者字面意义相近，易混淆，建议作出相应修改。,审核不通过,11,2016-08-05 23:21:52
30,朋友圈分享功能点击一闪即退,进入咨询界面，点进任一公告，点击右下角分享按钮，此处共有八大功能模块，唯有朋友圈分享功能点击异常，只要一点击必然一闪跳到原广告界面。,审核通过,8,2016-08-05 23:23:57
31,1 注册页面，输入邮箱，邮箱格式识别失败，随便输入字母后，可注册成功。如：邮箱，gggcom。,1 注册页面，输入邮箱，邮箱格式识别失败，随便输入字母后，可注册成功。如：邮箱，gggcom。,审核不通过,10,2016-08-05 23:24:34
32,2 登录成功后→点击我的→登录设置。点击登录设置后，跳转页面的用户名，登录名，注册地均无法显示。,2 登录成功后→点击我的→登录设置。点击登录设置后，跳转页面的用户名，登录名，注册地均无法显示。,审核通过,13,2016-08-05 23:25:07
33,3 我的→分享app给更多人→点击按钮分享app→朋友圈。分享失败，提示不支持当前api。,3 我的→分享app给更多人→点击按钮分享app→朋友圈。分享失败，提示不支持当前api。,审核不通过,8,2016-08-05 23:25:30
34,4 我的→系统帮助。系统帮助点击无效，界面无跳转。,4 我的→系统帮助。系统帮助点击无效，界面无跳转。,审核不通过,3,2016-08-05 23:25:37
35,5 资讯→点击任意一条资讯后，出现黑屏后，软件崩溃，停止运行。（其实，其它n多模块也有出现崩溃现象。）,5 资讯→点击任意一条资讯后，出现黑屏后，软件崩溃，停止运行。（其实，其它n多模块也有出现崩溃现象。）,审核不通过,9,2016-08-05 23:26:46
36,6 服务→沟通互助栏目下的“投票”→使用当前app访问，点击后跳转页面白屏。,6 服务→沟通互助栏目下的“投票”→使用当前app访问，点击后跳转页面白屏。,审核不通过,4,2016-08-05 23:28:20
37,我的界面，点击系统帮助，无反应。,"1、打开软件进入我的
2、点击系统帮助；
bug:无反应
测试环境：华为4x，安卓4.4.2，wifi网络",审核不通过,3,2016-08-05 23:28:29
38,分享app至微信，分享失败。,"1、打开软件进入我的 ；
2、分享app给更多人；
3、分享至微信；
bug；提示正在对图片进行压缩，未调用微信客户端。
测试环境：华为4x，安卓4.4.2，wifi网络",审核通过,8,2016-08-05 23:28:57
39,最新动态中公告信息无法微信分享,"1 打开软件，在“首页”中最新动态列表中
2 选择任意一条公告，点击后，打开点击分享按钮，选择微信分享
期望结果：能够正确将微信打开，并能分享该公告给好友
实际结果：无法调出微信界面，分享给好友",审核通过,8,2016-08-05 23:29:09
40,在“资讯”中增加一频道后再删除该频道，最新动态信息显示错误,"1 打开软件，进入“资讯”界面
2 在资讯界面中点击“+“按钮，进入“点击进入频道”界面
3 在更多频道栏中选择“财务收支“后，点击最下“^”按钮，返回资讯界面
4 在“资讯”界面选择“财务收支”，显示财务收支相关资讯
5 再次点击右上“+”按钮，将“财务收支”删除掉，点击最下返回按钮，返回到资讯的最新动态界面
期望结果：能够正确显示资讯的最新动态的相关资讯
实际结果：显示“财务收支”的相关资讯",审核通过,9,2016-08-05 23:32:35
41,“资讯”界面中增加24个频道后无法在“更多频道”中浏览或选择剩下的频道,"1 打开软件，进入资讯界面
2 在资讯界面的点击右上按钮“+”，进入频道选择界面
3 在更多频道列表中选择超过24个频道后，在更多频道栏中无法显示和选择剩余频道",审核通过,9,2016-08-05 23:33:37
42,软件在不同界面操作时，出现异常退出,"1 打开软件，进入首页
2 在最新动态中，分别选择多个公告信息查看。
3 再进入“政策法规”界面选择“社保”，查看某一公告，在打开的过程中，点击手机的返回按钮。再次然后再次进入，软件会出现退出现象",审核不通过,11,2016-08-05 23:33:59
43,“首页”界面中“政策文件”的“社保”界面，当在市级和区（市）县同时存在相同文件名的文件时，用户取消收藏后无法再次正确收藏。每次提示取消成功,"1 打开软件，进入首页界面
2 在首页界面中，选择“政策文件”。在“政策文件”中选择“社保”，进入“社保”界面
3 在“社保”界面中，选择“市级”，进入市级政策文件界面，选择《关于阶段性降低我市社会保险费率有关问题的通告》打开，点击收藏后，返回到“社保界面”
4 在“社保”界面中，选择“区（市）县”，进入区市县政策文件界面，选择《》《关于阶段性降低我市社会保险费率有关问题的通告》打开，当前处于收藏状态。点击取消收藏后，返回区市县政策文件界面；
5 再次选择《关于阶段性降低我市社会保险费率有关问题的通告》，发现该文件仍然是收藏状态。_failed
6 再次将该文档做取消收藏，状态为取消后。再次点击收藏。仍弹出提示为“取消成功”",审核通过,14,2016-08-05 23:36:02
44,注册账号登录app，然后点击我的，点击登陆设置，可以看到我的账号下面，用户名，登录名，注册地都是空白（下方退出按钮可以证明已经账号登录了app），不能显示用户名。,注册账号登录app，然后点击我的，点击登陆设置，可以看到我的账号下面，用户名，登录名，注册地都是空白（下方退出按钮可以证明已经账号登录了app），不能显示用户名。,审核通过,5,2016-08-05 23:36:06
45,“我的”选项按钮按下不响应,"1、登录软件后，点击“我的”选项，进入“我的”页面；
2、点击页面中的“我的收藏”选项，进入我的收藏页面；
3、点击“我的收藏”页面中的“我的”选项，页面无响应，未回到“我的”页面，只能通过界面左上角的方向键返回上一级页面。
4、此时点击“服务”选项进入“服务”页面后，再点击“我的”选项，进入的是“我的收藏”页面，而不是“我的”页面。",审核通过,14,2016-08-05 23:37:54
46,页面切换不流畅，刷新时间过长,“服务”页面不流畅，每次切换到服务页面是，总会出现刷新的符号，刷新时间超过3s。其他页面也存在刷新现象，但是由于“服务”页面显示的内容基本不变化，真正需要刷新的数据是“服务”页面中各个选项对应的页面中的信息。因此此处刷新时间过长不合理。,审核不通过,14,2016-08-05 23:39:29
47,未提供已注册用户的密码修改功能,软件仅提供了用户的注册功能，未提供密码修改功能。处于安全角度和用户隐私角度考虑，必须增加密码修改功能。,审核不通过,5,2016-08-05 23:39:36
48,未提供记录账号的功能,软件未提供账号记录功能，每次退出账号后，均需要再次输入账号。,审核不通过,5,2016-08-05 23:39:41
49,"注册登录后，停留在 '我的' 按手机返回键无法退出，不断刷新
在不登录的情况按手机返回键是可以正常提示退出","1，打开app
2，注册登录
3，点击'我的'
4，按手机返回键，无法推出，不断刷新",审核通过,13,2016-08-05 23:39:47
50,账户注册，可以使用中文汉字！不规范的邮箱注册，也可以注册成功,账户注册，可以使用中文汉字！不规范的邮箱注册，也可以注册成功,审核不通过,10,2016-08-05 23:40:03
51,点击我的，点击提提意见，输入内容，提交后app显示：提交成功，但是仍停留在提提意见页面，所输入文字内容也在。不能自动返回其他页面，或者消除输入的文字（结束刚才提意见的操作）。,点击我的，点击提提意见，输入内容，提交后app显示：提交成功，但是仍停留在提提意见页面，所输入文字内容也在。不能自动返回其他页面，或者消除输入的文字（结束刚才提意见的操作）。,审核不通过,7,2016-08-05 23:40:41
