id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,在充值里面充值50元，点击充值，没有出现支付宝支付的页面！,在充值里面充值50元，点击充值，没有出现支付宝支付的页面！手机型号魅蓝2。,待审核,10,2016-04-13 23:49:03
2,打开app点击个人中心点击登录，使用测试账号和密码登录不进去，显示账号或密码错误,打开app点击个人中心点击登录，使用测试账号和密码登录不进去，显示账号或密码错误,待审核,9,2016-04-14 08:56:23
3,测试app的各功能窗口时，app闪退了。,测试app的各功能窗口，在app私人订制里面点击各单关擂台赛时，出现了闪退。后来打开app的时候又出现程序运行出错，白屏。然后app又正常打开了，此后无闪退出现。小米手机3.,审核通过,27,2016-04-15 09:02:38
4,注册时没有密码二次输入确认,注册时没有密码二次输入确认，容易操作失误导致密码错误,审核通过,20,2016-04-15 09:02:57
5,在个人中心---关于我们里对www.xd310.com这个网站的链接不正确。点击了导致打不开网站。,在个人中心---关于我们里对www.xd310.com这个网站的链接不正确。点击了导致打不开网站。,审核通过,24,2016-04-15 09:03:35
6,注册账号时，用户昵称没有限制输入长度，当输入一个很长的名称点击注册，提示服务器链接终端,注册账号时，用户昵称没有限制输入长度，当输入一个很长的名称点击注册，提示服务器链接中断,审核通过,22,2016-04-15 09:03:44
7,注册账号时，密码长度没有限定，可以输入一位数密码也能注册成功，,注册账号时，密码长度没有限定，可以输入一位数密码也能注册成功，但无法登录提示密码长度不对,审核通过,22,2016-04-15 09:03:50
8,找回密码功能，设置了新密码点击确认后，页面仍然停留在当前面,找回密码功能，设置了新密码点击确认后，页面仍然停留在当前面。应该返回到登录页,审核通过,20,2016-04-15 09:03:56
9,修改密码时，两次新密码输入不一致时，提示信息时“两次输入的密码一样”,修改密码时，两次新密码输入不一致时，提示信息时“两次输入的密码一样”,审核通过,15,2016-04-15 09:04:03
10,"首页悬赏功能，当元宝不足时（新账户0元宝）
点击确定悬赏，提示金额出错了！  
该提示不准确，应该时元宝不足","首页悬赏功能，当元宝不足时（新账户0元宝）
点击确定悬赏，提示金额出错了！  
该提示不准确，应该时元宝不足",审核通过,16,2016-04-15 09:04:20
11,个人中心 纹银兑换功能 输入的红包数量没做限制，输入一个很大的数字时，计算数字会变成负数。 继续输入，会导致程序崩溃,个人中心 纹银兑换功能 输入的红包数量没做限制，输入一个很大的数字时，计算数字会变成负数。 继续输入，会导致程序崩溃,审核通过,6,2016-04-15 09:04:31
12,登录账号后（使用测试账号） 显示登陆成功，但用户信息完全没有加载，此时点击一次我要充值，再返回上页 才能正确显示用户信息,登录账号后（使用测试账号） 显示登陆成功，但用户信息完全没有加载，此时点击一次我要充值，再返回上页 才能正确显示用户信息,审核通过,9,2016-04-15 09:04:38
