id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,在“快递查询”页面，点击相机图标，显示“扫码”，却并没有启动相机。,在“快递查询”页面，点击相机图标，显示“扫码”，却并没有启动相机。,审核通过,6,2015-11-30 15:30:52
2,"哈哈,找到一个bug,在这个图中,点击选择快递公司,程序就会退出.","哈哈,找到一个bug,在这个图中,点击选择快递公司,程序就会退出.",审核不通过,2,2015-11-30 21:18:14
3,选择快递公司选项时，app提示停止运行,选择快递公司选项时，app提示停止运行。酷派9150，安卓4.1,审核通过,11,2015-11-30 21:29:08
4,在软件中无法使用粘贴功能 我在其他地方复制的订单好 在软件中点了粘贴没得用的,在软件中无法使用粘贴功能 我在其他地方复制的订单好 在软件中点了粘贴没得用的,审核通过,15,2015-11-30 21:36:18
5,查询快递之后，点历史查阅，结果是空的，并没有记录下刚才查过的快递信息,查询快递之后，点历史查阅，结果是空的，并没有记录下刚才查过的快递信息,审核通过,7,2015-11-30 21:38:14
6,快递单号右边那个相机没作用，点了之后下方出了一个“扫码”提示，然后就没有然后了。。。,快递单号右边那个相机没作用，点了之后下方出了一个“扫码”提示，然后就没有然后了。。。,审核通过,6,2015-11-30 21:38:14
7,在快速查询输入快递单号，选物流公司，选完还没点查询，就已经开始查了。。。。不符合使用习惯，查询按钮也变成没用了,在快速查询输入快递单号，选物流公司，选完还没点查询，就已经开始查了。。。。不符合使用习惯，查询按钮也变成没用了,审核通过,12,2015-11-30 21:38:14
8,登录后选快递公司时出错，停止运行,登录后选快递公司时出错，停止运行，程序退出,审核通过,3,2015-11-30 21:54:17
9,在选择快递公司时候提示停止运行,在选择快递公司时候提示停止运行，手机为华为3x移动版,审核通过,11,2015-11-30 21:57:43
10,打开app进入快递查询页面点击选择快递公司闪退,打开app进入快递查询页面后，输入快递单号然后点击选择快递公司选项后闪退。,审核通过,10,2015-11-30 21:58:21
11,输入完单号选择快递公司后出错,输入完单号选择快递公司后出错退出，酷派5891百度云系统,审核通过,3,2015-11-30 21:59:49
12,"如图,输入一个假的单号,然后点击查询,等到下面有提示[请选择快递],再去点击选择快递的话,就会退出app.
望测试","如图,输入一个假的单号,然后点击查询,等到下面有提示[请选择快递],再去点击选择快递的话,就会退出app.
望测试",审核通过,14,2015-11-30 22:05:34
13,输入快递单号和快递公司查询出结果后，点击历史查询没有记录，需要退出后再进入才有记录,输入快递单号和快递公司查询出结果后，点击历史查询没有记录，需要退出后再进入才有记录,审核通过,7,2015-11-30 22:12:14
14,查询快递页面，查全峰快递查不到快递信息,全峰快递查不到，我用自己淘宝的物流单号，淘宝上可以看到物流信息，但是用这app查不到,审核通过,4,2015-11-30 22:16:36
15,查询页输入快递单号不能直接匹配快递公司,查询页输入快递单号不能直接匹配快递公司，直接匹配快递公司体验会比较好。,审核通过,12,2015-11-30 22:16:37
16,输入单号，选择快递后，有出现什么也不显示的状态，也不提示单号有没有错误,输入单号，选择快递后，有出现什么也不显示的状态，也不提示单号有没有错误,审核通过,13,2015-11-30 22:25:37
17,"如图,快递单号还可以输入文字和符号和表情吗?应该把程序改为限制,只可以输入字母和数字才对.","如图,快递单号还可以输入文字和符号和表情吗?应该把程序改为限制,只可以输入字母和数字才对.",审核通过,1,2015-11-30 22:28:31
18,查询快递后在历史查询中无显示,"查询快递后，在历史记录中无记录
退出软件重启后才能出显历史记录",审核通过,7,2015-11-30 22:29:20
19,进入快递查询页面，点击选择快递公司输入框，直接退出应用,"小米2  4.1.4
进入快递查询页面，点击选择快递公司输入框，直接退出应用",审核不通过,2,2015-11-30 22:30:12
20,在快递查询页面，点快递单号输入框右侧的相机图标，不能调用扫码功能，只是在程序页下方显示扫码二字。,在快递查询页面，点快递单号输入框右侧的相机图标，不能调用扫码功能，只是在程序页下方显示扫码二字。,审核通过,6,2015-11-30 22:30:19
21,在网站上可以查到快递详情的单号，在这个app上根本查不到，比如，中通快递，719099545027,在网站上可以查到快递详情的单号，在这个app上根本查不到，比如，中通快递，719099545027,审核通过,12,2015-11-30 22:31:50
22,快递查询时，一点击选择快递公司，软件就自动退出,快递查询时，一点击选择快递公司，软件就自动退出,审核通过,2,2015-11-30 22:46:01
23,更多-意见反馈，点击左侧的话筒按钮，点击【按住说话】，还没说话呢就完事了，功能感觉没实现,更多-意见反馈，点击左侧的话筒按钮，点击【按住说话】，还没说话呢就完事了，功能感觉没实现,审核通过,15,2015-11-30 22:49:48
24,历史查询的记录不全，如正确查询了圆通快递的一单物流，但在历史查询里没有记录。,历史查询的记录不全，如正确查询了圆通快递的一单物流，但在历史查询里没有记录。,审核通过,7,2015-11-30 22:49:48
