id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,注册时输入密码两位数-但是点击注册后才显示密码不得低于6位数，这个在注册之前就应该提示吧,注册时输入密码两位数-但是点击注册后才显示密码不得低于6位数，这个在注册之前就应该提示吧,审核不通过,13,2016-05-14 11:07:36
2,注册-进入完善个人信息界面，显示聊天服务器登录失败,注册-进入完善个人信息界面，显示聊天服务器登录失败,审核通过,4,2016-05-14 11:07:43
3,注册-进入完善个人信息界面，再退出-退出到注册的界面，还是可以不用重新验证，继续点击注册进入完善个人信息界面，这种情况下验证码不是应该失效，需要重新输入吗,注册-进入完善个人信息界面，再退出-退出到注册的界面，还是可以不用重新验证，继续点击注册进入完善个人信息界面，这种情况下验证码不是应该失效，需要重新输入吗,审核通过,4,2016-05-14 11:07:57
4,福利-底端显示查看更多，点击又显示没有更多，那就不应该显示“查看更多”吧,福利-底端显示查看更多，点击又显示没有更多，那就不应该显示“查看更多”吧,审核通过,12,2016-05-14 11:08:04
5,福利-右上角点击我的福利，明明就只有一个，下面也是显示查看更多,福利-右上角点击我的福利，明明就只有一个，下面也是显示查看更多,审核不通过,12,2016-05-14 11:08:19
6,资本-播放的视频-竟然没有时间的进度提示，全部显示的是00：00,资本-播放的视频-竟然没有时间的进度提示，全部显示的是00：00,审核通过,15,2016-05-14 11:08:28
7,资本-播放的视频-不能够拉动播放,资本-播放的视频-不能够拉动播放     。,审核通过,15,2016-05-14 11:08:38
8,学习-第一个文章领导不是答案，看到浏览人数有1018，但是点进去浏览退出后看到的浏览人数还是1018,学习-第一个文章领导不是答案，看到浏览人数有1018，但是点进去浏览退出后看到的浏览人数还是1018,审核通过,17,2016-05-14 11:09:05
9,进入后【学习】上面四个板块，最后【名师】显示不全。,"进入后【学习】上面四个板块，最后【名师】显示不全。
进入后【学习】上面四个板块，最后【名师】显示不全。
华为荣耀4x，安卓5.02.见截图",审核通过,14,2016-05-14 11:22:49
10,【资本】菜单，看第一个直播，打开的页面白屏，过了5秒左右，回到登陆界面。,"【资本】菜单，看第一个直播，打开的页面白屏，过了5秒左右，回到登陆界面。
【资本】菜单，看第一个直播，打开的页面白屏，过了5秒左右，回到登陆界面。
华为荣耀4x，安卓5.02，见截图",审核通过,11,2016-05-14 11:23:08
