id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,扫码黑屏,打开出现扫描商家二维码黑屏摄像头无遮挡测试,审核通过,20,2015-12-22 09:26:38
2,登陆没有标识产品功能知道产品用建议做产品介绍放在管理部分,登陆没有标识产品功能知道产品用建议做产品介绍放在管理部分,审核不通过,19,2015-12-22 09:42:15
3,首页点击右上角按钮进到管理页面点击历史记录进到页面标题为校验记录者,首页点击右上角按钮进到管理页面点击历史记录进到页面标题为校验记录者,审核通过,10,2015-12-22 09:42:46
4,首页点击右上角按钮进到管理页面点击身份点击左上角回退按钮回退管理页面回退,首页点击右上角按钮进到管理页面点击身份点击左上角回退按钮回退管理页面回退,审核不通过,10,2015-12-22 09:43:45
5,点击打开软件进入创建人脸验证界面页面底部文字显示,点击打开软件进入创建人脸验证界面页面底部文字显示,审核通过,6,2015-12-22 09:44:02
6,首页点击右上角按钮进到管理页面点击身份进到页面点击右上角添加常用人编辑删除万一添加万一删除常用人,首页点击右上角按钮进到管理页面点击身份进到页面点击右上角添加常用人编辑删除万一添加万一删除常用人,审核通过,10,2015-12-22 09:45:54
7,首页点击右上角按钮进到管理页面点击历史记录进到页面看到记录有完成记录点击没有反应常理完成记录点击继续操作删除,首页点击右上角按钮进到管理页面点击历史记录进到页面看到记录有完成记录点击没有反应常理完成记录点击继续操作删除,审核通过,10,2015-12-22 09:47:15
8,首页点击右上角按钮进到管理页面点击历史记录点击左上角返回按钮返回管理页面回退去,首页点击右上角按钮进到管理页面点击历史记录点击左上角返回按钮返回管理页面回退去,审核通过,10,2015-12-22 09:47:25
9,首页点击右上角按钮进到管理页面点击身份进到页面标题用人管理像联系人管理身份两码事,首页点击右上角按钮进到管理页面点击身份进到页面标题用人管理像联系人管理身份两码事,审核不通过,10,2015-12-22 09:47:30
10,扫描打开页面有乱码看截图,扫描打开页面有乱码看截图,审核通过,13,2015-12-22 09:47:40
11,点击进行身份验证显示停止运行,扫二维码点击进行身份验证显示停止运行进行人脸识别,审核通过,7,2015-12-22 09:48:20
12,打开进入软件,点击打开软件时间无反应操作打开界面跳出无反应文本框重启手机操作打开软件,审核通过,6,2015-12-22 09:49:01
13,下载安装打开进入应用扫描二维码,下载安装应用打开进入应用扫描二维码,审核通过,20,2015-12-22 09:49:26
14,下载进入应用扫描图二维码进入扫码成功页面页面出面扫描图二维码,下载进入应用扫描图二维码进入扫码成功页面页面出面扫描图二维码验证身份,审核通过,20,2015-12-22 09:49:32
15,打开二维码扫描框内无二维码图像扫描,打开入app后出现二维码扫描框打开扫描框维码图像扫描,审核通过,20,2015-12-22 09:49:41
16,重试出现页面,扫完图像点击提交审核时候出现登录界面重装样子出现页面,审核不通过,15,2015-12-22 09:50:18
17,提交核验失败提交核验失败提交核验失败,提交核验失败提交核验失败提交核验失败提交核验失败华4xwifi,审核通过,16,2015-12-22 09:50:32
18,提交检验,操作进入人脸识别界面当界面处提示文字保持静止进行人脸扫描进入提交身份核验界面后提交校验显示图片转换失败请创建人脸验证显示消失截图,审核通过,5,2015-12-22 09:50:52
19,进行身份验证操作步骤,点击进行身份验证操作软件停止运行手机黑屏操作退出,审核不通过,7,2015-12-22 09:51:07
20,点击进行身份停止运行,操作步骤点击进行身份验证进入人脸识别界接崩溃进入人脸识别界面,审核通过,7,2015-12-22 09:51:14
21,使用app扫描二维码启动摄像头进行扫描,使用app扫描二维码启动摄像头进行扫描,审核通过,3,2015-12-22 09:51:23
22,支持电信手机号注册手机号17737581656,新用户注册输入手机号17737581656提示手机号码有截图已,审核通过,11,2015-12-22 09:53:12
23,身份验证出现付费界面,打开软件扫描图二维码点击进行身份验证进入人脸识别界面填写姓名身份证号出现出现付费界面提交核验出现登陆界面手机型号华为g716l070系统,审核通过,17,2015-12-22 09:53:24
24,拍到脸但转换图像,请见图拍摄面部核验时候显示转换图片复现100红米notemiui7wifi,审核通过,14,2015-12-22 09:53:32
25,识别试行建议用后置摄像头,手机荣耀系统网络环境光纤wifi,审核不通过,12,2015-12-22 09:53:49
26,进入软件界面扫码,进入软件界面对准光源没有反应,审核通过,6,2015-12-22 09:53:57
27,创建人脸验证时请光线保持脸面对屏幕上面出现字看,创建人脸验证时请光线保持脸面对屏幕上面出现字看,审核通过,5,2015-12-22 09:54:26
28,创建人脸验证时请光线保持脸面对屏幕上面出现看,创建人脸验证时请光线保持脸面对屏幕上面出现看,审核不通过,5,2015-12-22 09:54:33
29,摄像头使用设置,联通版摄像头使用没有设置设置重开,审核通过,3,2015-12-22 09:54:44
30,摄像头使用设置,联通版摄像头使用没有设置设置重开,审核不通过,3,2015-12-22 09:54:54
31,返回键退出程序,打开软件点击右上角图标进入管理页面2点击查看选项身份返回扫描二维码页面4点击手机左下角返回键页面提示退出程序左下角返回键页面跳转到管理页面管理页面返回键退出程序测试手机sonyxm50h,审核通过,18,2015-12-22 09:55:21
32,面部识别关键点眼睛五官做限制,扫描二维码进入面部识别页面住除眼睛外五官识别测试手机sonyxm50h,审核通过,8,2015-12-22 09:55:35
33,历史记录有重复订单记录建议做处理,身份验证检查历史记录信息出现测试手机sonyxm50h,审核不通过,10,2015-12-22 09:56:30
34,提交身份核验界面收费提示操作指南说,提交身份核验界面收费提示操作指南说,审核不通过,16,2015-12-22 09:56:58
35,提交身份核验界面点提交核验跳转登陆界面扫脸身份证管账号,提交身份核验界面点提交核验跳转登陆界面扫脸身份证管账号,审核通过,16,2015-12-22 09:57:13
36,开启摄像功能启用扫描二维码,手机摄像功能开启扫描识别提供二维码,审核通过,12,2015-12-22 09:57:22
37,人脸识别重启不好使,人脸识别重启使晃填姓名身份证号通过,审核通过,8,2015-12-22 09:57:35
38,人脸识别界面字体提示显示见截图,进入应用扫描图二维码进入扫码页面界面字体提示显示见截图,审核通过,20,2015-12-22 09:57:46
39,扫描网页二维码后去扫描头没有对准相机拍拍核员看截图功能需要完善,扫描网页二维码后去扫描头没有对准相机拍拍核员看截图功能需要完善,审核通过,13,2015-12-22 09:58:00
40,登录状态点击右上角符号进入管理页面点击意见反馈输入后点击提交反馈成功提交显示密码错误,登录状态点击右上角意见反馈输入后点击提交反馈提交显示密码,审核通过,15,2015-12-22 09:58:08
41,登录状态点击右上角符号进入管理页面点击身份点击用人管理进页面显示密码错误点击右上角加号进入页面返回返回时候弹密码错误,登录状态点击右上角符号进入管理页面点击身份点击用人管理进页面显示密码错误点击右上角加号进入页面返回返回时候弹密码错误,审核不通过,15,2015-12-22 09:58:33
42,登录状态点击右上角符号进入管理页面点击页面下面显示版权2016年版权过期,登录状态点击右上角符号进入管理页面点击页面下面显示版权2016年版权过期,审核通过,15,2015-12-22 09:58:55
43,身份证号输入框输入身份证信息,打开软件扫描二维码3输入姓名身份证号码身份证号输入框输入身份证信息折行行数字显示出来请参见截图,审核不通过,2,2015-12-22 10:00:24
44,进入应用扫描图二维码点击进行身份验证闪退报错,进入应用扫描图二维码点击进行身份验证闪退报错,审核通过,17,2015-12-22 10:00:33
45,注册登陆界面手机号输入框应限制输入数字位数为11位,进行身份设置注册登陆界面手机号输入框应限制输入数字位数为11位,审核不通过,11,2015-12-22 10:01:20
46,右上角弹出菜单管理页面菜单列表底部多出细线,右上角弹出菜单管理页面菜单列表底部多出细线,审核通过,9,2015-12-22 10:01:28
47,找回密码页面注册手机号进行获取验证码收到找回密码短信找回密码手机号进行注册注册判断,找回密码页面注册手机号进行获取验证码收到找回密码短信找回密码手机号进行注册注册判断,审核通过,1,2015-12-22 10:01:43
48,提交身份核验界面身份证小写不行大小写,提交身份核验界面身份证小写不行大小写输入回车限制录入换行,审核通过,16,2015-12-22 10:01:54
49,管理界面点击进入功能项上面返回按钮调回提交身份检验,管理界面点击进入功能项上面返回按钮调回提交身份检验体验麻烦退回,审核通过,18,2015-12-22 10:02:08
50,意见反馈输入脚本提示提交失败,意见反馈输入脚本提示提交失败核验记录姓搜索框输入脚本提示链接失败,审核通过,16,2015-12-22 10:04:26
51,核验记录界面搜索框录入起始日期结束日期清除,核验记录界面搜索框录入起始日期结束日期清除退进来置空,审核通过,14,2015-12-22 10:05:47
52,下载安装打开扫描点进行身份验证软件停止,下载安装打开扫描点进行身份验证软件停止,审核通过,7,2015-12-22 10:05:55
53,人脸识时间等待识别,人脸识时间等待识别,审核不通过,8,2015-12-22 10:06:10
54,右上角管理菜单栏打开后点击身份进入没有登陆点击返回按钮退回主页管理页,右上角管理菜单栏打开后点击身份进入没有登陆点击返回按钮退回到扫码成功页管理页,审核通过,18,2015-12-22 10:06:25
55,人脸识出头像调整按钮生成头像模糊,人脸识出头像调整按钮生成头像模糊,审核不通过,19,2015-12-22 10:06:42
56,输入姓名验证限制验证中文字符字符长度没有限制有限制字符长度,输入姓名验证限制验证中文字符字符长度没有限制有限制字符长度,审核不通过,11,2015-12-22 10:07:06
57,扫描二维码准人头部系统跳转提交身份校验页面头像处显示对准人头部照片,扫描二维码准人头部系统跳转提交身份校验页面头像处显示对准人头部照片,审核通过,0,2015-12-22 10:11:46
58,前置摄像头进行创建人脸验证时app调摄像头拍人头部倒着系统提供人头部重合,前置摄像头进行创建人脸验证时app调摄像头拍人头部倒着系统提供人头部重合,审核通过,0,2015-12-22 10:11:51
59,登陆后修改密码使用密码密码处输入符号密码强度更新输入密码强度有变化,登陆后修改密码使用密码密码处输入符号密码强度更新输入密码强度有变化,审核通过,1,2015-12-22 10:11:56
60,右上角管理身份联系人判重添加n条数据,右上角管理身份联系人判重添加n条数据,审核通过,9,2015-12-22 10:12:01
61,身份验证提交核验时提示图片转换失败请创建人脸验证,启用app弹出扫码界面后扫描众测平台提供二维码进入扫码页面扫码成功页面勾选阅读同意隐私条款后点进行身份验证转入头拍照界面成功拍摄头像转入提交身份核验页面头像处显示拍摄头像写姓名身份证号码后点提交核验提示图片转换失败请创建人脸验证点头像位置拍照提交提示测试情况流程继续提供拍照显示空白头像提交身份核验页截图手机环境小米2s联通机miuiv7开发版androidv5022g运行内存测试有内存可用光纤接入安装方安全启用root通过理由,审核通过,14,2015-12-22 10:40:09
62,扫描二维码扫描二维码,打开应用打开照相机扫描二维码摄像权限开,审核通过,20,2015-12-22 10:40:18
63,人脸识别界面字迹看内容,人脸识别界面字迹看内容分辨率屏幕有按键,审核不通过,13,2015-12-22 11:10:59
64,点击进行身份认证软件退出出现提示错误,点击进行身份认证软件退出出现提示错误,审核通过,17,2015-12-22 11:11:14
65,扫码扫出来,扫码扫出来界面扫手机3,审核通过,2,2015-12-22 12:24:55
66,手机注册提示修改密码输入原密码用密码,手机注册提示修改密码输入原密码用密码,审核通过,1,2015-12-22 22:53:41
67,显示影响电池使用,手机提示影响电池使用使用耗电量功能,审核通过,3,2015-12-23 10:55:33
68,停止运行使用,停止运行使用,审核不通过,7,2015-12-23 10:55:48
69,下载安装打开扫描电进行身份验证软件停止,下载安装打开扫描电进行身份验证软件停止,审核不通过,7,2015-12-23 10:56:04
70,打开页面带有乱码使用,打开页面带有乱码使用看截图所示,审核通过,13,2015-12-23 10:56:14
71,进入创建人脸验证页面中间文字显示请保持静止等字眼,进入创建人脸验证页面中间文字显示请保持静止等字眼,审核通过,5,2015-12-23 10:56:27
72,进入订单支付点击微信支付跳转微信界面而点击支付宝支付可跳转,进入订单支付点击微信支付跳转微信界面而点击支付宝支付可跳转,审核通过,18,2015-12-23 10:56:42
73,问题描述h3p头转换失败操作进行ph3,扫描二维码入姓名身份证号码spanlilispanstylelineheight15点击提交核验结果提示图片转换失败请创建人脸识预期结果spanspanh3p头转换进入提交身份验证界面时看到转换头像点击提交核验按钮进入,审核通过,4,2015-12-23 10:56:52
74,缺少放映页启动界面进入搞懂app功能,结果h3p出现界面界面内容有烟火描述进入界面开始扫描ph3预期结果h3p启动添加放映页描述功能p,审核通过,4,2015-12-23 10:57:05
75,logo软件功能贴切建议优化,看app结果预期结果建议修改applogo使logo功能贴近突出人脸识词创意logop,审核不通过,4,2015-12-23 10:57:11
76,网络不通情况进入用人管理界提示连接失败建议修改网络连接失败,开手机网络spanlilispanstylelineheight15进入用人管理界结果提示连接预期结果提示网络连接失败参考处理修改p,审核不通过,4,2015-12-23 10:57:17
77,登录情况点击查看历史记录提示密码错误,打开软件录帐号3点击查看历史记录提示密码错误,审核通过,15,2015-12-23 10:57:24
78,到进行,准人脸不行相片行进入建议加入手动控制功能,审核不通过,12,2015-12-23 10:57:32
79,手机扫不到二维码显示黑屏扫二维码,手机安装软件打开软件出现扫二维码标示黑屏扫,审核通过,20,2015-12-23 20:39:43
80,手机界面提示验证摘掉眼镜摘摘头生成建议人认改手动希望添加倒计时,手机界面提示验证摘掉眼镜摘摘头生成建议人认改手动希望添加倒计时,审核通过,19,2015-12-23 20:39:53
81,人脸识功能测试程序生成头像失去去意义,人脸识功能测试程序生成头像失去去意义,审核不通过,19,2015-12-23 20:40:02
82,程序提示请摘眼镜拍照使用者违反使用规则带上眼镜生成头像,程序提示请摘眼镜拍照使用者违反使用规则带上眼镜生成头像,审核通过,19,2015-12-23 20:40:08
83,点击程序返回按钮程序退出,点击程序返回按钮程序退出点击程序返回按钮程序退出,审核不通过,18,2015-12-23 20:40:17
84,平板电脑创建人脸验证时人脸识别窗口人脸识别,用载app并安装打开应用进入应用扫描图二维码进入扫码页面3点击进行身份验证进入人脸识别界面进行人脸识别人脸别成功备注toshibaandroidtabletfortest,审核通过,17,2015-12-23 20:40:27
85,软件修改资料信息,点击管理进入身份添加人输入姓名身份证号码点击保存联系人添加用户发现联系人需要更改姓名身份证号码点击联系人无反应编辑修改功能,审核通过,9,2015-12-23 20:40:39
