id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开界面后，看不到安全短信,打开主界面，点击防骚扰，再点击右上方的圈圈，没有安全短信,审核通过,19,2015-01-16 10:34:00
2,打开时候出现无响应，然后选择等待，再次刷新进入,打开时候出现无响应，然后选择等待，再次刷新进入,审核通过,11,2015-01-16 10:36:00
3,无法发送信息，出现闪退现象,当输入手机号码按发送时，出现了“工作停止”字样，然后自动退出操作的界面。,审核通过,10,2015-01-16 10:42:00
4,进入放骚扰页面后，点击小圈圈，没有安全短信,打开主页，进入放骚扰页面后，点击小圈圈，没有安全短信的按钮，找不到,审核通过,19,2015-01-16 10:43:00
5,bug概述，打开百度手机卫士，手机会有短暂的卡顿，不知道怎么回事，短信功能能正常收发。,bug概述，打开百度手机卫士，手机会有短暂的卡顿，不知道怎么回事，短信功能能正常收发。希望以后会有好的改善。,审核通过,7,2015-01-16 10:45:00
6,没有找到安全短信的按钮啊,进入主页面，点击防骚扰，再次点击右上方按钮，进入后找不到安全短信啊,审核通过,19,2015-01-16 10:53:00
7,魅族mx3找不到安全短信的选项,魅族mx3找不到安全短信的选项，现在没有办法发安全短信,审核通过,5,2015-01-16 10:58:00
8,红米1s发送短信没反映,防骚扰-设置-安全短信-新建短信。发送给10000无反映,审核通过,2,2015-01-16 10:58:00
9,魅蓝note找不到安全短信那个选项,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目（找不到安全短信这一条选项）",审核通过,2,2015-01-16 11:04:00
10,百度手机卫士停止运行。,"按照上述步骤操作的：点击“点击开启”，开启收件箱服务
点击下方的“+”按钮新建短信
在收件人输入框中输入任意有效的手机号码或店家下方的常用联系人列表中联系人
输入短信内容，点击“发送”按钮",审核通过,0,2015-01-16 11:04:00
11,发送时百度卫士停止运行,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目，进入安全短信主界面
1.jpg
5、点击“点击开启”，开启收件箱服务
6、点击下方的“+”按钮新建短信
7、在收件人输入框中输入10010
8、输入短信内容，点击“发送”按钮",审核通过,3,2015-01-16 11:11:00
12,打开时候自动关闭死机了,安装完后点击打开，手机出现错误提示 自动关闭或者等待。多重新打开几次就没事了,审核通过,11,2015-01-16 11:13:00
13,无法测试，防骚扰中没有安全短信短信,"打开百度手机卫士主页，点击防骚扰，点击右上角设置按钮，没有安全短信选项，无法测试（魅族mx2,flyme 4.1.3.5a,基于android 4.4.4）",审核通过,5,2015-01-16 11:14:00
14,出现百度卫士停止运行,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目，进入安全短信主界面
5、点击“点击开启”，开启收件箱服务
6、点击下方的“+”按钮新建短信
7、在收件人输入框中输入10010
8、输入短信内容：hf，点击“发送”按钮",审核通过,3,2015-01-16 11:24:00
15,无法发送短信，发送时自动退出,点击发送后，客户端 黑屏，然后直接退出，,审核通过,10,2015-01-16 11:28:00
16,骚扰拦截设置里没有安全短信项目,骚扰拦截设置里没有安全短信项目，见截图，无法进行操作,审核通过,5,2015-01-16 11:32:00
17,"错误概述,打开百度手机卫士,手机会有短暂的卡顿,不知道怎么回事,短信功能能正常收发。希望以后会有好的改善。","错误概述,打开百度手机卫士,手机会有短暂的卡顿,不知道怎么回事,短信功能能正常收发。希望以后会有好的改善。",审核通过,7,2015-01-16 11:37:00
18,有时不能发送，接受正常。,我给10010发了4条短信，只收到2条回复，有2条发送不成功。,审核通过,16,2015-01-16 11:39:00
19,不能正常发送，一发送就停止,不能正常发送，一点发送就出现“很抱歉，百度手机卫士已停止运行”,审核通过,17,2015-01-16 11:40:00
20,短信发布出去，也看不到发出的信息,"进入百度手机卫士主页，点击防骚扰,点击设置，再点击安全短信，进入短信页面，发送短信",审核通过,19,2015-01-16 11:41:00
21,点击发送时，提示卫士停止运行！,按要求在安全短信里发送短信，点击发送时，提示卫士停止运行！导致无法发送！,审核通过,17,2015-01-16 11:48:00
22,老是出现安全警告，点击很多次才退出，比较麻烦。,打开手机信息安全卫士，老是会有安全卫士警告。点击多次才退出。,审核通过,10,2015-01-16 11:54:00
23,安全短信安全短信安全短信,没有安全短信安全短信安全短信安全短信安全短信,审核不通过,5,2015-01-16 12:11:00
24,第一次发送短信的时候崩溃,第一次发送短信的时候崩溃，再次发送问题消失,审核通过,15,2015-01-16 12:15:00
25,能单独在桌面上出现发短信的，快捷方便就好了,进入防骚扰后，安全短信，就可以进入发送短信了方便好用，直观。好,审核通过,19,2015-01-16 12:16:00
26,骚扰拦截设置中没有“安全短信”一项,在“骚扰拦截设置”中没有找到“安全短信”一项。,审核通过,5,2015-01-16 12:23:00
27,很抱歉，“百度手机卫士”已停止运行,"1、点击“点击开启”，开启收件箱服务
2、点击下方的“+”按钮新建短信
3、在收件人输入框中输入10086
4、，编辑短信cxgll，点击“发送”按钮",审核通过,3,2015-01-16 12:35:00
28,发送给10010没收到回复短信,发送给10010，短信内容：102，结果没收到回复短信,审核通过,16,2015-01-16 12:40:00
29,停止运行了，试了两次都是停止运行，没法发送,需要多次重启，很麻烦，不知道要怎么弄，只能再试试了,审核通过,6,2015-01-16 12:46:00
30,发完短信后，在短信列表中有一个null短信。,按照上面的操作完，短信也发出去了，我朋友也接收到短信了，然后退出百度卫士软件后，用系统自带的短信查看，短信列表中有一个null短信,审核通过,7,2015-01-16 12:56:00
31,在安全短信界面不能发送短信,打开百度卫士后，按照步骤执行，发送短信给10086，发送不过去，重新开始操作，还是没有发送成功。,审核通过,15,2015-01-16 13:20:00
32,发送短信出现闪退现象。,开启收件箱服务，点击下方的“+”按钮新建短信，在收件人输入框中输入任意有效的手机号码，点击“发送”按钮，出现闪退现象。,审核通过,10,2015-01-16 13:20:00
33,短信发不出去，总是停留在发送中,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目，进入安全短信主界面点击“点击开启”，开启收件箱服务
6、点击下方的“+”按钮新建短信
7、在收件人输入框中输入10086  cxll查询流量
8、输入短信内容，点击“发送”按钮    然后发不出去",审核通过,3,2015-01-16 13:32:00
34,可能下载安装完卫士手机时间显示错误！,下午1点半下载完卫士安装后做测试时无意中发现华为荣耀3c畅玩版（已root刷机）时间变成下午十点多，不知是否与卫士有关，还是我刷过了手机出现的问题！,审核通过,8,2015-01-16 13:38:00
35,发不出短信去，不知道什么情况,发送短信到10086，发送的1，手机提示了禁止还是允许，我选了禁止，结果就发不出去了，再发也不提示了，但是还是发不出去。,审核通过,13,2015-01-16 13:47:00
36,双卡的手机，发短信时候没发成功,双卡的手机，发短信时候没发成功，没有选择功能，不能发短信的卡片。,审核通过,13,2015-01-16 14:03:00
37,发送信息第一次提示发送信息失败，点红色感叹号重新发送又正常,发送信息第一次提示发送信息失败，点红色感叹号重新发送又正常,审核通过,12,2015-01-16 14:04:00
38,没有安全短信菜单选择,"按提示步骤，1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、没有找到“安全短信”",审核通过,2,2015-01-16 14:37:00
39,发短信到10086提示“百度手机卫士停止运行”,发短信到10086提示“百度手机卫士停止运行”，重复操作问题如故,审核通过,17,2015-01-16 14:55:00
40,没有出现安全短信选项,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、没有出现“安全短信”条目",审核通过,2,2015-01-16 15:05:00
41,发不出短信，显示安全卫士停止运行,点击安全短信，发送给10086，点发送信息后，发不出去，安全卫士停止运行，回到安全短信界面,审核通过,6,2015-01-16 15:20:00
42,无法发送短信，无法开启信息,点此开起开启不了默认短信，然后无非发送短信！！！,审核通过,3,2015-01-16 15:22:00
43,小米青春版手机 安全短信发送失败,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目，进入安全短信主界面
5、点击“点击开启”，开启收件箱服务
6、点击下方的“+”按钮新建短信
7、在收件人输入框中输入任意有效的手机号码或店家下方的常用联系人列表中联系人
8、输入短信内容，点击“发送”按钮

然后提示失败。。。",审核通过,3,2015-01-16 15:38:00
44,我点通知类短信，然后查看我发送给10086的短信及弹异常了。直接谈终止了，但是我再次进入的时候又是正常的,就是上面操作完后，我点通知类短信，然后查看我发送给10086的短信及弹异常了。直接谈终止了，但是我再次进入的时候又是正常的，我的手机是华为的h300，图片已经上传了,审核通过,15,2015-01-16 16:08:00
45,短信的时候提示错误，一点发送短信就提示百度手机卫士已停止运行,进百度卫士主页---选防骚扰--选设置---点安全短信--点点击开启---点击下方的“+”按钮新建短信----在收件人输入框中输入10086---输入短信内容“192”，点击“发送”按钮----然后跳出提示“百度手机卫士已停止运行”,审核通过,17,2015-01-16 16:08:00
46,发短信的过程中，手机卫士自动停止,开启安全短信后，点+号，新建信息，输入收件人10010，信息内容102，点发送，出现自动停止的提示。,审核通过,17,2015-01-16 16:11:00
47,不确定短信是否顺利发送,"1、进入百度手机卫士主页
2、点击“防骚扰”
3、点击右上角“设置”按钮
4、点击“安全短信”条目，进入安全短信主界面
5、点击“点击开启”，开启收件箱服务
6、点击下方的“+”按钮新建短信
7、发给10086 “余额查询”
但不确定短信是否顺利发送",审核通过,3,2015-01-16 16:11:00
48,百度手机卫士已停止运行,联系人写的10086，短信内容1，点击发送 提示 百度手机卫士已停止运行,审核通过,17,2015-01-16 16:16:00
49,百度手机卫士已停止问题,从1-7步骤都正常，就是执行8、输入短信内容，点击“发送”按钮 就出现百度手机卫士已停止,审核通过,17,2015-01-16 16:18:00
50,百度手机卫士停止运行,"在收件人输入框中输入任意有效的手机号码或店家下方的常用联系人列表中联系人
，输入短信内容，点击“发送”按钮后，出现百度手机卫士停止运行。",审核通过,0,2015-01-16 16:36:00
51,短信低端菜单无效，点进去不是我想要的,在给10086发送信息后，地下显示“话费充值”“话费查询”“更多”，点击“话费查询”原以为会自动给10086发送信息，点进去看完全不是查话费的。。很失望,审核通过,12,2015-01-16 16:44:00
52,不能正常发送和接收短信,按照题目一步步做，给10086发送短信后完全没反应，用手机自带的短信发送很快发出去并收到了,审核通过,18,2015-01-16 16:44:00
