id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,"微任务在升级为2.0后无法继续任务,必须降级回1.0版,降级过程必须先卸载,直接降级会产生错误","1.微任务中打开app,显示1.0版并弹出自动更新.
2.通过自动更新完成2.0版的下载和安装.
3.回到微任务,重新进入该任务时,显示""安装""而非""打开"",无法进入下一步.
4.点""安装""重新安装1.0版本,提示安装失败
5.卸载2.0版本,再回到微任务点""安装"",成功安装1.0版本
微任务在检测此类升级功能时无法正确识别升级后的app.
app降级安装失败,只能卸载后重新安装.",审核通过,2,2015-12-22 14:51:22
2,打开软件后没有主动提示升级，点击检查更新按钮后，提示已是最新版本。,打开软件后没有主动提示升级，点击检查更新按钮后，提示已是最新版本。测试好几次都没有升级到2.0.,审核不通过,4,2015-12-22 14:53:02
3,不能升级到2.0版本,安装app后，点击检查更新，等一会儿提示已是最新版本，不能升级到2.0版本。,审核不通过,4,2015-12-22 14:53:10
4,软件能正常打开，但是不能升级到2.0,软件能正常打开，但是不能升级到2.0，在1.0界面显示已经是最新,审核不通过,8,2015-12-22 14:55:22
5,提示已是最新版本，无法升级,未弹出升级提示，点击检查更新按钮后显示：开始检查更新，请稍后...，最后显示已是最新版本，手机型号vivo x5v,审核不通过,4,2015-12-22 14:55:46
6,截屏图上显示17号才能更新最新版本,截屏图上显示17号才能更新最新版本，并且没有弹出提示要更新新版本，无法截屏2.0的版本,审核不通过,7,2015-12-22 14:55:51
7,检查更新显示为最新版本,检查更新显示为最新版本，不需要更新，无法更新到2.0版本,审核不通过,15,2015-12-22 14:56:01
8,不能升级，提示已是最新版本。,显示1.0版本后，检查更新弹出已是新版本，不能升级为2.0版本,审核不通过,4,2015-12-22 14:56:16
9,版本号是1.0，点检查更新提示已是最新版本，无法更新到2.0版本,版本号是1.0，点检查更新提示已是最新版本，无法更新到2.0版本,审核不通过,0,2015-12-22 14:56:56
10,点击检查更新，显示最新版本依然是1.0,进入页面之后，显示的版本是1.0，点击检查更新，显示最新版本依然是1.0。,审核不通过,3,2015-12-22 14:57:22
11,无法更新，打开软件一直未弹出升级提示。点击检查更新后，提示已是最新版本。,软件无法更新，打开软件后一直未弹出升级提示，点击检查更新后，提示已是最新版本。,审核不通过,8,2015-12-22 14:57:28
12,没有2.0的版本，1.0已经是最新的,进入软件，显示是1.0的，点击更新，显示是最新版本,审核不通过,8,2015-12-22 14:57:35
13,"点击检查更新按钮,但是更新不了版本号：2.0”","点击检查更新按钮,但是更新不了版本号：2.0。显示已是最新版本。",审核不通过,11,2015-12-22 14:57:44
14,"没有最新版本,只有1.0版本","没有最新版本,只有1.0版本,检查最新时弹出toast已是最新.没有办法更新",审核不通过,14,2015-12-22 14:57:51
15,无法更新成为2.0版本，出现解析包时出现错误界面,先点击立即升级，然后就出现下载页面，但是第一次闪退了，第二次重新升级，结果出现了解析包时出现错误,审核通过,6,2015-12-22 14:58:40
16,点击立即更新没有更新成功点击立即更新没有更新成功,点击立即更新没有更新成功点击立即更新没有更新成功 华为4x wifi,审核不通过,13,2015-12-22 15:04:35
