id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,7.设置中心 - 点我的渠道 - 隔了大概10几秒才弹出一个提示框 说我还不是渠道商 但是这个对话框的取消按钮点击是无效的。 点击去看看，打开的网页是空白。,7.设置中心 - 点我的渠道 - 隔了大概10几秒才弹出一个提示框 说我还不是渠道商 但是这个对话框的取消按钮点击是无效的。 点击去看看，打开的网页是空白。,审核不通过,25,2016-05-19 12:55:23
2,3.完善个人名片时，填入信息如图所示（都输入50位长度字符串），点完成注册，弹出如图的错误提示信息,3.完善个人名片时，填入信息如图所示（都输入50位长度字符串），点完成注册，弹出如图的错误提示信息,审核不通过,17,2016-05-19 12:55:39
3,4.每次登录系统后，切换到 我的 进入个人中心 - 每一次加载这个页面的数据大概都需要30秒左右。这期间什么操作都无法执行。用户体验非常差,4.每次登录系统后，切换到 我的 进入个人中心 - 每一次加载这个页面的数据大概都需要30秒左右。这期间什么操作都无法执行。用户体验非常差,审核不通过,30,2016-05-19 12:55:54
4,6.进入我的 - 点左上角齿轮图标进入设置中心 - 点隐身模式 - 修改选项为第二项，应用自动弹回了上一页。再次进入隐身模式，发现之前的设置没有保存。（这个问题有一定概率发生，而且概率比较大）,6.进入我的 - 点左上角齿轮图标进入设置中心 - 点隐身模式 - 修改选项为第二项，应用自动弹回了上一页。再次进入隐身模式，发现之前的设置没有保存。（这个问题有一定概率发生，而且概率比较大）,审核不通过,2,2016-05-19 12:56:00
5,8。设置中心 - 点关于玲玲 - 点什么是玲玲 - 提示服务不可用,8。设置中心 - 点关于玲玲 - 点什么是玲玲 - 提示服务不可用,审核通过,6,2016-05-19 12:56:19
6,1.注册时，输入1位数密码，可以成功注册。安全性不强，建议至少设置6位数密码,1.注册时，输入1位数密码，可以成功注册。安全性不强，建议至少设置6位数密码,审核通过,29,2016-05-19 12:56:26
7,2.注册成功，导航进入完善个人信息页 - 点击选择行业信息 - 输入 “......” 在下方列表为空白时，点保存返回，应用又弹出了“注册成功请完善信息”的提示。而且行业信息也是空的,2.注册成功，导航进入完善个人信息页 - 点击选择行业信息 - 输入 “......” 在下方列表为空白时，点保存返回，应用又弹出了“注册成功请完善信息”的提示。而且行业信息也是空的,审核通过,17,2016-05-19 12:56:37
8,5.进入我的 - 点左上角齿轮图标进入设置中心 - 点账户安全 - 点登录保护 - 提示在升级中，未实现的功能请不要再界面上展示出来。,5.进入我的 - 点左上角齿轮图标进入设置中心 - 点账户安全 - 点登录保护 - 提示在升级中，未实现的功能请不要再界面上展示出来。,审核通过,6,2016-05-19 12:56:44
9,9.我的 - 点头像进入个人信息 - 右上角的 编辑按钮点击无响应。,9.我的 - 点头像进入个人信息 - 右上角的 编辑按钮点击无响应。,审核不通过,26,2016-05-19 12:57:06
10,10.整个应用加载数据都比较慢，按钮响应也慢，性能很差，随便举个例子  进入我的 - 点我的玲玲认证 - 进入页面后大概3秒左右才能正确加载数据。体验非常不好,10.整个应用加载数据都比较慢，按钮响应也慢，性能很差，随便举个例子  进入我的 - 点我的玲玲认证 - 进入页面后大概3秒左右才能正确加载数据。体验非常不好,审核不通过,30,2016-05-19 12:57:17
11,11.进入我的 - 点我的收货地址  - 页面显示服务不可用，并且右上的新增按钮点击也无响应。,11.进入我的 - 点我的收货地址  - 页面显示服务不可用，并且右上的新增按钮点击也无响应。,审核不通过,23,2016-05-19 12:57:57
12,"12.相邻 - 选一个药品加入清单 - 点在线下单 - 进入结算页 - 点击我的地址 - 新增一个收货地址 - 编辑地址时，街道名的那一栏无法获得焦点不能编辑
（时不时还出现服务不可用的页面）","12.相邻 - 选一个药品加入清单 - 点在线下单 - 进入结算页 - 点击我的地址 - 新增一个收货地址 - 编辑地址时，街道名的那一栏无法获得焦点不能编辑
（时不时还出现服务不可用的页面）",审核不通过,10,2016-05-19 12:59:39
13,13.注册时如未完善个人信息，进入我的后 会提示要完善个人信息 - 选择完善信息 - 新增个人名片 - 输入如图所示的信息后，弹出sql错误信息（应该是行业信息不合法这个页面的行业信息可以输入表情符号）,13.注册时如未完善个人信息，进入我的后 会提示要完善个人信息 - 选择完善信息 - 新增个人名片 - 输入如图所示的信息后，弹出sql错误信息（应该是行业信息不合法这个页面的行业信息可以输入表情符号）,审核通过,17,2016-05-19 13:03:00
14,14.系统登录 或其他页面打开是经常会报比如 “网络错误” “服务器连接失败” “网络链接不可用” 的提示，我当前的是电信的光纤+ wifi网络，网络状态非常良好。系统的这方面问题很多，截图是打开系统进入首页时的类似提示,14.系统登录 或其他页面打开是经常会报比如 “网络错误” “服务器连接失败” “网络链接不可用” 的提示，我当前的是电信的光纤+ wifi网络，网络状态非常良好。系统的这方面问题很多，截图是打开系统进入首页时的类似提示,审核通过,37,2016-05-19 13:03:06
15,15. 消息 - 右上角联系人 - 点通讯录好友 - 弹出等待框后 一直持续，无法加载数据也无法关闭无法做任何操作，持续约2分钟后只能手动终止进程。,15. 消息 - 右上角联系人 - 点通讯录好友 - 弹出等待框后 一直持续，无法加载数据也无法关闭无法做任何操作，持续约2分钟后只能手动终止进程。,审核通过,38,2016-05-19 13:04:00
16,软件经常弹出停止运行的弹窗。,软件经常停止运行，注册的时候会停止运行，刚进软件的时候也会停止运行，点击某一个内容的时候也会停止运行。,审核通过,24,2016-05-19 13:10:17
17,首次进入我的一直有一个圈在转。,首次进入我的一直有一个圈在转，不按返回圈就不会消失。,审核通过,30,2016-05-19 13:10:25
18,个人资料填写出生日期时，日期界面没有排版好。,个人资料填写出生日期时，日期界面没有排版好，数字和汉字重叠。,审核通过,26,2016-05-19 13:10:29
19,在首页点进一个店铺，然后点击店铺详情，内容不出来。,在首页点进一个店铺，然后点击店铺详情，店铺详情里的内容大部分时候都是不出来，个别时候又会加载出来。,审核通过,23,2016-05-19 13:10:33
20,注册的时候非常卡顿。,注册的时候非常卡顿，每进入下一个步骤就卡顿两下。,审核通过,22,2016-05-19 13:10:43
21,查看商品的时候商品出来的非常慢。,查看商品的时候商品出来的非常慢，刷新了好几次商品才加载出来，进入商品详情也是，商品详情出现的非常慢，甚至有时候几分钟都出不来内容。,审核不通过,32,2016-05-19 13:11:02
22,有好几次每次一进入软件就提示网络不可用。,有好几次每次一进入软件就提示网络不可用，前面还有一个提示没有截屏到，内容忘了，大概是说网络问题。,审核通过,14,2016-05-19 13:19:42
23,除了前2次进入软件外，后面每次进入软件，首页的内容几乎都加载非常慢。,除了前2次进入软件外，后面每次进入软件，首页的内容几乎都加载非常慢，最慢的时候要一分钟左右才能显示内容，而且在这个时候进行操作非常容易停止运行。,审核不通过,20,2016-05-19 13:20:03
24,提示出来的时间过长。,提示出来的时间过长，都已经退出软件到了百度微任务，但是再按一次的提示还显示着。,审核通过,36,2016-05-19 13:20:13
25,在关于邻邻种，点击什么是邻邻，内容出不来，界面一直显示503。,在关于邻邻种，点击什么是邻邻，内容出不来，界面一直显示503，还有其他的一些界面进入只是显示英文。,审核通过,20,2016-05-19 13:23:24
26,添加收货地址时选择地图定位，进入地图定位会出现莫名其妙的提示。,添加收货地址时选择地图定位，进入地图定位会出现莫名其妙的提示，会提示连接失败，登录成功。连接失败还有点正常，登录成功就有点莫名其妙。,审核通过,10,2016-05-19 13:25:32
27,添加好收货地址后想再点击编辑，有2个按钮忽然就显示失败了。,添加好收货地址后想再点击编辑，有2个按钮忽然就显示失败了。,审核不通过,10,2016-05-19 13:27:52
28,进入一个商品详情点击星星收藏，前几次总是收藏不成功。,进入一个商品详情点击星星收藏，前几次总是收藏不成功，只是出现个圈转一下没有任何提示，到后面再收藏才会提示收藏成功。,审核通过,15,2016-05-19 13:31:10
29,进入商品详情在上面商品详情还没有加载出来的时候点击右上角的分享，会提示网络不给力。,进入商品详情在上面商品详情还没有加载出来的时候点击右上角的分享，会提示网络不给力，但是wifi连接的很好，信号也很好。,审核通过,32,2016-05-19 13:31:14
30,店铺详情界面没有排好。,首页点击店铺进入再点击店铺详情，店铺详情界面没有排好，星星和字重叠。,审核通过,23,2016-05-19 13:34:02
31,登陆时输入帐号1.密码1，点登陆，提示登录帐号失败后，接着提示网络连接超时，请重试,安装运行app。输入帐号1密码1点。重复点登陆.,审核通过,37,2016-05-19 13:34:14
32,注册邻邻页面，下面的服务器协议，打开为全英文。,安装运行app，点注册，然后点服务协议。,审核通过,34,2016-05-19 13:34:30
33,注册时密码框里提示文字显示不全。密码框中提示不填默认手机号后？,安装运行app，点注册，密码框中提示不填默认手机号后,审核通过,22,2016-05-19 13:34:39
34,输入帐号密码点注册，输入验证码，点下一步，软件提示无响应,安装运行app点立即注册。输入验证码，点下一步,审核通过,34,2016-05-19 13:34:46
35,输入帐号密码点注册，输入验证码，点下一步，软件提示服务器请求错误1，注册失败。,装运行app点立即注册。输入验证码，点下一步,审核通过,34,2016-05-19 13:50:43
36,上传头像时，修剪图片为圆形，而个人头像又是方形,安装运行app注册，上传图片，选择相册中的图片,审核通过,9,2016-05-19 13:50:47
37,相邻页面活跃店员下面的距离与时间显示不全,安装运行app。注册登陆后，相邻页面下拉。,审核通过,34,2016-05-19 13:50:51
38,相邻页面点上方面搜索框，输入“复”点搜索。下面药名长的换行，第二行下一截不显示,安装运行app。注册登陆后，相邻页面点上方面搜索框，输入“复”点搜索,审核通过,3,2016-05-19 13:50:56
39,注册的时候上传了图片，可是进入我的页面，个人头像没有头像显示,安装运行app注册，上传个头像成功后，进入app点我的。,审核通过,9,2016-05-19 13:51:00
40,注册界面第一次输入手机号注册提示网络异常,注册界面第一次输入手机号注册提示网络异常，再次输入能够自动获取短信验证码。,审核通过,37,2016-05-20 19:49:42
41,登录app定位不准确，相差较远,登录app定位不准确，相差较远，身在四川广安软件却垮区域推荐重庆的卖家。已确定打开定位服务。,审核通过,15,2016-05-20 19:50:26
