id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点首页，，点快速赚钱里的借贷宝，点击领取，出现闪退,点首页，，点快速赚钱里的借贷宝，点击领取，出现闪退,审核不通过,11,2015-12-21 23:30:54
2,从别的程序切换回来，点击我的，点击修改密码，然后点击以后再说，出现退出登录提示,从别的程序切换回来，点击我的，点击修改密码，然后点击以后再说，出现退出登录提示,审核不通过,14,2015-12-21 23:33:18
3,所有出现的提示信息，按手机的返回键都无效,所有出现的提示信息，按手机的返回键都无效......,审核通过,14,2015-12-21 23:35:03
4,点击我的，有明显的刷新现象,点击我的，有明显的刷新现象...............,审核不通过,15,2015-12-21 23:35:15
5,点击界面时，软件停止运行,从一个界面向另一个界面跳转时，新界面未跳出，且软件自己停止运行,审核通过,2,2015-12-21 23:36:25
6,打开app---点击底部的分享功能----打开一篇带图片的文章-----选择微信或者微博分享，完毕返回app，发现刚才打开的文章闪烁。,打开app---点击底部的分享功能----打开一篇带图片的文章-----选择微信或者微博分享，完毕返回app，发现刚才打开的文章闪烁。,审核不通过,10,2015-12-21 23:40:20
7,无法用账号登录，无法用账号注册,点击登录或者一键注册时候，提示该设备无法登录蛋蛋赚，请更换设备,审核不通过,11,2015-12-21 23:41:45
8,在我的页签内 点退出账号，退出登录后，进入登录页面 点击一键注册 不是弹出注册页面而是进入程序首页。怎么会出这种问题,"在我的页签内 点退出账号，退出登录后，进入登录页面 点击一键注册 不是弹出注册页面而是进入程序首页。怎么会出这种问题
手机红米2 系统安卓4.4.4",审核通过,14,2015-12-21 23:44:49
9,我的资料栏完善资料问题,我的资料内，如果不设置头像只填写昵称等信息点提交则无法提交要求上传头像，但是再点击上传头像后已填写内容会被清空,审核不通过,12,2015-12-21 23:46:58
10,打开app-完善个人资料---先输入昵称、性别等信息，按提交，提示要上传头像，上传头像回来，神奇的发现刚才输好的昵称等个人信息不见了，又要重新输入。,打开app-完善个人资料---先输入昵称、性别等信息，按提交，提示要上传头像，上传头像回来，神奇的发现刚才输好的昵称等个人信息不见了，又要重新输入。,审核不通过,9,2015-12-21 23:47:57
