id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开app---关卡模式-----第三关的时候，不断的撞车，软件会报错。。。。。,打开app---关卡模式-----第三关的时候，不断的撞车，软件会报错。。。。。,审核通过,0,2015-12-31 01:31:03
2,当游戏任务失败时，按手机物理返回键，无法退出游戏，而游戏也没有提供虚拟返回键，无法退出。,当游戏任务失败时，按手机物理返回键，无法退出游戏，而游戏也没有提供虚拟返回键，无法退出。,审核通过,16,2015-12-31 01:31:07
3,打开app----车库----轻滑切换车辆，非常不流畅，要多次滑动才能切换。。。。。,打开app----车库----轻滑切换车辆，非常不流畅，要多次滑动才能切换。。。。。,审核通过,26,2015-12-31 01:31:11
4,打开app----商店-----购买物品无任何提示，即使没有足够的金币，购买大于当前金币输入的道具也无任何提示。,打开app----商店-----购买物品无任何提示，即使没有足够的金币，购买大于当前金币输入的道具也无任何提示。,审核通过,15,2015-12-31 01:31:14
5,打开app----排行榜----点击下方的圆形按钮-----记录被清零了，无任何提示对话框，让人开始不知道这按钮是做什么的，点击后才知道是清零，没有后悔的机会。,打开app----排行榜----点击下方的圆形按钮-----记录被清零了，无任何提示对话框，让人开始不知道这按钮是做什么的，点击后才知道是清零，没有后悔的机会。,审核通过,19,2015-12-31 01:31:30
6,此游戏采用重力感应操作，一定要把手机平放才能流畅操作，如果竖着拿着手机玩，会出现反应延迟。建议增加左右触屏操作功能，即使躺在床上也可以玩了，不然只有重力感应，在床上完全没法游戏！,此游戏采用重力感应操作，一定要把手机平放才能流畅操作，如果竖着拿着手机玩，会出现反应延迟。建议增加左右触屏操作功能，即使躺在床上也可以玩了，不然只有重力感应，在床上完全没法游戏！,审核通过,14,2015-12-31 01:31:35
7,打开app---关卡模式-----第三关的时候，不断的撞车，软件会报错。。。。。,打开app---关卡模式-----第三关的时候，不断的撞车，软件会报错。。。。。,审核不通过,0,2015-12-31 01:31:39
8,当游戏任务失败时，按手机物理返回键，无法退出游戏，而游戏也没有提供虚拟返回键，无法退出。,当游戏任务失败时，按手机物理返回键，无法退出游戏，而游戏也没有提供虚拟返回键，无法退出。,审核不通过,16,2015-12-31 01:31:43
9,打开app----车库----轻滑切换车辆，非常不流畅，要多次滑动才能切换。。。。。,打开app----车库----轻滑切换车辆，非常不流畅，要多次滑动才能切换。。。。。,审核不通过,26,2015-12-31 01:31:46
10,打开app----商店-----购买物品无任何提示，即使没有足够的金币，购买大于当前金币输入的道具也无任何提示。,打开app----商店-----购买物品无任何提示，即使没有足够的金币，购买大于当前金币输入的道具也无任何提示。,审核不通过,15,2015-12-31 01:31:49
