id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击游戏进不了轻游戏中心,点击游戏进不了轻游戏中心一直停留在空白页尝试多次未成功,审核通过,1,2015-01-29 12:32:12
2,点击导航区后出现页面混乱无法操作假死,点击导航区后页面混乱无法操作假死等很长时间才可以使用测试机型为三星9220,审核通过,10,2015-01-29 12:37:22
3,第一次打开页面字重叠假死,第一次打开页面字重叠假死无法操作需等1分钟后才可继续操作,审核通过,20,2015-01-29 12:37:22
4,点击视频无法正常观看显示初始化失败,随便点击首页视频无法观看虽然显示在缓冲并且有速度但是最终显示无法播放,审核通过,7,2015-01-29 12:47:56
5,视频播放黑屏无响应无法观看,打开浏览器点击浏览器中屏热门影视图标进入视频模块点击视频视频播放黑屏无响应无法观看,审核通过,7,2015-01-29 12:49:15
6,体验游戏时出问题,点击游戏图标停留在空白页面一直进不去已尝试多次希望能优化,审核通过,1,2015-01-29 12:50:33
7,玩游戏返回后跟刚才看视频一样页面出现黑屏,玩游戏返回后跟刚才看视频一样页面出现黑屏,审核通过,16,2015-01-29 12:56:54
8,出现了网站推荐的弹屏,步骤1打开浏览器滑入左屏2点开导航区域凤凰模块3在屏幕下方出现了如截屏所看到的弹屏,审核通过,21,2015-01-29 12:58:05
9,看完视频按返回退到主页会有卡顿现象,点开一个视频看完后返回视频主页在返回到软件主页会有卡顿现象然后观看视屏中下拉手机自带通知栏截图是视屏最上方会有花屏图片已用手机上传,审核通过,12,2015-01-29 13:08:48
10,点击新浪进入后退出出现黑屏字幕显示很多看不见,点击指定区域的新浪然后退出屏幕成为黑色部分字幕都看不见,审核通过,23,2015-01-29 13:09:14
11,退出是出现黑屏有些内容看不到只能模糊看到个别字,按照顺序点击打开百度手机浏览器热门影视浏览然后退出出现一次黑屏,审核通过,23,2015-01-29 13:09:14
12,打开JJ斗地主就出现花屏了,先打开游戏中心然后点击斗地主选择JJ斗地主浏览器界面直接花屏,审核通过,9,2015-01-29 13:11:15
13,提示下载爱奇艺或者继续播放选继续播放后在爱奇艺界面无法加载,点击视频后提示下载爱奇艺或者继续播放选继续播放后在爱奇艺界面无法加载,审核通过,17,2015-01-29 13:12:14
14,点击页面上的搜狐打不开,点击了导航区域的搜狐发现是白屏什么东西也没有再刷新一次也是显示混乱的,审核通过,0,2015-01-29 13:25:50
15,视频页面不停的提示播放器初始化失败,米3手机视频页面不停的提示播放器初始化失败请稍后再试点击确定后还会出现最开始是有个进度百分比显示的但是一点也没播放就出现这个错误了,审核通过,6,2015-01-29 13:25:50
16,点击导航区任意一个网站打开后会在网址下方有黑色的窗口增加栏一点击那个黑色的屏幕就变暗无法恢复,1通过微任务打开百度浏览器2打开任意一个网址3点击屏幕下方的黑色小条4屏幕变黑无法恢复无论开启或关闭夜间模式,审核通过,21,2015-01-29 13:27:05
17,在游戏界面点击设置后按住设置里面的选项画面在游戏画面与设置画面间不断切换,打开游戏比如2048界面点击功能键打开设置按住设置状态框手机画面在游戏画面与设置画面间不断切换,审核通过,24,2015-01-29 13:27:05
18,随便打开一视频后无法播放,打开热播视频显示404播放失败啦你可以尝试下载客户端字样,审核通过,17,2015-01-29 13:29:01
19,浏览器打开项目速度较慢有些项目打不开,贴吧几秒后能打开而天气是第一次一直打不开但后退后重进又能打开了,审核通过,22,2015-01-29 13:29:10
20,在轻游戏中心页面里的游戏有些能玩有些会出现黑屏无法玩的现象,进入轻游戏中心页面后尝试玩页面中的游戏发现有些能玩有些会出现黑屏无法玩的现象,审核通过,16,2015-01-29 13:29:15
