id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,《中国物通网用户协议》：跳转页面文字被缩小,在注册页面，点击《中国物通网用户协议》，在跳转页面，文字被缩小显示。,审核不通过,1,2016-07-12 08:33:14
2,2 登录界面→免费注册→用户协议，界面不能自动适配屏幕，文字放大后又需要左右滑动屏幕，阅读协议内容。,2 登录界面→免费注册→用户协议，界面不能自动适配屏幕，文字放大后又需要左右滑动屏幕，阅读协议内容。,审核不通过,1,2016-07-12 08:43:33
3,登陆app，在我的中心，选择形象展示，进入后选择公司照片，发现照片无法保存成功。,登陆app，在我的中心，选择形象展示，进入后选择公司照片，发现照片无法保存成功。,审核不通过,6,2016-07-12 08:48:41
4,登陆app，在附近模块，点击进入地图后，分别点击地图左上部的回程车、本地车、常跑车均无结果，无此类车源。,登陆app，在附近模块，点击进入地图后，分别点击地图左上部的回程车、本地车、常跑车均无结果，无此类车源。,审核不通过,11,2016-07-12 08:57:42
5,登陆app，在首页浏览可以发现，最上方的滚动图，设置有三栏滚动，如果手动去滑动的话，会发现总是会跳过中间一栏，直接第一栏第三栏之间滑动http://pan.baidu.com/s/1df2wexf百度云视频链接,登陆app，在首页浏览可以发现，最上方的滚动图，设置有三栏滚动，如果手动去滑动的话，会发现总是会跳过中间一栏，直接第一栏第三栏之间滑动http://pan.baidu.com/s/1df2wexf百度云视频链接,审核不通过,7,2016-07-12 09:13:44
6,充值物流币的时候选择支付宝支付，在支付宝支付页不支付并点左上角按钮返回，会提示支付失败。,充值物流币的时候选择支付宝支付，在支付宝支付页不支付并点左上角按钮返回，会提示支付失败。,审核不通过,8,2016-07-12 09:24:06
7,详细地址：app不能准确定位,在完善资料页面，点击：详细地址，app不能准确定位，如图所示，定位点周围都是空白。,审核不通过,10,2016-07-12 09:29:50
8,忘记密码界面中填写好手机号后点击发送验证码按键没有反应。,1.打开软件，点击忘记密码；2.忘记密码界面中填写好手机号后点击发送验证码按键没有反应。,审核不通过,14,2016-07-12 09:41:19
9,完善资料界面中在联系电话处填写归属地是南京移动的手机号后点击下方的初学“输入正确的手机号”，填写其他地方的号码均可。,打开软件，点击我的，点击上方的用户名进入，完善资料界面中在联系电话处填写归属地是南京移动的手机号后点击下方的初学“输入正确的手机号”，填写其他地方的号码均可。,审核不通过,14,2016-07-12 09:47:24
10,注册时点击键盘的完成不能跳到下一个输入框，应该是下一步,"1.打开客户端，在登录界面选择注册；
2.在注册界面，点击键盘的完成不能跳到下一个输入框，应该是下一步",审核不通过,14,2016-07-12 10:02:16
11,忘记密码界面，发送验证码无法点击获取验证码。,进入软件，点忘记密码，忘记密码界面，发送验证码无法点击获取验证码。,审核不通过,13,2016-07-12 10:05:46
12,注册界面，公司名称没有限定可以输入任意字符。,进入软件，点免费注册，注册界面，公司名称没有限定可以输入任意字符。,审核不通过,10,2016-07-12 10:06:11
13,位置定位不准确，定位地址与实际地址不符,1.打开app，注册并登陆。2.点击首页，上方显示位置为郑州，与实际位置不符。,审核不通过,2,2016-07-12 10:11:24
14,在完善资料中，公司总部设在台湾时，详细地址中的地图却定位在香港,"1、打开软件，注册登录
2、点击头像完善资料，公司总部所在地设在台湾时，详细地址中的地图却定位在香港",审核不通过,10,2016-07-12 10:17:29
15,首次点击管理货源发布新货源，崩溃,1登录至首页点击更多 2点击竞价服务 3点击去竞价 4点击发布新车源，崩溃,审核不通过,3,2016-07-12 10:26:15
16,进入app后发现上边滑动的图片是死链的,1.打开该app.2.进入app后发现上边滑动的图片是死链的,审核不通过,9,2016-07-12 10:28:09
17,登录进入app后点击在线升级发现提示无需升级但也有是否按钮,1.打开该app.2.登录进入app后点击在线升级发现提示无需升级但也有是否按钮,审核不通过,7,2016-07-12 10:30:05
18,打开app注册成功后点击下方我的，再点击完善资料，在法人这一栏输入14个汉字这种明显错误的信息也能提交保存成功。,打开app注册成功后点击下方我的，再点击完善资料，在法人这一栏输入14个汉字这种明显错误的信息也能提交保存成功。,审核不通过,10,2016-07-12 10:33:56
