id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,选择几件产品加入购物车选择3件但是购物车的图标却显示4件,选择几件产品加入购物车选择3件但是购物车的图标却显示4件,审核通过,23,2015-12-15 15:04:47
2,将药品加入购物车一共3件购物车图标显示4件点击去以后是3件,将药品加入购物车一共3件购物车图标显示4件点击去以后是3件,审核通过,23,2015-12-15 15:23:47
3,打开软件点击登录点击密码登陆无法输入密码,打开软件点击登录点击密码登陆无法输入密码,审核通过,12,2015-12-15 15:40:19
4,打开软件点击登录看到验证码登陆中的验证码的框不完全,打开软件点击登录看到验证码登陆中的验证码的框不完全,审核通过,0,2015-12-15 15:40:19
5,登陆界面设计不合理美观用户名和验证码不能显示导致用户不知道要输入什么信息,登陆界面设计不合理美观用户名和验证码不能显示导致用户不知道要输入什么信息估计是字体设置成白颜色和背景融为一体了,审核通过,21,2015-12-15 15:45:13
6,打开软件点击登录看到验证码登陆中的验证码的框不完全,打开软件点击登录看到验证码登陆中的验证码的框不完全,审核通过,0,2015-12-15 15:51:55
7,软件报错提示已停止运行,打开软件点击我的点击当前订单软件报错提示已停止运行,审核通过,20,2015-12-15 15:51:55
8,第一次扫码无法找到后不扫码,扫码显示无法找到药品后继续给条形码不扫码需要退回APP主界面再次进入扫一扫才会扫码红米NOTEMIUI7,审核通过,4,2015-12-15 16:02:00
9,APP主界面四幅滚动栏显示问题,在APP主界面四幅图片滚动处每次滚动时可见中间下方有半个圆点存在应当是提示转到第几幅图标志第一二幅转动完不显示三四幅显示半个点红米NOTEMIUI7,审核通过,26,2015-12-15 16:02:00
10,药品详情分享到微信和分享到朋友圈重复,药品详情分享到微信和分享到朋友圈重复点击分享到朋友圈只会出现分享到微信好友红米NOTEMIUI7,审核通过,9,2015-12-15 16:02:00
11,搜索处搜索品牌无返回数据,搜索栏提示可搜索品牌但是搜索健民仁和汤臣倍健等均无数据返回红米NOTEMIUI7,审核通过,24,2015-12-15 16:02:00
12,登录时获取不到验证码,进入APP登录界面输入手机号点击获取验证码过了一段时间还是没有收到验证短信,审核通过,21,2015-12-15 16:04:45
13,登录界面的陆字错误应该是录,进入优优送药的登录界面查看界面文字登录界面的陆字错误应该是录,审核通过,18,2015-12-15 16:39:20
14,登录界面输入手机号14725836948后点击免费语音获取没有反应,登录界面输入手机号14725836948后点击免费语音获取没有反应,审核通过,11,2015-12-15 16:39:20
15,注册界面输入正确的手机号和验证码后提示语不准确,1注册界面输入正确的手机号和验证码后提示语登录密码不能为空,审核通过,12,2015-12-15 16:39:20
16,注册界面输入正确的手机号和验证码密码和确认密码后程序崩溃,注册界面输入正确的手机号和验证码密码和确认密码后程序崩溃,审核通过,12,2015-12-15 16:39:20
17,光标选中在搜索输入框中热门搜索中的标签显不不全,光标选中在搜索输入框中热门搜索中的标签显不不全,审核通过,24,2015-12-15 16:39:20
18,把一个药物依可欣放入购物车时去购物车查看购物车为空,把一个药物依可欣放入购物车时去购物车查看购物车为空,审核通过,23,2015-12-15 16:39:20
19,购物车内药品数量无法编辑一直是数据加载中如果中途打断数据加载会发生计算错误,注册成功登录后点击APP首页搜索框输入降压点击搜索将任意一种药添加到购物车点击右下角购物车对购物车内某一种药品的数量进行增减一直是数据加载中无法正常编辑药品数量如果在这期间点击屏幕甚至会发生数量与总价格不匹配的情况例如一盒药8元购物车中现在有2个该药总价为16元点击减号在加载时点击屏幕时加载中断显示购物车现有1个该药但是总价依然为16元,审核通过,17,2015-12-15 18:08:10
