id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,就是各个功能都随便操作会出现app挂掉具体是哪个步骤导致的就不清楚了当时是下载试题库到100时候出现的,就是各个功能都随便操作会出现app挂掉具体是哪个步骤导致的就不清楚了当时是下载试题库到100时候出现的,审核通过,25,2016-01-08 15:47:00
2,登陆练习随便进入一个类别进入答题页面点一下我的笔记下方会弹出输入框编辑图标删除图标点一下编辑图标在输入框中写点东西然后再点编辑图标保存然后点删除图标会提示删除成功输入框中也没有字了这个时候再点编辑图标输入框中的字又回来了删除之后还能回来,登陆练习随便进入一个类别进入答题页面点一下我的笔记下方会弹出输入框编辑图标删除图标点一下编辑图标在输入框中写点东西然后再点编辑图标保存然后点删除图标会提示删除成功输入框中也没有字了这个时候再点编辑图标输入框中的字又回来了删除之后还能回来,审核通过,21,2016-01-08 15:47:00
3,登陆之后左右滑动点设置菜单然后点题目激活会弹出一个框不在输入框中写任何东西直接点确认激活这个时候会提示注册失败应该是提示注册码不能为空,登陆之后左右滑动点设置菜单然后点题目激活会弹出一个框不在输入框中写任何东西直接点确认激活这个时候会提示注册失败应该是提示注册码不能为空,审核通过,2,2016-01-08 15:47:00
4,下载注册登录后总是显示停止运行,下载注册登录后试用里面的题杏林题库总是显示停止运行,审核通过,19,2016-01-08 15:49:00
5,请输入注册码要求激活没反应,请输入注册码要求激活不管是点击确定激活还是取消激活都翻不过去此页面提示注册失败,审核通过,2,2016-01-08 16:05:00
6,首次进入没有注册的状态下进入到左侧列表的专业界面第一次选择了口腔医学再次选择其他专业时一直弹出口腔医学,首次进入没有注册的状态下进入到左侧列表的专业界面第一次选择了口腔医学再次选择其他专业时一直弹出口腔医学,审核通过,23,2016-01-08 16:12:00
7,进入杏林题库首页按返回键没有提示再次按返回退出的提示直接退出了应用,进入杏林题库首页按返回键没有提示再次按返回退出的提示直接退出了应用,审核通过,28,2016-01-08 16:12:00
8,在登录界面点击忘记密码功能按钮没有任何反应和提示,在登录界面点击忘记密码功能按钮没有任何反应和提示,审核通过,13,2016-01-08 16:12:00
9,在登录界面输入错误的帐号和密码后提示密码不能为空,在登录界面输入错误的帐号和密码后提示密码不能为空,审核通过,13,2016-01-08 16:12:00
10,在没有进行练习时在练习记录界面显示空白没有任何友好提示,在没有进行练习时在练习记录界面显示空白没有任何友好提示,审核通过,12,2016-01-08 16:12:00
11,在首界面点击综合排名进入相应的界面界面没有刷新功能不能刷新当前排名情况,在首界面点击综合排名进入相应的界面界面没有刷新功能不能刷新当前排名情况,审核通过,18,2016-01-08 16:12:00
12,用户注册界面什么内容也不输入时提示帐号不能为空而注册界面的第一个输入框的同容是用户名前后不一致,用户注册界面什么内容也不输入时提示帐号不能为空而注册界面的第一个输入框的同容是用户名前后不一致,审核通过,16,2016-01-08 16:12:00
13,用户注册界面输入170段的手机号提示手机号不正确,用户注册界面输入170段的手机号提示手机号不正确,审核通过,10,2016-01-08 16:12:00
14,登录系统后选择错题本进入择考试专业界面选择任意专业进行下载后停在下在加载界面无法退出当前界面,登录系统后选择错题本进入择考试专业界面选择任意专业进行下载后停在下在加载界面无法退出当前界面,审核通过,26,2016-01-08 16:12:00
15,在下载过程中专业过程中按home键退出再次进入时显示杏林题库已停止,在下载过程中专业过程中按home键退出再次进入时显示杏林题库已停止,审核通过,28,2016-01-08 16:12:00
16,在使用过程中出现应用停止后再次进入时在启动界面直接提示已停止无法再进入应用,在使用过程中出现应用停止后再次进入时在启动界面直接提示已停止无法再进入应用,审核通过,28,2016-01-08 16:12:00
17,第一次打开设置页点其他设置里面的项会提示错误信息,第一次打开设置页点其他设置里面的项会提示错误信息,审核通过,22,2016-01-08 16:19:00
18,进入软件点击登录进入界面点击注册填完信息点击注册按键提示手机号不准确无法注册换个手机号依然如此,进入软件点击登录进入界面点击注册填完信息点击注册按键提示手机号不准确无法注册换个手机号依然如此,审核通过,10,2016-01-08 16:28:00
19,点击专业选择职业护士资格确定安装后一直处于正在加载中5分钟后仍是如此且无法退出只能从手机上强制退的手机主页面进入后仍然是此状态,点击专业选择职业护士资格确定安装后一直处于正在加载中5分钟后仍是如此且无法退出只能从手机上强制退的手机主页面进入后仍然是此状态,审核通过,26,2016-01-08 16:28:00
20,app无法正常打开再次打开app提示很抱歉杏林题库已停止运行,app无法正常打开再次打开app提示很抱歉杏林题库已停止运行,审核通过,15,2016-01-08 16:37:00
21,专业下载后出现安装提示框后闪退返回到了主页面,专业下载后出现安装提示框后闪退返回到了主页面,审核通过,27,2016-01-08 16:37:00
22,菜单栏专业点击临床执业试题出现提示信息您确定要更换其它科目的题库么点击确定后提示下载出错请重试,菜单栏专业点击临床执业试题出现提示信息您确定要更换其它科目的题库么点击确定后提示下载出错请重试,审核通过,27,2016-01-08 16:37:00
23,菜单专业选择一个专业下载时点击下载框右侧的×此按键无反应,菜单专业选择一个专业下载时点击下载框右侧的×此按键无反应,审核通过,27,2016-01-08 16:37:00
24,下载安装APP后点击其中一个题库下载后一直正在加载中退出软件后无法再打开APP需要重新安装,下载安装APP后点击其中一个题库下载后一直正在加载中退出软件后无法再打开APP需要重新安装,审核通过,26,2016-01-08 16:53:00
25,下载安装APP后点击其中一个题库下载后一直正在加载中按返回键无法退出加载,下载安装APP后点击其中一个题库下载后一直正在加载中按返回键无法退出加载,审核通过,26,2016-01-08 16:53:00
26,APP的基色选用的是红色对于一个题库软件来说十分的不好长时间的使用对眼睛损伤严重,APP的基色选用的是红色对于一个题库软件来说十分的不好长时间的使用对眼睛损伤严重,审核通过,28,2016-01-08 16:58:00
27,我的笔记功能添加笔记后并不能直接在题面上显示建议把我的笔记改成错题集,我的笔记功能添加笔记后并不能直接在题面上显示建议把我的笔记改成错题集,审核通过,21,2016-01-08 16:58:00
28,注册界面的字体太小了并且注册步骤太繁琐了建议增加手机号快速登录第三方平台快速登录等功能,注册界面的字体太小了并且注册步骤太繁琐了建议增加手机号快速登录第三方平台快速登录等功能,审核通过,10,2016-01-08 16:58:00
29,把杏林学院收到后台再从后台呼出程序直接停止运行,把杏林学院收到后台再从后台呼出程序直接停止运行,审核通过,15,2016-01-08 16:58:00
30,点击清空所有的错题集功能按钮在弹出的交互式对话框中点击确定程序闪退,点击清空所有的错题集功能按钮在弹出的交互式对话框中点击确定程序闪退,审核通过,20,2016-01-08 16:58:00
31,在我的收藏下点击左上角的回收站按钮程序直接闪退,在我的收藏下点击左上角的回收站按钮程序直接闪退,审核通过,20,2016-01-08 16:58:00
32,只有正确选项没有答案详解答案详解后面显示的是null空值,只有正确选项没有答案详解答案详解后面显示的是null空值,审核通过,14,2016-01-08 16:58:00
33,手机从锁屏的界面切换回此APP程序直接停止运行,手机从锁屏的界面切换回此APP程序直接停止运行,审核通过,15,2016-01-08 16:58:00
34,主界面点左上角登录用户登录界面点击忘记密码点击无反应,主界面点右上角登录用户登录界面点击忘记密码点击无反应,审核通过,7,2016-01-08 17:04:00
35,登录后点左上角专业下载一个专业临床执业返回点练习随便点高频考点高频考点生物化学出现的题目点击答案A会连B一起选择了先选D会和C一起选择无法练习,登录后点左上角专业下载一个专业临床执业返回点练习随便点高频考点高频考点生物化学出现的题目点击答案A会连B一起选择了先选D会和C一起选择无法练习,审核通过,4,2016-01-08 17:04:00
36,登录后点左上角专业下载一个专业临床执业返回点练习随便点高频考点高频考点生物化学出现的题目下方左下角点击我的笔记输入框是黑色的点击黑框旁边的笔图标输入的文字都看不到,登录后点左上角专业下载一个专业临床执业返回点练习随便点高频考点高频考点生物化学出现的题目下方左下角点击我的笔记输入框是黑色的点击黑框旁边的笔图标输入的文字都看不到,审核通过,4,2016-01-08 17:04:00
37,在练习记录已经有数据时综合排名的数据仍然没有变化具体看截图,在练习记录已经有数据时综合排名的数据仍然没有变化具体看截图,审核通过,18,2016-01-08 17:04:00
38,下载题库时进度条显示达到101不方便截图三星i9100安卓404,下载题库时进度条显示达到101不方便截图三星i9100安卓404下载题库时进度条显示达到101不方便截图三星i9100安卓404,审核通过,24,2016-01-08 17:07:00
39,做练习时杏林题库已停止做练习时杏林题库已停止见截图三星i9100安卓404,做练习题时软件弹出错误见截图选择两种专业所有测试题都是这样情况做练习题时软件死掉了选择两种专业所有测试题都是这样情况,审核通过,14,2016-01-08 17:07:00
40,忘记密码功能没反应三星i9100安卓404,登录界面忘记密码功能没反应三星i9100安卓404登录界面忘记密码功能没反应三星i9100安卓404,审核通过,13,2016-01-08 17:07:00
41,综合排名功能拖动时界面变黑停止后正常三星i9100安卓404见截图,综合排名功能拖动时界面变黑停止后正常三星i9100安卓404见截图综合排名功能拖动时界面变黑停止后正常三星i9100安卓404见截图,审核通过,18,2016-01-08 17:07:00
42,考试界面下面的我的笔记功能有问题三星i9100安卓404见截图,考试界面下面的我的笔记功能有问题第一号点的没反应第二界面是黑色第三写的笔记内容显示不出来三星i9100安卓404见截图,审核通过,21,2016-01-08 17:07:00
43,注册页面用户名与密码限制与描述不符,1打开软件2进入用户登录页面3点击注册填写注册信息4页面上用户名限制为420位字符密码限制为615位字符将用户名设置为1位字符密码设为5位字符依然可成功设置,审核通过,11,2016-01-08 17:31:00
44,点击忘记密码无反应未能链接密码找回页面,1打开APP2进入用户登录页面3点击忘记密码无反应,审核通过,7,2016-01-08 17:31:00
45,1用户名设置为中文字符登录时无法成功登录提示连接超时请重新登录,1打开APP2注册用户名设为哇哈哈密码设置为123453进入登录页面输入以上用户名密码点击登录无法成功登录提示连接超时请重新登录,审核通过,19,2016-01-08 17:31:00
46,查看练习题详解详解中显示null不友好,1登录APP2点击练习3选择某练习题点击图标查看习题详解详解中展示正确选项Dnull不友好,审核通过,14,2016-01-08 17:31:00
47,清空收藏夹软件停止运行,1登录APP2点击收藏进入我的收藏3点击垃圾桶图标清空所收藏题目软件停止运行并提示很抱歉杏林题库已停止运行,审核通过,15,2016-01-08 17:31:00
48,点击图标未能展开我的笔记,1登录APP2点击练习3选择某练习题4点击我的笔记旁边的图标图标变成笔记未展开,审核通过,21,2016-01-08 17:31:00
49,首页显示的学习跟踪记录表中做题总数统计不正确,1登录APP2做练习题3查看统计数据总共做题目13道发现首页中统计总数为16与实际不符练习记录中显示为13,审核通过,24,2016-01-08 17:31:00
50,将首页学习跟踪页面拉到底在返回页面顶部发现进度统计表中多了一条线,1登录APP2进入首页查看学习跟踪页3将页面拉到底部在拉回顶部发现图标中多了一条线,审核通过,24,2016-01-08 17:31:00
51,点击图标发现图表变形横轴数据消失,1登录APP2进入首页查看学习跟踪页3多次点击页面图表发现图表变形数据消失,审核通过,18,2016-01-08 17:31:00
52,清空历史错题软件停止运行,1登录APP2点击X图标进入历史错题页面3点击清空按钮并确定软件停止运行并提示很抱歉杏林题库已停止运行,审核通过,15,2016-01-08 17:31:00
53,同一手机号可多次注册,1打开APP2进入用户登录页面3点击注册填写注册信息多次注册手机号填写同一手机号依然可成功注册,审核通过,10,2016-01-08 17:31:00
54,乐视1手机安装成功后打开左上角的专业下载课程下载不了然后重新打开出现闪退,乐视1手机安装软件成功后打开右上角的专业选择儿科下载资料下载不了然后退出再进入软件发现进不了软件出现闪退现象,审核通过,20,2016-01-08 17:38:00
55,在首页点忘记密码没有反应,在首页点忘记密码没有反应三星S3安卓41,审核通过,13,2016-01-08 17:43:00
56,用户名提示要420个字符实际3个字符也可以,注册时用户名提示要420个字符实际3个字符也可以三星S3安卓41,审核通过,11,2016-01-08 17:43:00
57,注册时提示密码是615个字符实际3个也可以,注册时提示密码是615个字符实际3个也可以三星S3安卓41,审核通过,13,2016-01-08 17:43:00
58,注册时用中文当用户名可以正常注册但登录显示超时,注册时用中文当用户名可以正常注册但登录显示超时三星S3安卓41,审核通过,19,2016-01-08 17:43:00
