id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,在收件人输入框中输入多个号码后，点击发送，程序异常退出！,在收件人输入框中输入多个号码后，点击发送，程序异常退出！,审核通过,12,2015-01-05 16:56:00
2,安全短信没有发现此功能在那里,没有发现此功能在那里，没有发现此功能在那里，,审核通过,9,2015-01-05 17:00:00
3,百度手机卫士已停止运行,添加联系人的时候，出现“很抱歉，“百度手机卫士”已停止运行工作,审核通过,11,2015-01-05 17:01:00
4,在第三步点击右上角“设置”按钮后，界面没有“安全短信”条目。,在第三步点击右上角“设置”按钮后，界面没有“安全短信”条目。无法进行后续功能操作。,审核通过,5,2015-01-05 17:01:00
5,在第三步点击右上角“设置”按钮后，界面没有“安全短信”条目。,在第三步点击右上角“设置”按钮后，界面没有“安全短信”条目。无法进行功能二操作。,审核通过,5,2015-01-05 17:01:00
6,,,审核通过,-1,2015-01-05 17:01:00
7,群发短信时显示百度卫士已停止运行。,群发短信时，点击发送，显示百度卫士已停止运行。,审核通过,19,2015-01-05 17:03:00
8,无法测试，骚扰拦截设置里面没有安全短信选项,打开百度手机卫士首页，点击防骚扰，点击右上角设置，没有安全短信选项，百度手机卫士版本为5.11.0，手机为魅族mx2，android 4.4.4,审核通过,4,2015-01-05 17:03:00
9,无法测试，骚扰拦截设置中没有安全短信选项,打开百度手机卫士首页，点击防骚扰，点击右上角设置，没有安全短信选项，百度手机卫士版本为5.11.0，手机为魅族mx2，android 4.4.4,审核通过,4,2015-01-05 17:03:00
10,,,审核通过,-1,2015-01-05 17:03:00
11,按照要求操作，短信发送失败,按照要求操作，连发了两次，都短信发送失败，已上传截图,审核通过,16,2015-01-05 17:06:00
12,按上述方式多号群发的时候出现百度手机卫士崩溃的现象,按上述方式多号群发的时候出现百度手机卫士崩溃的现象，提示百度手机卫士停止的情况,审核通过,31,2015-01-05 17:07:00
13,,,审核通过,-1,2015-01-05 17:08:00
14,短信发送后，短信页面为空,短信发送后，短信页面为空，无法看出是否成功发出短信,审核通过,3,2015-01-05 17:15:00
15,短信发送后，短信页面为空,短信发送后，短信页面为空，无法看出是否成功发出短信,审核通过,3,2015-01-05 17:15:00
16,百度卫士在发送短信的时候强行关闭,百度卫士在发送短信的时候强行关闭，不知道什么原因，连续关闭两次，后来就没事了,审核通过,13,2015-01-05 17:17:00
17,没有找到安全管理模块,按你们给的步骤进行的，但是没有找到安全管理模块,审核通过,2,2015-01-05 17:21:00
18,手机没有安全管理模块,按你们给的步骤进行的，但是没有找到安全管理模块,审核通过,2,2015-01-05 17:21:00
19,找不到安全短信模块。,按你们的图做的，却是在找不到安全短信模块,审核通过,2,2015-01-05 17:21:00
20,百度手机卫士已停止工作。,按照上面的要求，进行群发短信的操作，但百度手机卫士停止工作,审核通过,11,2015-01-05 17:22:00
21,编辑短信是出现百度卫士停止工作,编辑短信是出现百度卫士停止工作（见截图）,审核通过,11,2015-01-05 17:22:00
22,在收件人输入框中输入多个联系人或者号码，输入内容后点击发送后，会弹出手机卫士已停止的对话框,在收件人输入框中输入多个联系人或者号码，输入内容后点击发送后，会弹出手机卫士已停止的对话框，但过后信息是发送成功的,审核通过,12,2015-01-05 17:42:00
23,发送短信给10086.内容：cxyl。,发送短信给10086.内容：cxyl。很抱歉。百度手机卫士已经停止运行,审核通过,7,2015-01-05 17:42:00
24,发送短信给10086.内容：cxyl。,发送短信给10086.内容：cxyl。很抱歉。百度手机卫士已停止运行,审核通过,7,2015-01-05 17:42:00
25,群发时，选择三个号码，但发送完成后，短信窗口，信息一直显示“正在发送”,群发时，选择三个号码，但发送完成后，短信窗口，信息一直显示“正在发送”,审核通过,26,2015-01-05 17:44:00
26,点击加号发送短信提示百度手机安全卫士已停止,进去短信收件箱，点击加号，输入收件人号码和内容时提示百度手机安全卫士已停止,审核通过,12,2015-01-05 17:48:00
27,在群发的时候，把短信写好后提示百度卫士停止运行。,写好群发短信后，点击发送的时候提示了百度卫士停止运行，再重新发送一遍的时候没出现这个问题，但是忘记截图了。,审核通过,31,2015-01-05 17:54:00
28,显示百度手机卫士已停止运行！,华为荣耀3c畅玩版再点击发送按钮后出现百度手机卫士已停止运行提示！,审核通过,22,2015-01-05 17:54:00
29,华为荣耀3c畅玩版再点击发送按钮后出现百度手机卫士已停止运行提示！,华为荣耀3c畅玩版再点击发送按钮后出现百度手机卫士已停止运行提示！,审核通过,22,2015-01-05 18:01:00
30,多人群发短信，安全卫士就会自动停止,找了两个人群发短信，一发送，百度手机卫士已停止，就退出来了。但是发出去的短信，对方都能收到并回复。,审核通过,31,2015-01-05 18:02:00
31,在收件人输入框中输入多个联系人或者号码，输入内容后点击发送，百度手机卫士停止运行。,在收件人输入框中输入多个联系人或者号码，输入内容后点击发送,审核通过,12,2015-01-05 18:07:00
32,短信无法发送至收件人,填入多个收件人，短信一直在转圈没有办法发给他们,审核通过,33,2015-01-05 18:09:00
33,发给10001短信发不出去,开启服务后在收件人填入运营商后，无法将短信发送出去,审核通过,33,2015-01-05 18:09:00
34,群发的时候，发送不同的运营商会提示发送失败,当填写多个运营商号码是发现发送失败，但是也能查询到一个运营商发送成功的信息,审核通过,20,2015-01-05 18:10:00
35,使用电信卡发送信息失败,先发送电信101到10001信息失败，然后改为发送102到联通卡发送成功。,审核通过,26,2015-01-05 18:10:00
36,群发短信失败，百度卫士崩溃,添加两个联系人，发送群发短信时百度卫士崩溃自动退出，短信发送失败,审核通过,14,2015-01-05 18:10:00
37,没有见到“安全短信”条目，无法群发短信,进入百度手机卫士主页，点击防骚扰，点击设置，没有见到“安全短信”条目，无法群发短信,审核通过,10,2015-01-05 18:10:00
38,没有见到“安全短信”条目，无法开启收件箱服务,进入百度手机卫士主页，点击防骚扰，点击设置，没有见到“安全短信”条目，无法开启收件箱服务,审核通过,10,2015-01-05 18:10:00
39,没有见到“安全短信”条目，无法进入相关界面，具体见截图,进入百度手机卫士主页，点击“防骚扰”，点击右上角“设置”按钮，没有见到“安全短信”条目,审核通过,10,2015-01-05 18:10:00
40,多人发送时，选择发送时程序意外终止,发送给单人的时候没问题，但多人发送时，发送时程序出现意外终止,审核通过,25,2015-01-05 18:21:00
41,使用群发发送短信时出现错误,"拦截设置中点安全短信，再点+，收件人输入10086  13788555872，短信内容输cxyl,点发送出错。",审核通过,32,2015-01-05 18:37:00
42,提示百度手机卫士已停止运行,群发短信时，提示百度手机卫士已停止运行，我经常使用的手机百度也经常这样或闪退，其他的就不会,审核通过,18,2015-01-05 18:39:00
43,群发出现闪退显现，退出到手机主界面,点击加号，在收件人输入框中输入多个联系人，输入内容后点击发送，群发出现闪退显现，退出到手机主界面。,审核通过,32,2015-01-05 18:47:00
44,发送完点击返回的时候出现停止工作,信息发送完后，点击返回按钮，就出现了百度卫士已停止运行的对话框,审核通过,11,2015-01-05 18:51:00
45,群发短信，电机发送，闪退。,群发发给10086，和一个好友。点击发送按钮，程序闪退。无法发送。,审核通过,25,2015-01-05 19:01:00
46,发送给移动10086失败,移动手机，发送cxyl 给10086，显示一直发送中。。。发送失败。,审核通过,24,2015-01-05 19:01:00
47,点开发送出现程序为响应，立即关闭。,输入号码后，点开发送出现程序为响应，立即关闭。,审核通过,13,2015-01-05 19:08:00
48,群发短信的时候点完发送后百度手机卫士出错,群发短信的时候点完发送后百度手机卫士出错，提示已停止，不过短信已发出去，截图已上传。,审核通过,31,2015-01-05 19:11:00
49,bug概述，提示发送失败,在收件人输入框中输入10086，然后在输入内容cxyl ，提示“百度手机卫士”已停止运,审核通过,12,2015-01-05 19:12:00
50,bug概述：提示发送失败,在收件人输入框中输入10086，然后在输入内容cxyl ，提示“百度手机卫士”已停止运行,审核通过,12,2015-01-05 19:12:00
51,群发短信，点击发送后，提示：“百度卫士已停止”，且一直显示发送中,群发短信，点击发送后，提示：“百度卫士已停止”，且一直显示发送中,审核通过,19,2015-01-05 19:15:00
52,群发短信时有错误提示,群发短信时有错误提示，点击发送时，弹出百度卫士已退出，停止运行的提示，实际上并未退出,审核通过,30,2015-01-05 19:25:00
53,给运营商发送免费短信失败,我是中国移动的号码，发送cxyl 给10086 显示发送失败，连续3次都是如此,审核通过,24,2015-01-05 19:25:00
54,,,审核不通过,-1,2015-01-05 19:25:00
55,,,审核不通过,-1,2015-01-05 19:25:00
56,群发短信，点发送时提示百度卫士停止响应,群发短信，点发送时提示百度卫士停止响应，点确定后回到短信发送成功页面,审核通过,30,2015-01-05 19:33:00
57,输入短信时，提示百度卫士停止响应,输入短信时，提示百度卫士停止响应，百度卫士自动退出，见图,审核通过,12,2015-01-05 19:33:00
58,安全短信下截图报错。,在安全短信下书写短信，此时进行屏幕截图，百度手机卫士停止运行。发送信息失败,审核通过,17,2015-01-05 19:37:00
59,无故卡死无响应，或与系统不兼容,进入短信群发状态后一会，在输入号码时突然卡死无响应,审核通过,27,2015-01-05 19:37:00
60,百度手机卫视停止运行,"群发时，在联系人栏添加10010,1001011后，发送102，提示百度手机卫士停止工作！",审核通过,11,2015-01-05 19:42:00
61,在添加联系人时有时候不能添加,测试短信是101发送给10001，在收件人只有10001的时候再添加联系人时只能添加手机里存有的联系人，而添加新的号码却不能确定。但是收件人里面除了10001，再添加一个手机里联系人后，再添加10001（此号码不再手机联系人里），这时候是可以添加的。,审核通过,14,2015-01-05 19:43:00
62,短信详情界面错位，bug？,发完短信，收到短信后，看到的界面，上部分是错位的，不知道是不是本来就这样，感觉怪怪的，不好看啊。,审核通过,15,2015-01-05 19:43:00
