id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,无法获得验证码，点了两次，都没有收到,无法获得验证码，点了两次，都没有收到，请检查验证码的发放是否有问题。不能注册，无法继续测试。,审核不通过,10,2015-12-03 20:32:17
2,无法获得验证码，点了两次，都没有收到,无法获得验证码，点了两次，都没有收到，请检查验证码的发放是否有问题。不能注册，无法继续测试。,审核不通过,10,2015-12-03 20:32:40
3,注册时软件没发送验证码给手机导致无法进入首页,进入app后，填上手机号注册时，软件没有发验证码给手机导致无法进入首页,审核通过,5,2015-12-03 20:55:41
4,短信验证码无法接收到，什么情况啊，不注册无法浏览,短信验证码无法接收到，什么情况啊，不注册无法浏览,审核通过,14,2015-12-03 21:00:05
5,注册时输入手机号，收不到验证码，换、、、、,注册时输入手机号，收不到验证码，换个号还是收不到，网络正常 手机型号 青橙n1y,审核通过,14,2015-12-03 21:02:05
6,注册时不发送验证码，无法完成注册,注册时不发送验证码，无法正常登入软件，无法正常测试。,审核通过,5,2015-12-03 21:05:04
7,注册的时候，无法获取验证码,注册的时候，无法获取验证码，倒计时结束后，点击重新获取，还是收不到验证码,审核通过,7,2015-12-03 21:10:03
8,注册帐号时，系统没有下发验证码,"小米2s电信版 电信号码 wifi网络下
注册账号时，没有接收到验证码。不是手机问题，刚测试别的软件，可以正常接收。",审核通过,14,2015-12-03 21:14:54
9,无法注册哦。。。。。。,注册时，获取验证码，几次 了都没收到。。。。,审核通过,16,2015-12-03 21:20:48
10,注册时不能接受验证码,注册时，点击获取验证码后，不能接受验证码，试了好几次，然后点击忘记密码里面，点击发送验证码，仍然收不到，手机为华为荣耀6，安卓4.4.2系统，wifi稳定网络，可以正常接收短信，因为刚刚做了别的app测试手机注册都成功了,审核通过,14,2015-12-03 21:23:42
11,注册过程无法获取手机验证码,打开软件---点击注册---填写手机号无法获取验证码（换了3个手机号，两个不同的运营商，均无法获取验证码）,审核通过,7,2015-12-03 21:33:26
12,注册时输入手机号，点获取验证码，一分钟后未获取到验证码。点重新获取验证码依然没有获取到。重复三次均未能获取验证码。手机能正常接收短信，注册其他软件时也可正常接收验证码，手机号确认没有输入错误。,"注册时输入手机号，点获取验证码，一分钟后未获取到验证码。点重新获取验证码依然没有获取到。重复三次均未能获取验证码。手机能正常接收短信，注册其他软件时也可正常接收验证码，手机号确认没有输入错误。
手机型号 红米2 操作系统安卓4.4.4",审核通过,7,2015-12-03 21:33:59
13,注册界面输入手机号后，无法获得验证码,荣耀4x电信版。注册页面输入手机号，点击获取验证码。但未收到验证码短信。重复点击获取验证码，仍然无验证码短信,审核通过,10,2015-12-03 21:34:19
14,完全无法获取注册验证码！！！,完全无法获取注册验证码！！！尝试多次都无法获取！！红米note联通3g版，miui7，wifi,审核通过,7,2015-12-03 21:40:34
15,手机注册收不到验证码！,手机测试注册收不到验证码！移动信号满格，测试手机红米，反复重新发送验证码不下十次，依然收不到。,审核通过,14,2015-12-03 21:42:10
16,下载安装成功后，点击注册，填写手机，无法获取验证码，验证失败,下载安装成功后，点击注册，填写手机，无法获取验证码，验证失败,审核通过,16,2015-12-03 21:45:39
17,注册的时候，输入手机号无法获取验证码,注册，无法获取验证码，一共获取了4、5次都不来验证码,审核通过,7,2015-12-03 21:45:49
18,安装茄子医生后，打开无法注册,安装茄子医生后，打开无法注册，崩溃，老是自动停止。（安卓版本5.0.2，乐视手机1）,审核通过,9,2015-12-03 21:47:47
19,进入注册页面，点击获取验证码，应用出现异常无法进行测试,"vivo x5m 5.0.2
进入注册页面，点击获取验证码，应用出现异常无法进行测试",审核通过,16,2015-12-03 21:49:20
20,进入注册页面，点击获取验证码，无法收到短信,进入注册页面，点击获取验证码，无法收到短信,审核通过,16,2015-12-03 21:49:20
21,注册时无法打开服务条款，显示服务器错误。,注册时点击注册服务条款协议时，显示“服务器错误”，404－找不到文件或目录，你要查找的资源可能已被删除，已更改名称或者暂时不可用,审核通过,4,2015-12-03 21:51:25
22,点击立即注册后输入手机号点击立即获取程序就立即停止，重复三次都是这样手机是酷派大神f2,点击立即注册后输入手机号点击立即获取程序就立即停止,审核通过,7,2015-12-03 21:52:03
23,无法接收到手机验证码，无法完成注册,机型 ：联想a789 系统：安卓4.04 无法接收到手机验证码，无法完成注册，一直在出现接收验证码引导画面，分别在移动和wifi下测试,审核通过,14,2015-12-03 21:52:51
24,app无法注册，获取验证码是闪退,app无法注册，获取验证码是闪退，在进入app后点击立即注册后输入手机号后点击获取验证码无法获取验证码，软件闪退。手机：红米note3,审核通过,16,2015-12-03 21:58:14
25,注册时直接出现闪退现象,"手机：小米2s，操作系统：安卓4.1.1，网络环境：wifi
步骤重现：
1、app安装成功
2、打开app，点击马上注册，输入手机号后点获取验证码后直接出现闪退现象",审核通过,17,2015-12-03 21:59:32
26,注册时，有闪退现象；无法登录。,打开app后，用手机注册，输信电话号码后，发现闪退现象，无法注册。,审核通过,17,2015-12-03 22:02:35
27,注册时，输入手机号后点击获取验证码，程序崩溃退出,"打开app,点击注册，输入手机号，点击获取验证码，程序立即退出",审核通过,11,2015-12-03 22:04:57
28,在注册时手机获取验证码出现程序停止运行,在注册时手机获取验证码出现程序停止运行，重启程序注册还是会出现，bug日志以截图上传,审核通过,1,2015-12-03 22:08:34
29,软件在注册过程中自动关闭和停止 该app目前无法使用测试功能！,软件在注册过程中自动关闭和停止 该app目前无法使用测试功能！,审核通过,17,2015-12-03 22:13:40
30,注册时候点获取验证码就闪退并且并不发送验证码,注册时候点获取验证码就闪退并且并不发送验证码  注册时候点获取验证码就闪退并且并不发送验证码,审核通过,16,2015-12-03 22:19:40
31,点击获取码就自动退出,打开注册，输入手机号，点击获取验证码，软件就自动退出,审核通过,11,2015-12-03 22:25:20
32,无法注册，一点击获取验证码程序就自动关闭,无法注册，输入正确的手机号，一点击获取验证码程序就自动关闭，无法完成注册,审核通过,11,2015-12-03 22:25:26
