id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,新建联系人输入地址信息的时候无法选择区域导致联系人无法保存,新建联系人输入地址信息的时候无法选择区域导致联系人无法保存,审核通过,13,2015-12-09 21:41:26
2,注册填写邮箱但是验证码功能还可以用而且点击立即注册也没反应,注册填写邮箱但是验证码功能还可以用而且点击立即注册也没反应第一个输入框没设置检测格式吗没有点击获取验证码验证码框没有填写立即注册点击也没有反应,审核通过,4,2015-12-09 22:10:08
3,点首页banner上的宣传图片三个页面都是空页面,点首页banner上的宣传图片三个页面都是空页面,审核通过,17,2015-12-09 22:22:07
4,看截图在护理组介绍页面用户评论栏目下方点击更多评论然后发现评论总数显示不正确截图中显示评论数1下方列表不止显示1条,看截图在护理组介绍页面用户评论栏目下方点击更多评论然后发现评论总数显示不正确截图中显示评论数1下方列表不止显示1条,审核通过,7,2015-12-09 22:22:07
5,如图输入性BUG当我们输入的手机号为假时应该加上判断输入框中输入输入的手机号位数为11位且号码的前三位为131或133或135139这样才为一个合格的程序,如图输入性BUG当我们输入的手机号为假时应该加上判断输入框中输入输入的手机号位数为11位且号码的前三位为131或133或135139这样才为一个合格的程序,审核通过,14,2015-12-10 04:55:56
6,陪护中心人员信息概要页面的星级符号和评价数护龄有遮挡情况,1安装并打开软件2进入爱陪护服务中心3陪护中心人员信息概要页面的星级符号和评价数护龄有遮挡情况详情请参见截图谢谢手机配置红米2MIUI7超大字号,审核通过,20,2015-12-10 07:38:04
7,程序内容加载缓慢后台有出错信息,进入居家陪护内容加载缓慢经常提示无法连接到服务器请检查网络进入医院陪护搜索无结果程序运行时后台会出现类似debug的出错信息详情见截图,审核通过,19,2015-12-10 09:41:59
8,我使用的是红米1S电信版在进入首页顶部的展示页后APP不能正常显示刷新提示说轮播图ID为空或为零,我使用的是红米1S电信版在进入首页顶部的展示页后APP不能正常显示刷新提示说轮播图ID为空或为零,审核通过,21,2015-12-10 09:49:22
9,打开软件进入主界面选择陪护类型下边的两个图标没有全部显示,打开软件进入主界面选择陪护类型下边的两个图标没有全部显示,审核通过,5,2015-12-10 10:09:46
10,打开软件进入主界面上边的滚动图一直在刷新,打开软件进入主界面上边的滚动图一直在刷新,审核通过,9,2015-12-10 10:09:46
11,长时间不能缓冲出内容,点击医院陪护长时间处在缓冲状态不能缓冲出内容影响使用,审核通过,21,2015-12-10 10:26:07
12,下载安装后无法正常打开APP,下载安装后无法正常打开APP下载安装后无法正常打开APP,审核通过,6,2015-12-10 10:44:34
13,点开首页中的滑动选项没有内容显示,登录APP后点开首页中的滑动选项一直在刷新没有内容显示,审核通过,21,2015-12-10 12:38:53
14,首页点击轮播图片进入快乐生活没有内容下拉刷新显示轮播id为空或为0,首页点击轮播图片进入快乐生活没有内容下拉刷新显示轮播id为空或为0手机红米2系统444,审核通过,17,2015-12-10 13:10:06
15,注册成功登陆后出现内存泄露提示,正常的邮箱注册或是手机注册然后登录及出现memoryleak的提示栏,审核通过,16,2015-12-10 14:08:29
16,输入医院名称时很多医院都没有只有爱陪护服务中心有相关护工如果其他医院没有相关护工建议搜索处直接就是爱陪护服务中心的相关搜索,输入医院名称时很多医院都没有只有爱陪护服务中心有相关护工如果其他医院没有相关护工建议搜索处直接就是爱陪护服务中心的相关搜索,审核通过,19,2015-12-10 15:16:00
17,我的优惠券下拉刷新刷新图标经常会滞留在屏幕上,1打开APP并完成登录未登录的话点我的进入登录界面操作直至完成登录流程2点屏幕右下角我的图标进入栏目页面3点我的优惠券进入我的优惠券页面可以先点领取去领几张下拉页面刷新多试几次尝试不同的下拉速度和释放时机4遇尔可以遇到刷新图标滞留在屏幕上的情况滞留时是没有旋转动画效果的多试几次的话会发现机率还挺高的经测试其它模块和栏目也有相似的情况发生提供滞留刷新图标的截图两张别说是我网速问题否则T你屁股手机环境小米2S联通非定制机MI,审核通过,18,2015-12-10 15:32:37
18,进入首页字体被遮住看不清具体些了什么,下载安装APP进入首页选择陪护类型下两个类型字体被遮住看不清具体些了什么,审核通过,20,2015-12-10 16:00:52
19,注册成功后不会自动登录还需要手动输入信息进行登录,注册成功后不会自动登录还需要手动输入信息进行登录,审核通过,16,2015-12-10 17:45:17
20,进入服务预约页面单位金额和订单金额不符合,进入服务预约页面单位金额和订单金额不符合,审核通过,11,2015-12-10 17:45:17
21,点击叫大神的护理员介绍半天的价格比全天的价格更高,点击叫大神的护理员介绍半天的价格比全天的价格更高,审核通过,3,2015-12-10 17:45:17
22,点击首页居家陪护康复点击一个康复服务点击服务预约进入服务评估页面无法查看该套餐详情,点击首页居家陪护康复点击一个康复服务点击服务预约进入服务评估页面无法查看该套餐详情,审核通过,10,2015-12-10 17:45:17
23,使用过程中多次显示无响应,使用过程中毫无征兆卡主再点击显示无响应多个页面都有这样的情况,审核通过,21,2015-12-10 19:37:55
24,服务城市只有合肥广州鹤岗黄岗四个城市,城市切换发现只有四个可以服务的城市陪护类型也不是很智能例如我选医院陪护一对一护理搜索合肥也不跳出来可选相关医院,审核通过,19,2015-12-10 19:50:47
25,服务评论空白少的占用整页面空间,爱陪护的服务项目服务详情的评论可以引导需要增加对项目的好感可是服务详情里评论不是一片空白就是少点可怜只有一两条评论并且评论发自内心的几乎没有尽是些以英文字母充数的评论评论占用整个页面的空间比例大美感全部消失,审核通过,7,2015-12-10 23:10:11
26,无法注册输入邮箱发送验证码提示出错,无法注册输入邮箱发送验证码提示出错,审核通过,4,2015-12-10 23:16:28
27,注册成功后无法自动登录需要重新输入账号信息,注册成功后无法自动登录需要重新输入账号信息,审核通过,16,2015-12-10 23:26:38
28,点击我的我的优惠券获取优惠券成功后回到我的优惠券页面无法时时更新数据,点击我的我的优惠券获取优惠券成功后回到我的优惠券页面无法时时更新数据,审核通过,15,2015-12-10 23:26:38
29,进入我的我的优惠券页面金额和券号文字部分重叠影响体验,小米4进入我的我的优惠券页面金额和券号文字部分重叠影响体验,审核通过,18,2015-12-10 23:26:38
30,进入我的我的优惠券页面点击添加当优惠券广场没有数据时没有任何提示,进入我的我的优惠券页面点击添加当优惠券广场没有数据时没有任何提示,审核通过,15,2015-12-10 23:26:39
31,首页医院陪护点击一次无反应再连续点击多次会崩,首页医院陪护点击一次无反应再连续点击多次会崩,审核通过,19,2015-12-11 01:19:58
32,软件下载速度特别地慢,软件下载速度很慢用了四个小时才下好打开速度还可以,审核通过,6,2015-12-11 08:46:33
33,服务预约界面下单选择预先支付或者服务后支付支付订单金额都是0,服务预约界面下单选择预先支付或者服务后支付支付订单金额都是0同时下单界面不填写联系人信息点击下单没有反应同时不提示原因,审核通过,11,2015-12-11 12:56:41
34,注册成功后其实已经自动登录了但是还回到登录页面误认为还需要登录,注册成功后其实已经自动登录了但是还回到登录页面误认为还需要登录,审核通过,16,2015-12-11 14:28:49
35,进入我的优惠券页面下拉加载后随即出现无法加载一直卡在加载页面,进入我的优惠券页面下拉加载后随即出现无法加载一直卡在加载页面,审核通过,18,2015-12-11 14:28:49
36,进入我的优惠券页面添加成功后回到我的优惠券页面无法显示刚添加的优惠券需要手动下拉刷新,进入我的优惠券页面添加成功后回到我的优惠券页面无法显示刚添加的优惠券需要手动下拉刷新,审核通过,15,2015-12-11 14:28:49
37,进入我的优惠券页面添加成功后在该页面无法直接查看添加的信息需退出后再进入才能看到,进入我的优惠券页面添加成功后在该页面无法直接查看添加的信息需退出后再进入才能看到,审核通过,15,2015-12-11 15:09:15
38,点击注册完成注册后还回到登录页面不会自动登录,点击注册完成注册后还回到登录页面不会自动登录,审核通过,16,2015-12-11 15:09:15
39,点击我的个人资料进入完善个人资料页面可以随意更改,点击我的个人资料进入完善个人资料页面可以随意更改,审核通过,8,2015-12-11 15:09:15
40,点击康复进入服务评估页面没有入口查看具体的套餐内容,点击康复进入服务评估页面没有入口查看具体的套餐内容,审核通过,10,2015-12-11 15:09:15
41,进入完善个人资料页面点击输入框后随机出现无响应,进入完善个人资料页面点击输入框后随机出现无响应,审核通过,8,2015-12-11 15:09:15
42,首页节目最上一栏是滚动图片栏共有三个轮播图片随便点击进去任意一张图片均显示空白无任何图片或者文字性内容,首页节目最上一栏是滚动图片栏共有三个轮播图片随便点击进去任意一张图片均显示空白无任何图片或者文字性内容在WiFi环境以及手机3G网络下均无法查询图片,审核通过,17,2015-12-11 20:08:51
43,登录页面用户名提示只能输入手机号与邮箱但却输入中文应限制输入,1打开软件2点击我的进入登录页面3在用户名页面输入中文文字可以输入应设置输入中文,审核通过,12,2015-12-11 21:00:45
44,未登录时点击我的直接进入登录页面应进入个人中心点击登录才会进入登录页面,1打开软件2点击我的页面跳入我的页面后闪跳到登录页面应进入个人中心后点击登录才会进入到登录页面设计需改善,审核通过,16,2015-12-11 21:00:45
