id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击浏览想看一下之前录制的视频结果闪退,点击浏览想看一下之前录制的视频结果闪退,审核通过,19,2015-12-14 21:07:13
2,打开APP多次出现停止运行无法正常使用,打开APP多次出现停止运行无法正常使用酷派9150安卓44,审核通过,6,2015-12-14 21:39:28
3,软件停止运行停止运行停止运行,打开app软件停止运行停止运行停止运行停止运行停止运行停止运行,审核通过,6,2015-12-14 21:43:41
4,小米2S软件奔溃无法运行,小米2S安卓444软件奔溃无法运行,审核通过,18,2015-12-14 21:47:59
5,软件可以打开一点击录制软件就强制停止,打开软件点击录制就卡死然后出现不好播已停止,审核通过,6,2015-12-14 21:50:49
6,安装过程正常启动后闪退,安装过程正常启动后闪退安装过程正常启动后闪退,审核通过,11,2015-12-14 21:52:43
7,1280x720录像的时候无法停止,1280x720录像的时候无法停止点击手机的返回键出现不响应的现象如图,审核通过,15,2015-12-14 22:02:47
8,在进行19201080和1280720录制时闪退,在进行19201080和1280720录制时闪退无法进行录制手机荣耀3c网络wifi,审核通过,10,2015-12-14 22:05:12
9,程序无法播放以前的录像,可以录像录完像之后点击播放程序停止运行,审核通过,14,2015-12-14 22:08:36
10,当选封装时APP停止运行,当选封装时APP停止运行华为P6安卓44,审核通过,13,2015-12-14 22:10:47
11,首页浏览上方就是一个黑屏图片图片下方功能项点了也没反应,首页浏览上方就是一个黑屏图片图片下方功能项点了也没反应,审核通过,4,2015-12-14 22:14:30
12,安装APP和测试软件名不同并且不能正常打开,下载的是硬件编码测试实际安装的是孬播在红米NOTO2上根本无法打开用的系统为安卓444,审核通过,2,2015-12-14 22:14:56
13,录制19201080像素点的视频时出现卡死现象,录制19201080像素点的视频时出现卡死现象点击屏幕上任何按钮都无反应后来出现如图所示程序无法响应的报错小米手机3,审核通过,12,2015-12-14 22:20:25
14,浏览播放的时候软件出现故障自动退出,浏览播放的时候软件出现故障自动退出无法正常播放请检查是否有问题,审核通过,1,2015-12-14 22:33:56
15,能正常安装安装后点开手机自动横屏有一个黑色界面带有录像浏览分辨率按钮然后接着闪退手机恢复竖屏此过程非常迅速操作多次仍然如此由于非常迅速多次截图只截图到一张正在闪退的供参考,能正常安装安装后点开手机自动横屏有一个黑色界面带有录像浏览分辨率按钮然后接着闪退手机恢复竖屏此过程非常迅速操作多次仍然如此由于非常迅速多次截图只截图到一张正在闪退的供参考手机红米2系统安卓444,审核通过,10,2015-12-14 22:41:54
16,打开软件点击浏览点击所录的视频软件提示已停止运行,打开软件点击浏览点击所录的视频软件提示已停止运行,审核通过,6,2015-12-14 22:48:51
17,一打开软件后自动识别进入摄像但是录像后无法预览显示黑屏,一打开软件后自动识别进入摄像但是录像后无法预览显示黑屏,审核通过,18,2015-12-14 22:49:23
18,点击菜单键设置闪退,点击菜单键设置闪退手机红米note系统安卓网络WiFi点击菜单键点击设置之后软件自动闪退,审核通过,13,2015-12-14 22:54:48
19,闪退完全无法打开APP,闪退并且闪退后将微任务弹回未领取任务界面红米NOTEMIUI7,审核通过,9,2015-12-14 22:55:24
20,软件不能正常登录出现闪退,下载完软件之后点击打开页面直接闪退,审核通过,9,2015-12-14 22:56:03
21,点击屏幕切换摄像头时程序停止运行,点击屏幕切换摄像头时程序停止运行bug日志已上传,审核通过,12,2015-12-14 22:59:12
22,押下录制程序崩溃退出,1打开APP2点击录像按钮默认在存储卡test2bibo目录下生成h264码流文件3实体键选项或者双击屏幕弹出菜单键4点击设置依次勾选封装媒体编码音频5点击录像程序崩溃不选择编码音频不会崩溃,审核通过,13,2015-12-14 23:07:51
23,使用X264编码和封装媒体时点击录像程序停止运行,手机型号小米4移动版安卓44不使用X264编码和封装媒体时可点击录像按钮正常录制如果使用x264编码和封装媒体后程序停止运行,审核通过,3,2015-12-14 23:15:37
24,使用X264编码和封装媒体时点击录像程序停止运行,手机型号小米4移动版安卓44不使用X264编码和封装媒体时可点击录像按钮正常录制如果使用x264编码和封装媒体后程序停止运行,审核通过,3,2015-12-14 23:15:46
25,在百度微任务里打开待测试app后马上点击录像按钮会直接闪退弹出孬播出现问题的提示框,在百度微任务里打开待测试app后马上点击录像按钮会直接闪退弹出孬播出现问题的提示框摄像头工作正常没有点击录像按钮的时候屏幕上能正常显示摄像头拍到的内容点击其他按钮能正常弹出选项并操作测试机型三星i739运行百度云osv6正式版,审核通过,15,2015-12-14 23:17:28
26,录制完成以后点击浏览直接崩溃停止了,录制完成以后点击浏览直接崩溃停止了,审核通过,19,2015-12-14 23:22:41
27,设置完毕后点击录像软件跳出,打开软件后先点击录像可以正常录像按照上边的设置封装媒体后点击录像软件跳出我是康佳976手机系统是小米系统,审核通过,17,2015-12-14 23:27:52
28,无法正常播放录制的录像,进入软件后点击浏览选择之前录制的录像软件跳出,审核通过,1,2015-12-14 23:27:52
29,进入界面后提示停止运行,进入界面后提示停止运行点击确定之后并没有退出再等了一会儿又弹出停止运行然后软件退出,审核通过,18,2015-12-14 23:52:08
30,根本进不去APP这是什么问题,根本进不去APP点击打开就出现很抱歉孬播已停止运行我的手机是华为4C,审核通过,7,2015-12-15 00:07:40
31,按要求进行设置后发现点录像就闪退,按以下步骤操作会闪退反复操作多次都闪退3实体键选项或者双击屏幕弹出菜单键4点击设置依次勾选封装媒体编码音频5点击录像,审核通过,13,2015-12-15 00:55:32
32,下载安装后无法打开下载安装后无法打开下载安装后无法打开,下载安装后无法打开下载安装后无法打开下载安装后无法打开,审核通过,2,2015-12-15 07:25:46
33,软件安装成功后开始界面无法打开,软件安装成功后开始界面无法打开提示孬播已停止运行,审核通过,11,2015-12-15 07:30:12
34,软件安装后无法打开显示停止,软件安装后无法打开显示停止测试机型三星i9300测试系统andriod412,审核通过,11,2015-12-15 08:20:25
