id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开app后点击下方个人中心，然后点击我的钱包，然后在绑定建设银行卡页面，银行卡输入数字“1”也能保存成功。,打开app后点击下方个人中心，然后点击我的钱包，然后在绑定建设银行卡页面，银行卡输入数字“1”也能保存成功。,审核不通过,10,2016-07-19 23:08:06
2,打开app后点击下方个人中心，然后点击“更改店铺信息”，跳转页面店铺电话一栏中输入数字“1”也能保存成功,打开app后点击下方个人中心，然后点击“更改店铺信息”，跳转页面店铺电话一栏中输入数字“1”也能保存成功,审核不通过,10,2016-07-19 23:10:06
3,金牌店铺：图文详情页面所示的内容只有图片，无详细文字介绍,点击上传产品，在金牌店铺页面点击图文详情，图文详情页面所示的内容只有图片，无详细文字介绍。,审核不通过,14,2016-07-19 23:11:46
4,关注一个商品后关注按钮应该变为已关注,"1.打开客户端，登录成功；
2.在首页向下滑动，点击任意商品；
3.进入到商品详情界面，点击关注按钮，提示关注成功，建议同时关注按钮应该变为已关注",审核不通过,5,2016-07-19 23:12:38
5,打开软件-首页-微拍卖-专场推荐-进入某一拍卖详情页未显示任务内容，只有正在拍卖：拍卖结束几个字,打开软件-首页-微拍卖-专场推荐-进入某一拍卖详情页未显示任务内容，只有正在拍卖：拍卖结束几个字,审核不通过,4,2016-07-19 23:15:47
6,本机是vivox6，处于wifi条件下使用此app 本机是vivox6，处于wifi条件下使用此app 本机是vivox6，处于wifi条件下使用此app,本机是vivox6，处于wifi条件下使用此app 本机是vivox6，处于wifi条件下使用此app 本机是vivox6，处于wifi条件下使用此app,审核不通过,15,2016-07-19 23:20:16
7,用微信登陆不了-个人中心-微信登录提示ing在微信客户端打开此链接，然后报错登陆不了。,用微信登陆不了-个人中心-微信登录提示ing在微信客户端打开此链接，然后报错登陆不了。,审核不通过,1,2016-07-19 23:22:28
8,选择手机内的图片作为头像时，软件直接退出,"1、打开软件，注册登录
2、进入个人中心，点击头像，修改头像，选择“文档”，选择以前拍摄的照片，软件直接退出",审核不通过,16,2016-07-19 23:24:50
9,个人头像界面中选定录音或文档后保存成功后都无法显示和查看。,1打开软件，点击个人中心；2点击用户头像进入；3点击“+”图标按键；4选定录音或文档后保存成功后都无法显示和查看。,审核不通过,16,2016-07-19 23:25:48
10,打开app后点击下方个人中心，然后点击收货地址，然后在添加新地址的页面中手机号码一栏中输入“12345678900”也能保存地址成功。,打开app后点击下方个人中心，然后点击收货地址，然后在添加新地址的页面中手机号码一栏中输入“12345678900”也能保存地址成功。,审核通过,9,2016-07-21 10:00:03
11,打开app后点击下方个人中心，然后点击收货地址，然后添加新地址的页面中在海南省相关信息中不能找到我国刚刚成立的三沙市。,打开app后点击下方个人中心，然后点击收货地址，然后添加新地址的页面中在海南省相关信息中不能找到我国刚刚成立的三沙市。,审核通过,9,2016-07-21 10:00:03
12,打开app后点击下方个人中心，然后点击我的消息，点击后会闪现一串编程字符后才会正常显示我的消息界面。,打开app后点击下方个人中心，然后点击我的消息，点击后会闪现一串编程字符后才会正常显示我的消息界面。,审核通过,17,2016-07-21 10:00:03
