id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击微博分享后显示保存并上传，然后显示分享失败。,点击微博分享后显示保存并上传，然后一直显示 正在加载，有5分钟左右显示分享失败。50m电信宽带，应该和网速无关。如果是这样，用了一下肯定就不会用了。伤不起。,审核不通过,13,2016-02-17 17:30:47
2,无法上传照片，无法分享照片。,无法上传照片，无法分享照片。传了n次都是分享失败。无法找到刚拍的那几张照片，不能进行其他测试。,审核不通过,13,2016-02-17 17:31:11
3,图片仍然无法正常分享,图片仍然无法正常分享，分享失败。图片也不能正常保存。无法进行下一步测试,审核不通过,13,2016-02-17 17:31:26
4,拍照成像花屏。………………,点击“春节晒幸福”拍照，照片不能显示，且花屏。,审核通过,7,2016-02-17 17:31:58
5,疑似出现错误初始界面,经过第一步测试app已登录，为了测试未登录状态，我从右下角用户界面中退出登录，然后根据以上步骤进行测试，app提示输入微博账号密码，输入完成后点击登录，出现打开app的初始界面，但是右下角没有“跳过步骤”的提示，按手机返回键后退回到相机界面,审核不通过,10,2016-02-17 17:32:35
6,在登录状态下看不到“春节必测”,在登录状态下看不到“春节必测”，从微任务里打开app后，点击相机按钮，没有出现“春节必测”，只是显示相机界面,审核不通过,0,2016-02-17 17:33:49
7,在登录状态下看不到“春节必测”,在登录状态下看不到“春节必测”，从微任务中打开app，登录状态正常，但打开小猴子相机，看不到“春节必测”,审核不通过,0,2016-02-17 17:35:32
8,在登录状态下看不到“春节必测”,在登录状态下看不到“春节必测”，从微任务中打开app，登录状态正常，但打开小猴子相机，看不到“春节必测”,审核不通过,0,2016-02-17 17:35:58
9,在登录状态下看不到“春节必测”,在登录状态下看不到“春节必测”，从微任务中打开app，登录状态正常，但是点击小猴子相机，看不到“春节必测”按钮,审核不通过,0,2016-02-17 17:36:07
10,首先，新春活动页不在首页，而在“相机”栏目。其次，在首页部分图片框里面是空的，点击后会显示“数据异常”。,手机为tcl p620m ，打开软件后进入首页，部分图片框里面是空的，点击后会显示“数据异常”。,审核不通过,15,2016-02-17 17:36:39
11,使用一段时间后，退出app，重新打开，在首页浏览图片，下拉刷新，忽然提示：数据异常。,使用一段时间后，退出app，重新打开，在首页浏览图片，下拉刷新，忽然提示：数据异常。,审核不通过,15,2016-02-17 18:26:27
12,使用一段时间后，退出app，重新打开，在首页点击小猴子相机，提示“打开相机失败，请检查系统权限设置”，但是之前还用的好好的。看权限管理软件中百度图片的相机权限是允许的。,使用一段时间后，退出app，重新打开，在首页点击小猴子相机，提示“打开相机失败，请检查系统权限设置”，但是之前还用的好好的。看权限管理软件中百度图片的相机权限是允许的。,审核通过,14,2016-02-17 18:28:00
13,登陆百度账号后，在首页点击正常相机，选择“春节必测”“提示“打开相机失败，请检查系统权限设置”，但是之前还用的好好的。看权限管理软件中百度图片的相机权限是允许的。,登陆百度账号后，在首页点击正常相机，选择“春节必测”“提示“打开相机失败，请检查系统权限设置”，但是之前还用的好好的。看权限管理软件中百度图片的相机权限是允许的。,审核不通过,14,2016-02-17 18:30:01
14,看脸索红包拍照后照片倒立,"1、未登录时，点击首页底部“小猴子”相机，新春活动拍照页面
2、选择“看脸索红包”，拍照",审核不通过,8,2016-02-17 18:32:45
15,自拍测运势拍照后照片倒立,"1、未登录时，点击首页底部“小猴子”相机，新春活动拍照页面
2、选择“自拍测运势”，拍照",审核不通过,8,2016-02-17 18:33:06
16,春节晒幸福前置摄像头拍照后照片倒立,"1、未登录时，点击首页底部“小猴子”相机，新春活动拍照页面
2、选择“春节晒幸福”，拍照",审核不通过,7,2016-02-17 18:33:16
17,未登录时，不显示首页新春活动弹窗，且有三张图片是色块，不是正常图片。,未登录时，不显示首页新春活动弹窗，且有三张图片是色块，不是正常图片。,审核不通过,15,2016-02-17 18:34:04
18,通知栏中百度图片发了一个通知是乱码。,通知栏中百度图片发了一个通知是乱码“？？？ ？？？？？？？？？？豸？？1/4”。,审核通过,14,2016-02-17 18:34:36
19,找不到首页新春活动弹窗,多次打开app，找不到首页新春活动弹窗，也就不能下一步的测试了。,审核不通过,11,2016-02-17 18:34:57
20,分享功能老是显示分享失败，要按四五次才勉强连上,拍完照分享到微信好友时，一直显示保存并上传，四次里面有三次分享失败，偶尔嫩分享成功,审核不通过,13,2016-02-17 18:35:19
21,首页没有出现新春活动弹窗,首页没有出现新春活动弹窗。测试手机红米手机,审核不通过,11,2016-02-17 18:35:21
22,首页底部未出现小猴子相机。,首页底部未出现小猴子相机。测试手机，红米手机,审核不通过,5,2016-02-17 18:36:03
23,首页没有出现新春活动弹窗,首页没有出现新春活动弹窗。测试手机红米手机,审核不通过,11,2016-02-17 18:36:22
24,首页底部未出现小猴子相机。,首页底部未出现小猴子相机。测试手机，红米手机,审核不通过,5,2016-02-17 18:36:37
25,首页部分图片打不开，提示错误。,首页部分图片打不开，点击后提示错误。数据错误。,审核不通过,15,2016-02-17 18:36:59
26,索红包通过社交平台分分享第三方利用技术对我们百度图片加以影响。应有心理的准备。,索红包通过社交平台分享好友查看得支付红包其实跟微信昨天上线测试朋友圈有点类似，红包好友支付，第三方社交平台分享在未来会不会利用技术对我们百度图片加以影响。应有心理的准备。,审核不通过,13,2016-02-17 18:37:30
27,未登录状态无法找出新春红包活动,机型：小米2s   软件正常下载安装后，无登陆寻找新春后动红红包发现无法查找活动详情，后登陆测试出现红包活动，在退出后也是无法发现红包信息,审核不通过,11,2016-02-17 18:38:01
28,网络状态理比较好的情况下动态区无法加载图片,机型小米2s  发现该软件多次出现数据异常无法加载的情况。多次测试网络也比较好但是会出现数据有错误的情况,审核不通过,15,2016-02-17 18:38:34
29,执行完上一个测试case之后，退出登录再进入app时，网络连接不上,"1.点击设置，退出登录
2.重新进入app
3.跳过首页登录
4.页面“加载失败，戳戳屏幕重新加载~”
5.点击屏幕，仍旧显示加载失败（此时手机wifi网络质量良好，可正常上网）",审核不通过,9,2016-02-17 18:38:54
