id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,我的法律里面的法律，长按之后弹出“是否删除”的确认按钮，但是手松开准备点击“确认”时，却跳到详情页面，无法删除。,我的法律里面的法律，长按之后弹出“是否删除”的确认按钮，但是手松开准备点击“确认”时，却跳到详情页面，无法删除。,审核通过,17,2015-11-27 20:02:02
2,长按某个法律列表后弹出选择加入我的后，对话框一闪而过无法按确定,"长按某个法律列表后弹出选择加入我的后，对话框一闪而过无法按确定 
机型：华为p6 安卓4.4",审核通过,9,2015-11-27 20:49:15
3,我使用的是红米1s电信版，按照测试要求长按法律后出现个是否添加该法律的对话框，但是当把手松开准备点击添加时，对话框同步消失,我使用的是红米1s电信版，按照测试要求长按法律后出现个是否添加该法律的对话框，但是当把手松开准备点击添加时，对话框同步消失,审核通过,9,2015-11-27 20:49:58
4,删减法律相应部分时太快闪退，无法操作,"在点击相应法律添加到“我的法律”里，出现太快的闪退，无法操作
添加不上，然而就不能删减，无法操作",审核通过,7,2015-11-27 21:01:06
5,法律易查app里的内容进行无法添减,"下载打开app，点击各个界面都正常流畅。
但是在点击相应法律添减到“我的法律”里，出现太快的闪退，无法操作",审核通过,10,2015-11-27 21:01:06
6,无法添加法律到我的法律,无法添加法律到我的法律，我的法律中没有能删除的东西！,审核通过,5,2015-11-27 21:43:15
7,长按法律模块没有任何的提示,"长按法律模块没有任何的提示，不能添加到我的法律，
手机i9300   miui7系统  安卓4.4",审核通过,15,2015-11-27 21:43:15
8,在法律模块中长按某个法律，无法添加该法律到我的法律,在法律模块中长按某个法律，无法添加该法律到我的法律,审核通过,4,2015-11-27 21:43:16
9,"软件使用后,无法退出","打开软件使用后,点击退出按钮,软件无法正常退出",审核不通过,14,2015-11-27 21:43:16
10,长按我的标签中的 法律  跳出删除的框框 但是马上又跳转到具体的法律条文页面,长按我的标签中的 法律  跳出删除的框框 但是马上又跳转到具体的法律条文页面,审核通过,18,2015-11-27 21:59:04
11,一次性添加多个法律，然后进入“我的”，长按中间的某个法律，确认删除，明明只是选择删除一个，但是有时会一次性删除多条,一次性添加多个法律，然后进入“我的”，长按中间的某个法律，确认删除，明明只是选择删除一个，但是有时会一次性删除多条,审核通过,17,2015-11-27 22:02:22
12,在我的法律中最后一条法律下方有一行空白，长按该行没有反应,打开app，向我的法律中添加法律，在我的法律中最后一条法律下方总有有一行空白，长按该行没有反应,审核通过,12,2015-11-27 22:08:27
13,不能够按照测试步骤正常的在我的法律中删除法律,在我的法律中，长按其中一条法律准备删除，页面提醒是否删除，放开手准备去点击删除的时候却直接跳转到内容，其后，在我的法律中还是能够找到此条法律，说明没有删除。手机是华为荣耀6plus,审核通过,17,2015-11-27 22:18:18
14,在法律模块中长按某个法律，确实提醒是否加入到我的法律，但是手一旦放开，直接跳转到那条法律里面，按不了确认或者取消,在法律模块中长按某个法律，点击其中一个法律，出现提醒是否加入到我的法律，接着，手放开准备去按确定键，可是页面直接跳转到那条法律的章程等，我用的手机是华为荣耀6plus,审核通过,0,2015-11-27 22:18:18
15,无法添加法律到我的法律。因此无法进行下一步操作。,无法将法律添加到我的法律中。因此无法进行下一项操作。手机型号。魅族四。系统。安卓5.0。,审核通过,7,2015-11-27 22:18:23
16,打开法律详文后，返回时跳级。,"手机：坚果   wifi
第一步：打开法律详文。
第二步：手机返回按钮。
bug： 直接返回到了打开app的页面，跳过了中间目录页。",审核通过,10,2015-11-27 22:43:30
17,长按条目后，跳出添加对话框后自动打开内容并关闭添加对话框，导致无法添加。一定几率复现。,"手机：坚果   wifi 
第一步：长按法律条文。
第二步：弹出添加对话框。
bug：添加对话框自动关闭，直接打开法律详情，导致无法添加。",审核通过,9,2015-11-27 22:43:30
18,“我的法律”列表中，最后一个法律无法弹出删除菜单,首先添加多部法律，返回主菜单。紧接着点击左下角“我的”图标进入“我的法律”列表，在有多部法律列表的情况下，长按最后一部法律，无法弹出删除菜单。返回主页后再次进入，发现列表中第一部法律已经被删除。（若想再次复现此现象，只有重新<再次添加>法律后<马上>而且是<首次>进入“我的”列表时才会复现！）,审核通过,17,2015-11-27 22:45:41
19,点击退出后，弹出退出提示，但确定后，实际没有退出页面，而是停留在主页,点击退出后，弹出退出提示，但确定后，实际没有退出页面，而是停留在主页,审核通过,14,2015-11-27 22:54:53
20,搜索栏中输入随意内容如alfo，点击搜索，在弹出未找到提示语时，背景的法律条文不见了，背景是白页面,搜索栏中输入随意内容如alfo，点击搜索，在弹出未找到提示语时，背景的法律条文不见了，背景是白页面,审核通过,16,2015-11-27 22:54:53
21,顶部图片太小，没有适配屏幕。且在页面显示的过程中，顶部图片会在列表内容显示全后再出现，并过一会儿后自己消失。,顶部图片太小，没有适配屏幕。且在页面显示的过程中，顶部图片会在列表内容显示全后再出现，并过一会儿后自己消失。,审核通过,18,2015-11-27 22:54:53
22,各页面底部如搜索结果页、我的等页面底部总是多空出一条内容的下划线。各页面段落后总是多个口。,各页面底部如搜索结果页、我的等页面底部总是多空出一条内容的下划线。各页面段落后总是多个口。,审核通过,16,2015-11-27 22:54:53
23,添加法律到【我的】，在顶部图片出现后或其他情况，长按法律弹不出删除提示,添加法律到【我的】，在顶部图片出现后或其他情况，长按法律弹不出删除提示,审核通过,18,2015-11-27 22:54:53
