id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,图片显示明显延迟卡顿,"1.打开软件，进入主界面；
2.图片不显示，文字显示。",审核不通过,12,2016-07-07 08:10:23
2,首次进入软件，点击首页最下端“清单”按钮后，下端标签图片显示不完整。,打开软件点击下端“清单”按钮后，下端标签图片显示不完整。点其他按钮后，图片复原再次点击“清单”按钮后，下端标签图片显示又不完整。如果在清单添加过商品，此bug就不会出现。,审核不通过,12,2016-07-07 08:10:36
3,积分明细无法查看                            。,积分明细无法查看                            。,审核不通过,6,2016-07-07 08:11:50
4,登录软件进入个人中心设置里面更换头像后显示成功，返回个人中心上方头像未马上更新。,登录软件进入个人中心设置里面更换头像后显示成功，返回个人中心上方头像未马上更新。,审核不通过,11,2016-07-07 08:13:47
5,登录软件进入社区栏目选择选择帖子管理或者评论管理都弹出一白屏提示没有了,登录软件进入社区栏目选择选择帖子管理或者评论管理都弹出一白屏提示没有了,审核不通过,4,2016-07-07 08:15:51
6,登录软件进入签到栏点签到后积分无变化，需要退出再进来才刷新积分数据，而不是实时更新,登录软件进入签到栏点签到后积分无变化，需要退出再进来才刷新积分数据，而不是实时更新,审核不通过,3,2016-07-07 08:16:03
7,登录软件进入任意商品弹出英文报错框，关闭后可以继续操作。,登录软件进入任意商品弹出英文报错框，关闭后可以继续操作。,审核不通过,5,2016-07-07 08:17:38
8,商品内容详细页面文字很小,点击：夺宝，点击：分类栏目，点击：其他商品，点击第一张图片，点击：图文详细，在商品内容详细页面文字很小。,审核不通过,12,2016-07-07 08:23:06
9,打开app后点击最下方的我的，然后点击分享赚钱，再点击下方的朋友圈、空间、更多，随后弹出页面内容均是一样。,打开app后点击最下方的我的，然后点击分享赚钱，再点击下方的朋友圈、空间、更多，随后弹出页面内容均是一样。,审核不通过,2,2016-07-07 08:27:12
10,发现菜单下面有一大块空白,"测试机器：华为荣耀v8
1、打开软件
2、点击发现菜单有一大块是空白的",审核不通过,3,2016-07-07 08:33:25
11,用安卓虚拟机安装是提示解析错误,"测试机器：安卓虚拟机
下载安装包 点击安装时提示解析错误",审核不通过,11,2016-07-07 08:33:53
12,“已揭晓”的按钮布局高低不一以及新品推荐中的标题文字显示偏移,"1.打开app，检查首页中间的3个“已揭晓”按钮
2.发现布局高低不一，比如截图中第一个按钮要高于另两个按钮
3.新品推荐中标题文字偏移，比如第三个“进口大”，其实该商品是进口大众，但显示3个字且非常靠左",审核不通过,12,2016-07-07 08:37:40
13,搜索商品中的搜索记录必须要刷新页面才可以看到最新的关键词,"1.打开app，点击左上角的搜索按钮
2.输入比如“宝马”，“法拉利”，“零食”等关键词分别进入搜索结果页面
3.发现没有需要的结果，点击左上角返回到搜索商品页面。但此时搜索过的关键词并不出现在搜索记录中，若用户想重新搜索某个关键词，无法从搜索历史中找到原先的关键词。除非返回首页重新进入搜索页面。",审核不通过,6,2016-07-07 08:40:00
14,手机注册账号时，填写错误的验证码，提示为“468验证错误”，建议改为“验证码错误”,手机注册账号时，填写错误的验证码，提示为“468验证错误”，建议改为“验证码错误”,审核不通过,10,2016-07-07 08:43:27
15,手机注册账号，填写手机号码，可以填写大于11位数的数字,手机注册账号，填写手机号码，可以填写大于11位数的数字,审核不通过,10,2016-07-07 08:43:35
16,手机账号注册时，输入错误格式的手机号码，提示为“603 短信发送失败”，建议改为“手机格式有误”,手机账号注册时，输入错误格式的手机号码，提示为“603 短信发送失败”，建议改为“手机格式有误”,审核不通过,10,2016-07-07 08:43:44
17,使用qq登陆之后，进行“绑定手机”操作，可以填写大于11位数的数字作手机号码,使用qq登陆之后，进行“绑定手机”操作，可以填写大于11位数的数字作手机号码,审核不通过,10,2016-07-07 08:44:17
18,"1.点击“圈子社区”
2.点击右上角的加号
3.点击“请选择分类""，显示为空白页","1.点击“圈子社区”
2.点击右上角的加号
3.点击“请选择分类""，显示为空白页",审核不通过,7,2016-07-07 08:44:39
19,手机注册界面中点击”隐私协议“后进入，发现界面上方的”关闭“按键部分遮挡住。,打开软件，点击我的，点击登录会员，点击手机注册，点击”隐私协议“，手机注册界面中点击”隐私协议“后进入，发现界面上方的”关闭“按键部分遮挡住。,审核不通过,0,2016-07-07 08:44:52
20,邀请管理界面中点击分享到下方的朋友圈和空间后又出现许多第三方平台图标，而不是直接进入平台分享，和点击更多图标效果一样。,打开软件，点击分享赚钱，邀请管理界面中点击分享到下方的朋友圈后又出现许多第三方平台图标，而不是直接进入平台分享，和点击更多图标效果一样。,审核不通过,2,2016-07-07 08:46:45
21,注册界面，手机号输入框可输入非数字字符，且无验证码发送失败提示,注册界面，手机号输入框可输入非数字字符，且无验证码发送失败提示，仅提示错误603,审核不通过,10,2016-07-07 08:48:47
22,进入软件登录帐号，点我的，点分享赚钱，点分享到朋友圈、空间、更多，跳出更多应用。,进入软件登录帐号，点我的，点分享赚钱，点分享到朋友圈、空间、更多，跳出更多应用。,审核不通过,2,2016-07-07 08:50:04
23,1首页最新揭晓中的“已揭晓”明显没有对齐，高低不一,1首页最新揭晓中的“已揭晓”明显没有对齐，高低不一,审核不通过,12,2016-07-07 08:57:55
24,邀请管理中，点击朋友圈、空间、和更多跳出来的窗口均一致,1.打开app。2.注册并登陆。3.点击我的，选择分享赚钱，点击朋友圈、空间、和更多跳出来的窗口均一致,审核不通过,2,2016-07-07 09:01:59
25,搜索商品可以搜索空格符，输入空格符，点击搜索，可以成功完成搜索操作。,在搜索框中输入空格符，点击搜索，可以成功完成搜索操作。,审核不通过,6,2016-07-07 09:03:16
26,4 发现→圈子社区→右上角“+”→发贴内容→发布内容失败，提示选择分类，但无分类可选。,4 发现→圈子社区→右上角“+”→发贴内容→发布内容失败，提示选择分类，但无分类可选。,审核不通过,7,2016-07-07 09:04:48
27,在夺宝页面内商品只能加如购物车一次，如果想购买多件只能在购物车中修改件数,"1.打开软件并登录
2.点击左下角的夺宝
3.点击加入购物车，在夺宝页面内商品只能加如购物车一次，如果想购买多件只能在购物车中修改件数",审核不通过,13,2016-07-07 09:06:44
28,关于获得商品显示错误,"1、登录后点击我的
2、点击获得商品
3、查看页面最上方，显示获得商品2",审核不通过,12,2016-07-07 09:09:07
