id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击子栏目“聊天”中的找人聊聊，无法出现聊天内容，显示“网络不给力，人家出不来啦”反复多次测试。,点击子栏目“聊天”中的找人聊聊，无法出现聊天内容，显示“网络不给力，人家出不来啦”反复多次测试。测试环境：红米note3 wifi 安卓5.0.2.,审核通过,21,2016-04-06 04:15:26
2,点击子栏目“发现”中的游圈，无法出现游圈内容，显示“网络不给力，人家出不来啦”反复多次测试。,点击子栏目“发现”中的游圈，无法出现游圈内容，显示“网络不给力，人家出不来啦”反复多次测试。测试环境：红米note3 wifi 安卓5.0.2.,审核不通过,10,2016-04-06 04:16:06
3,在子栏目“我的”里面点击我的游圈，进去后点击右下角的对话图标，进去后能成功发送消息，但是再次退回“我的游圈”却没有刚刚发送的测试消息，显示“该游客很懒，还没有发过游圈。”,在子栏目“我的”里面点击我的游圈，进去后点击右下角的对话图标，进去后能成功发送消息，但是再次退回“我的游圈”却没有刚刚发送的测试消息，显示“该游客很懒，还没有发过游圈。”测试环境：红米note3 wifi 安卓5.0.2.,审核通过,35,2016-04-06 04:16:17
4,打开app，点击注册在手机号码一栏随意输入字母，点击验证，不提示输入的手机号码不正确,打开app，点击注册在手机号码一栏随意输入字母，点击验证，不提示输入的手机号码不正确,审核通过,12,2016-04-06 04:16:30
5,在注册过程中，验证码在规定时间内收不到，再次点击后发过来的竟然和上一次的一样，发了几次。,在注册过程中，验证码在规定时间内收不到，再次点击后发过来的竟然和上一次的一样，发了几次。感觉验证码这块比较乱,审核通过,26,2016-04-06 04:16:47
6,费用估算，选择人数>3后，再选择买保险的人数，可以选择大于总人数，不合理。,费用估算，选择人数>3后，再选择买保险的人数，可以选择大于总人数，不合理。,审核通过,15,2016-04-06 04:19:06
7,筛选---出现“网络不给力。。。。”点击后重试，无任何反应。,筛选---出现“网络不给力。。。。”点击后重试，无任何反应。闪都不闪一下，不能刷新，。,审核通过,30,2016-04-06 04:19:12
8,地图上定位中山市，但下面的说明，说仅开通的城市有中山市，成都市中山市。。。。文字描述有误。,地图上定位中山市，但下面的说明，说仅开通的城市有中山市，成都市中山市。。。。文字描述有误。,审核不通过,34,2016-04-06 04:20:03
9,发现----游圈，提示网络不给力，重试多次，无用。,发现----游圈，提示网络不给力，重试多次，无用。不能加载出页面,审核通过,19,2016-04-07 16:13:33
10,我的-----个人设置---出生日期，可以选择今天以后的某一天。,我的-----个人设置---出生日期，可以选择今天以后的某一天。不合理。,审核通过,2,2016-04-07 16:16:03
11,个人中心----我的游圈--右下角蓝色图标，弹出组件加载错误提示。,个人中心----我的游圈--右下角蓝色图标，弹出组件加载错误提示。,审核通过,14,2016-04-07 16:16:08
12,个人中心----通知---“叮叮的第一次。。。。”图片无法加载。,个人中心----通知---“叮叮的第一次。。。。”图片无法加载。一个灰色的图片。,审核通过,29,2016-04-07 16:16:24
13,在使用过程经常弹出，网络无法联接的问题，我用的宽带，电脑上网一切正常，手机开网页也没发现问题，应该是app有问题。,在使用过程经常弹出，网络无法联接的问题，我用的宽带，电脑上网一切正常，手机开网页也没发现问题，应该是app有问题。,审核通过,18,2016-04-07 16:16:45
14,wifi情况下，点击聊天找人聊聊，界面显示：网络不给力，反复点击重试仍然网络不给力！,wifi情况下，点击聊天找人聊聊，界面显示：网络不给力，反复点击重试仍然网络不给力！,审核通过,21,2016-04-07 16:18:07
15,wifi情况下，点击发现中的游圈界面显示：网络不给力，反复点击重试仍然网络不给力！,wifi情况下，点击发现中的游圈界面显示：网络不给力，反复点击重试仍然网络不给力！,审核通过,19,2016-04-07 16:18:20
16,点击我的个人中心中的导游招募中的任意注册类型无反应！,点击我的个人中心中的导游招募中的任意注册类型无反应！,审核通过,11,2016-04-07 16:18:24
