id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,编辑家庭和公司的地址信息时，没有看到”确定“或”搜索“按钮，只能通过输入法的按钮来执行。,编辑家庭和公司的地址信息时，没有看到”确定“或”搜索“按钮，只能通过输入法的按钮来执行。,审核通过,13,2016-01-28 13:10:55
2,在叮叮钱包界面，查看积分剩余的明细，点击没有反应，而余额明细可以查看。,在叮叮钱包界面，查看积分剩余的明细，点击没有反应，而余额明细可以查看。,审核通过,6,2016-01-28 13:11:08
3,无法接受验证码，获取四次没有一次成功,无法接受验证码，获取四次没有一次成功，难道注册功能没有开放？那基本也没什么可测试的了！基本多有步骤都需要登陆！,审核通过,11,2016-01-28 16:34:53
4,打开app进入首页面，常用地址设置上面一栏的两个图标显示完整。,打开app进入首页面，常用地址设置上面一栏的两个图标显示完整。,审核通过,18,2016-01-28 18:08:28
5,注册账号时，无法获取验证码,"1.安装并打开软件
2.在登录界面使用帐号注册功能
3.注册页面输入手机号，点击“获取验证码”，软件提示“正在获取验证码”，之后软件下方提示“系统异常”。多次尝试，无法完成注册
samsung s4 i9500 安卓4.4.2 wifi",审核通过,7,2016-01-28 18:08:33
6,关于我们，点击检查更新后面的展开键，没有反应,我使用的是红米1s电信版，打开app， 关于我们，点击检查更新后面的展开键，没有反应,审核不通过,16,2016-01-28 18:22:36
7,注册功能用不了，输入电话后，获取不到验证码,注册功能用不了，输入电话后，获取不到验证码。显示系统错误。手机是华为4c,审核通过,11,2016-01-28 18:22:43
8,打开app，点左上角将会显示出左侧菜单，点关于我们，然后点检查更新，会提示网络连接异常,打开app，点左上角将会显示出左侧菜单，点关于我们，然后点检查更新，会提示网络连接异常,审核通过,16,2016-01-28 18:23:09
9,打开app，进入登陆界面，点击注册，输入手机号，点获取验证码，会提示系统异常,打开app，进入登陆界面，点击注册，输入手机号，点获取验证码，会提示系统异常,审核通过,7,2016-01-28 18:23:19
10,打开app，进入登陆界面，点击注册，随便输入一个手机号，点获取验证码，会出错，然后修改手机号，这个时候获取验证码按钮是灰的，根本没有办法再次获取验证码,打开app，进入登陆界面，点击注册，随便输入一个手机号，点获取验证码，会出错，然后修改手机号，这个时候获取验证码按钮是灰的，根本没有办法再次获取验证码,审核通过,7,2016-01-28 18:26:23
11,这个app，怎么弄都无法注册，什么功能都需要登陆，基本上各项功能都测试不了。。。。。。。,这个app，怎么弄都无法注册，什么功能都需要登陆，基本上各项功能都测试不了。。。。。。。,审核通过,11,2016-01-28 18:26:37
12,打开软件，点击“我是车主”，点击“去注册”，在界面中输入手机号码，点击获取验证码，会提示“系统异常”无法注册。,打开软件，点击“我是车主”，点击“去注册”，在界面中输入手机号码，点击获取验证码，会提示“系统异常”无法注册。,审核通过,7,2016-01-28 18:26:49
13,打开软件，点击“我是车主”，点击“去注册”，在界面中输入手机号码，点击获取验证码，会提示“系统异常”无法注册。此时“获取验证码”为灰色，无法再次获取。,打开软件，点击“我是车主”，点击“去注册”，在界面中输入手机号码，点击获取验证码，会提示“系统异常”无法注册。此时“获取验证码”为灰色，无法再次获取。,审核通过,7,2016-01-28 18:27:08
14,不能预约下明天的单子,想预约明天搭车时，下单确认时我的订单里也显示今天的单子，而明天无法预约。,审核通过,20,2016-01-28 18:27:14
15,注册登陆界面手机号输入框应只能输入11位数字,注册登陆界面手机号输入框应只能输入11位数字,审核不通过,7,2016-01-28 18:27:52
16,在“我的资料”页面内，修改“家乡”信息，家乡地址选择框，左侧的省份，显示不完整,在“我的资料”页面内，修改“家乡”信息，家乡地址选择框，左侧的省份，显示不完整,审核通过,19,2016-01-28 18:27:58
17,在“我的资料”页面，修改“常用地址”，编辑“家”与“公司”，均出现定位地图与上边的搜索框，定位当地准确，而搜索框前面显示的地址为北京。即定位与搜索框前面的地址不同步。,在“我的资料”页面，修改“常用地址”，编辑“家”与“公司”，均出现定位地图与上边的搜索框，定位当地准确，而搜索框前面显示的地址为北京。即定位与搜索框前面的地址不同步。,审核通过,13,2016-01-28 18:28:13
18,“我的资料”页面修改“常用地址”，编辑“家”与“公司”，定位地图与上边的搜索框，当输入地址之后，没有搜索按钮，无法搜索。,“我的资料”页面修改“常用地址”，编辑“家”与“公司”，定位地图与上边的搜索框，当输入地址之后，没有搜索按钮，无法搜索。,审核通过,13,2016-01-28 18:28:25
