id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击“商城模块”显示找不到网页,"1.打开app，进入软件界面
2。点击界面最下端“商城”，显示找不到网页",审核不通过,6,2016-07-27 05:00:01
2,点击商城界面，没有找到界面,"1.用户登录后
2.点击商城界面，页面提示找到网页",审核不通过,6,2016-07-27 05:02:01
3,7 我的→服务投诉→输入内容后，接着点击添加图片图标“+”，输入法不能自动收起，从而不能操作添加图片。需手动收起输入法后方可操作。,7 我的→服务投诉→输入内容后，接着点击添加图片图标“+”，输入法不能自动收起，从而不能操作添加图片。需手动收起输入法后方可操作。,审核不通过,25,2016-07-27 05:06:25
4,商城页面网页无法载入，商城页面网页无法载入,"1.点击打开软件
2.点击商城
3.商城页面网页无法载入",审核不通过,6,2016-07-28 19:19:21
5,登录后，首页界面账单查询找不到界面,"1.登录用户
2.点击首页界面的账号查询功能，跳转失败",审核不通过,22,2016-07-28 19:19:34
6,在注册时，发送验证码成功后，验证码默认为success,"1.点击我的界面
2.点击未登录
3.点击快速注册
4.输入手机号后，点击验证码",审核不通过,4,2016-07-28 19:20:54
7,在我的界面，只有点击圆圈图案才能跳转到登录界面，点击没登陆和箭头没有用,"1.点击我的界面
2.点击圆圈图案进入到登录界面
3.点击其他地方没有用",审核不通过,24,2016-07-28 19:21:06
8,网络正常，商城界面无法打开。,打开软件——点击商城——显示“无法获取网页”,审核不通过,6,2016-07-28 19:21:18
9,打开app，商城栏目显示错误,打开app，点击商城选项，app显示错误，显示链接,审核不通过,6,2016-07-28 19:21:46
10,app下方“我的”栏目进入用户中心，与首页点击右上角人头进入用户中心界面不一致,"app下方“我的”栏目进入用户中心;
首页点击右上角人头进入用户中心界面，两个界面不一致",审核不通过,13,2016-07-28 19:23:40
11,我的-未登录邮编的“>”点击无反应，需要点击未登录左边的头像才能指向登录框,我的-未登录邮编的“>”点击无反应，需要点击未登录左边的头像才能指向登录框,审核不通过,24,2016-07-28 19:23:57
12,4 进入软件，点击底部导航“商城”，界面载入网页失败。,4 进入软件，点击底部导航“商城”，界面载入网页失败。,审核不通过,6,2016-07-28 19:26:04
13,5 登录界面→快速注册→普通注册。输入手机号后，点击获取验证码，验证码输入框内自动填充success。,5 登录界面→快速注册→普通注册。输入手机号后，点击获取验证码，验证码输入框内自动填充success。,审核不通过,4,2016-07-28 19:26:14
14,6 我的→我的账户→《粤通卡绑定协议》。点击协议后，跳转界面网页无法显示。,6 我的→我的账户→《粤通卡绑定协议》。点击协议后，跳转界面网页无法显示。,审核不通过,22,2016-07-28 19:26:38
15,8 我的→服务投诉→提交投诉资料。点击“提交投诉资料”跳转页面失效，找不到网页。,8 我的→服务投诉→提交投诉资料。点击“提交投诉资料”跳转页面失效，找不到网页。,审核不通过,22,2016-07-28 19:26:47
16,10 我的→我的订单。点击我的订单后，跳转页面加载失败，网页无效。,10 我的→我的订单。点击我的订单后，跳转页面加载失败，网页无效。,审核不通过,22,2016-07-28 19:26:58
17,打开app后点击最下方“我的”，然后点击上方头像，跳转页面点击邮箱，输入汉字“测试”后点击确定，弹出空白无内容的红色框，让人不明所以,打开app后点击最下方“我的”，然后点击上方头像，跳转页面点击邮箱，输入汉字“测试”后点击确定，弹出空白无内容的红色框，让人不明所以,审核不通过,11,2016-07-28 19:28:37
18,打开app后点击最下方“我的”，点击头像后点击地址管理，点击右上方加号，在收货人姓名一栏能够输入数字“123”也能保存成功,打开app后点击最下方“我的”，点击头像后点击地址管理，点击右上方加号，在收货人姓名一栏能够输入数字“123”也能保存成功,审核不通过,5,2016-07-28 19:28:49
19,打开app后点击最下方“我的”，点击头像后点击地址管理，点击右上方加号，在手机号码一栏输入数字“11111111111”这一明显错误的手机号码，app也能保存成功且不报错,打开app后点击最下方“我的”，点击头像后点击地址管理，点击右上方加号，在手机号码一栏输入数字“11111111111”这一明显错误的手机号码，app也能保存成功且不报错,审核不通过,5,2016-07-28 19:29:02
