id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,在注册的时候提交手机号，提示系统异常无法注册,"在注册的时候提交手机号，提示系统异常无法注册,华为3x，移动版",审核不通过,14,2016-01-27 17:30:39
2,注册的时候长时间无响应，五六秒不动,注册的时候响应太慢，长时间缓冲，要点好几次才反应过来发送验证码,审核不通过,35,2016-01-27 17:31:37
3,注册并成功登陆，点击“我”，点击昵称，点击“户外爱好”，在选择界面，点击后没有保存或确定按钮，无法保存。,注册并成功登陆，点击“我”，点击昵称，点击“户外爱好”，在选择界面，点击后没有保存或确定按钮，无法保存。,审核通过,6,2016-01-27 21:27:07
4,注册并成功登陆，点击“聊聊”，点击群组，点击“新建群组”，点击“群组类别”在选择界面，点击后没有保存或确定按钮，无法保存。,注册并成功登陆，点击“聊聊”，点击群组，点击“新建群组”，点击“群组类别”在选择界面，点击后没有保存或确定按钮，无法保存。,审核通过,25,2016-01-27 21:28:47
5,定位误差太大，差了一个区，我在朝阳，它定位在绿园,定位误差太大，差了一个区，我在朝阳，它定位在绿园,审核通过,32,2016-01-27 21:32:18
6,启动速度太慢，启动界面能明显看见界面的渐变,启动速度太慢，启动界面能明显看见界面的渐变.............,审核通过,16,2016-01-27 21:35:26
7,应用安装成功，打开应用，在首页晒晒，热门下面选择一个转发，没有弹出转发对话框，而是成了发送评论,应用安装成功，打开应用，在首页晒晒，热门下面选择一个转发，没有弹出转发对话框，而是成了发送评论,审核不通过,17,2016-01-27 21:40:53
8,应用安装成功，打开应用，在首页晒晒，热门下面选择一个点击下拉按钮，选择收藏，提示收藏失败,应用安装成功，打开应用，在首页晒晒，热门下面选择一个点击下拉按钮，选择收藏，提示收藏失败,审核不通过,4,2016-01-27 22:21:38
9,点击没人主页的关注后，关注值没有变化,在首页热门页面，点击某张图片上方的头像，进入该会员的主页。点击关注后，关注值不发生变化。,审核通过,26,2016-01-27 22:22:24
10,点击关注某人后，再点击首页的关注里面没有记录,在热门页面，点击关注某位会员后，再返回首页，点击关注，进入后，没有任何记录,审核通过,26,2016-01-27 22:24:23
11,指南针工具没有任何作用,在首页下方点击应用，进入后，再点击户外工具箱，再点击指南针，进入指南针页面，该指南针没有指南的作用，没有任何变化,审核通过,34,2016-01-27 22:27:58
12,附近里面是空白的，什么都没有。,"附近里面是空白的，什么都没有。
小米手机3.",审核通过,34,2016-01-27 22:32:28
