id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,选择几件产品加入购物车，选择3件，但是购物车的图标却显示4件。,选择几件产品加入购物车，选择3件，但是购物车的图标却显示4件。,审核通过,31,2015-12-15 15:04:47
2,将药品加入购物车，一共3件，购物车图标显示4件，点击去以后是3件。,将药品加入购物车，一共3件，购物车图标显示4件，点击去以后是3件。,审核通过,31,2015-12-15 15:23:48
3,打开软件，点击登录，看到验证码登陆中的验证码的框不完全,打开软件，点击登录，看到验证码登陆中的验证码的框不完全,审核通过,20,2015-12-15 15:40:19
4,打开软件，点击登录，点击密码登陆，无法输入密码,打开软件，点击登录，点击密码登陆，无法输入密码,审核通过,13,2015-12-15 15:40:19
5,登陆界面设计不合理美观，用户名和验证码不能显示，导致用户不知道要输入什么信息,"登陆界面设计不合理美观，用户名和验证码不能显示，导致用户不知道要输入什么信息
估计是字体设置成白颜色 和背景融为一体了",审核通过,25,2015-12-15 15:45:13
6,软件主页各个分栏目，均没有配文字，而是只有小小的图标！,软件主页各个分栏目，均没有配文字，而是只有小小的图标！很影响用户的使用，不能够快速的找到自己所需要的栏目信息,审核不通过,9,2015-12-15 15:45:13
7,用户注册界面设计不合理，需要什么信息来注册不能显示，导致用户不知道要输入什么信息,用户注册界面设计不合理，需要什么信息来注册不能显示，导致用户不知道要输入什么信息。估计是字体设置成白颜色 和背景融为一体了,审核不通过,25,2015-12-15 15:45:13
8,既然属于一个自选的药品网站就应该加上购买过本药品的客户反馈，也可以添加该药品的评价，以确认药品的真实性和可自主购买性,既然属于一个自选的药品网站就应该加上购买过本药品的客户反馈，也可以添加该药品的评价，以确认药品的真实性和可自主购买性,审核不通过,8,2015-12-15 15:49:45
9,软件报错提示“已停止运行”,打开软件，点击“我的”，点击当前订单，软件报错提示“已停止运行”,审核通过,0,2015-12-15 15:51:55
10,打开软件，点击登录，看到验证码登陆中的验证码的框不完全,打开软件，点击登录，看到验证码登陆中的验证码的框不完全,审核通过,20,2015-12-15 15:51:55
11,软件报错提示“已停止运行”,打开软件，点击“我的”，点击待评价，软件报错提示“已停止运行”,审核不通过,0,2015-12-15 15:51:55
12,软件报错提示“已停止运行”,打开软件，点击“我的”，点击收藏，软件报错提示“已停止运行”,审核不通过,0,2015-12-15 15:51:55
13,软件报错提示“已停止运行”,打开软件，点击“感冒用药”，点击右下的购物车，软件报错提示“已停止运行”,审核不通过,0,2015-12-15 15:51:55
14,搜索处搜索品牌无返回数据,搜索栏提示可搜索品牌，但是搜索健民、仁和、汤臣倍健等均无数据返回，红米note，miui7,审核通过,24,2015-12-15 16:02:00
