id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,十六进制框中的符号不能输入,十六进制框中手动输入颜色值时符号不能输入,待审核,2,2015-09-09 20:28:00
2,联想A820T手机16进制显示框点击后可以弹出键盘却无法输入除数字之外的任何字符,把原先有的数字删掉后只能够填写数字无法输入符号也无法填写AF之间的任何字PSGZ之间也是不可以在不删除的前提下可以输入数字但是也无法输入英文字符,待审核,4,2015-09-09 20:33:00
3,常用颜色表的颜色代码表没显示,打开软件右滑显示常用颜色表从上数第5个颜色代码表没显示,待审核,11,2015-09-09 20:35:00
4,在首页的颜色代码栏无法写字母只能写数字,打开软件进入首页在首页的颜色代码栏无法写字母只能写数字,待审核,11,2015-09-09 20:35:00
5,颜色代码表里面颜色条上面没有代码,滑动屏幕至常用颜色代码表666666下面的颜色条没有颜色代码,待审核,11,2015-09-09 20:41:00
6,无法输入ffffff或其他字母,将输入法切换为英文无法输入ffffff或其他字母,待审核,6,2015-09-09 20:44:00
7,16进制显示框输入不能输入号但是可以输入数字,16进制显示框输入不能输入号但是可以输入数字三星i9300系统安卓444输入法讯飞,待审核,3,2015-09-09 20:46:00
8,手工输入颜色值时把号删除后无法输入只能输入数字,更换颜色输入加16进制数字时不小心把删除再输入时可以输入数字输入时没有反应无法输入更换输入法也无法输入,待审核,13,2015-09-09 20:47:00
9,号无法输入用百度手机输入法和搜狗手机输入法无法输入字母,在16进制显示框中输入时号无法输入数字可以正常输入输入6位数字后软键盘也可以自动关闭输入字母时无法输入没有反应不提示错误软键盘也不自动关闭实验百度手机输入法和搜狗手机输入法均无法输入,待审核,15,2015-09-09 20:47:00
10,常用颜色代码表部分色块显示的16进制代码跟底色相同导致看不到具体的16进制码,常用颜色代码表部分色块显示的16进制代码跟底色相同导致看不到具体的16进制码,待审核,11,2015-09-09 20:55:00
11,删除16进制显示框的和6个数字后就无法再次输入导致无法通过输入16进制码进而改变颜色,删除16进制显示框的和6个数字后就无法再次输入导致无法通过输入16进制码进而改变颜色,待审核,13,2015-09-09 20:55:00
12,删除16进制显示框的后4个数字再通过软键盘输入af字母时无法输入进去但输入数字时可以正常显示,删除16进制显示框的后4个数字再通过软键盘输入af字母时无法输入进去但输入数字时可以正常显示,待审核,4,2015-09-09 20:55:00
13,10进制显示区输入000没有自动变更为0,10进制显示区输入000没有自动变更为0而是显示为000,待审核,12,2015-09-09 20:55:00
14,16进制显示框输入非000000ffffff时例如只输入6666则不会弹出错误提示且此时如果想在6666前面再加入井号则无法添加,1删除16进制显示框中原有数据包括2输入6666此时不会有任何反应3此时在6666前面点软键盘的无法添加及一直卡在此处无法通过直接输入16进制值显示颜色建议限制用户对于输入框的编辑范围不能删除,待审核,5,2015-09-09 20:57:00
15,在页面倒数第13个颜色全黑无法看到其16进制代码,1拖动代码表到最后2看到页面有一条黑色的3由于背景颜色和代码颜色均为黑色导致无法看到黑色的16进制代码值建议对于深色采用白色字体,待审核,11,2015-09-09 20:57:00
16,当显示框清空后无法通过键盘输入字,当显示框清空后无法直接通过键盘输入键从而改变痴然需要点一下颜色进度色出来16进制代码后才能修改,待审核,8,2015-09-09 20:59:00
17,16进制显示框只能输入纯数字其他任何字符都无法输入,16进制显示框只能输入纯数字其他任何字符都无法输入,待审核,4,2015-09-09 21:06:00
18,十六进制颜色代码区域只能输入数字无法输入ABCDEF这五个字母,十六进制颜色代码区域先将原始的十六进制数值删掉调出输入法输入只能输入数字无法输入ABCDEF这五个字母,待审核,15,2015-09-09 21:11:00
19,16进制显示框圆形上方数字输入ffffff输入不上字母只能输入数字字输不上,16进制显示框圆形上方数字输入ffffff输入不上字母只能输入数字字输不上颜色都无法变化,待审核,6,2015-09-09 21:17:00
20,颜色代码表第五个无代码,打开APP左滑进入颜色代码表观察第五个颜色,待审核,11,2015-09-09 21:19:00
21,16进制显示框无法输入除数字以外的任何字母,下载安装打开消除16进制显示框上的字符重新输入无法输入除数字意外的任何字符也就是说只能输入数字,待审核,4,2015-09-09 21:23:00
22,16进制显示框内字母C和F无法输入数字输入正常,16进制显示框内字母C和F无法输入数字输入正常,待审核,15,2015-09-09 21:25:00
23,RGB三条横线不居中且小白点也显示偏上,1点击进入app首页2查看RGB三条横线和三个圆点显示情况,待审核,10,2015-09-09 21:27:00
24,首页G后面值输入大于255的数字时会改变R值,1点击G后面的数字例如输入333会自动变成255因为最大可用值为2552此时查看R值的大小预期结果R值不会变化错误结果R值也变成255,待审核,8,2015-09-09 21:27:00
25,小米2进入首页RGB英文字母左右被切割一个像素,手机型号小米241112807201进入首页应用2查看RGB英文字母显示情况错误结果G左边缺了一个像素B右边缺一个像素,待审核,14,2015-09-09 21:27:00
26,首页RGB后面的数值可以全部删除应该最小为0吧,1进入应用首页2点击EGB后面的128数字依次删除此时三行都没有数字了应该至少为0吧,待审核,13,2015-09-09 21:27:00
27,十六进制数字删除数值后手动无法输入,输入法搜狗输入法1点击进入首页2删除默认的十六进制数3点击手动调起输入法选择,待审核,13,2015-09-09 21:27:00
28,将圆点滑块分别划到最两段圆点不居中偏右偏上,1将小圆点滑块划到两端查看圆点显示位置是否居中,待审核,10,2015-09-09 21:27:00
29,十六进制输入框无法手动输入,1点击十六进制输入框2将所有数字删除3手动输入,待审核,13,2015-09-09 21:27:00
30,进入常用颜色代码表第五行文字颜色与背景重合无法显示文字上应该加阴影或者别的区分,1进入常用颜色代码表2查看第五行文字显示情况,待审核,7,2015-09-09 21:27:00
31,输入非000000ffffff的值不弹出错误提示同时输入框不显示输入的值,16进制显示框输入非000000ffffff时不弹出错误提示同时输入框不显示输入的值只有号,待审核,5,2015-09-09 21:52:00
32,将16进制显示框中的所有内容删除包括号无法输入号,将16进制显示框中的所有内容删除包括号无法输入号,待审核,3,2015-09-09 22:04:00
33,调色板页面如果开启旋转屏幕每次旋转虽然APP能自动适应但是旋转前调教的参数都会变回默认值128128128,调色板页面如果开启旋转屏幕每次旋转虽然APP能自动适应但是旋转前调教的参数都会变回默认值128128128,待审核,1,2015-09-09 22:22:00
34,弹出的小键盘只能输入数字不能输入A～F这六个字母,弹出的小键盘只能输入数字不能输入A～F这六个字母而实际应该可以输入16进制的数的,待审核,15,2015-09-09 22:44:00
35,16进制输入框添加号代码没反应只能输入纯数字,软件首页16进制处清楚颜色代码后再次在软键盘添加号会出现没有反应,待审核,9,2015-09-09 23:04:00
36,16进制输入栏无法成功输入英文字符,打开软件主页16进制输入栏输入英文字符无法成功显示,待审核,6,2015-09-09 23:04:00
37,16进制显示框内无法输入号16进制显示框内无法输入字母切换输入法和按shift键也不行手机型号为华为Y511仅能输入阿拉伯数字,打开调色板app点击首页屏幕中央偏上的16进制显示框输入相应字符只能输入数字,待审核,15,2015-09-09 23:23:00
38,16进制显示框内无法输入字母号此号建议在框外不用选无论怎么切换输入法和大小写键盘都不能输入字母手机型号华为Y511,打开手机调色板app首页中间偏上部位的16进制显示框点击进入删除原来颜色值无法输入字母,待审核,15,2015-09-09 23:23:00
39,16进制显示框输入无法输入非数字的任意字符,16进制显示框输入无法输入非数字的任意字符,待审核,4,2015-09-09 23:34:00
40,小米1手机上调色板显示不全,打开调色板应用首页的调色板的下方的圆圈的下半部分没有显示全上半部分的RGB字母没有显示全RGB调色滑动条当设置为最大值时滑动的圆形按钮没有显示全,待审核,14,2015-09-10 00:35:00
41,滑动RGB滑动条误操作为切换常色代码表,调色板的RGB滑动条设置到最大值时通过滑动条向左滑动使值变小时没有使值变小而是界面向常色代码表滑动切换,待审核,14,2015-09-10 00:35:00
42,滑动条在最大值时向左滑动容易误操作为切换界面到常用颜色代码表,滑动条在最大值时向左滑动容易误操作为切换界面到常用颜色代码表,待审核,7,2015-09-10 00:35:00
43,16进制显示框输入功能将删除后再次输入时无法输入,点击16进制显示框弹出软键盘输入符号是无反应输入框内无显示调色板颜色也不发生变化只输入纯数字时会显示但调色板无反应,待审核,13,2015-09-10 00:46:00
44,保留改变后面字母时无法输入输入后无显示,在输入16进制输入框时保留只改变后面字母时无法输入输入字母后框内无显示且颜色不发生改变,待审核,15,2015-09-10 00:46:00
45,rgb对应值为128128128十六进制代码区显示为808080,rgb对应值为128128128十六进制代码区显示为808080,待审核,12,2015-09-10 08:34:00
46,屏幕旋转颜色信息丢失,打开手机横竖屏任意改变调色板颜色变更后旋转手机屏幕竖屏转为横屏颜色信息丢失还原为128128128同样横屏转竖屏时也出现此现象颜色信息无法保存旋转屏幕即丢失信息,待审核,12,2015-09-10 08:45:00
47,数字栏内手写输入字母等同于删除键,在数字栏内打开手写输入手写字母如h点击字母输入与backspace删除键效果等同使已有数字退格删除数字从128变为12重复此操作数字从12变为1但使用字母全键盘时无此现象,待审核,15,2015-09-10 08:45:00
48,16进制显示框无法输入字母值,16进制显示框只能输入数字无法输入字母值使用字母全键盘无法输入使用手写数字字母等同于退格删除键,待审核,15,2015-09-10 08:45:00
49,在16进制显示框中无法输入字母以及号键,1打开首页2在16进制显示框中无法输入字母以及号w键,待审核,15,2015-09-10 08:50:00
