id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,积分显示不正确，按照历史记录应该是151积分，而实际只有51积分。,积分显示不正确，按照历史记录应该是151积分，而实际只有51积分。,审核通过,12,2016-01-21 21:44:29
2,登陆的时候会自己读取本机号码，但是此功能并没有体现出来,登陆的时候会自己读取本机号码，但是此功能并没有体现出来，直接读取的是+86xxx。,审核通过,22,2016-01-27 18:05:56
3,测试显示的是（1.48）  实际显示的版本信息时（v1.48）,测试显示的是（1.48）  实际显示的版本信息时（v1.48）,审核不通过,32,2016-01-27 18:08:46
4,我的等级显示是2，这个是怎么算的，是高还是低，没有解释哦,我的等级显示是2，这个是怎么算的，是高还是低，没有解释哦,审核不通过,21,2016-01-27 18:10:25
5,"我---我的积分---查看历史积分
（仅显示了今天2016.01.19的积分，既然当前有281分，也应该显示一下这些积分有哪些内容吧）","我---我的积分---查看历史积分
（仅显示了今天2016.01.19的积分，既然当前有281分，也应该显示一下这些积分有哪些内容吧）",审核不通过,12,2016-01-27 18:11:20
6,我---我的钱包---历史消费记录----（点击没反应）（就算是没有消费记录也至少显示一个无字吧）,我---我的钱包---历史消费记录----（点击没反应）（就算是没有消费记录也至少显示一个无字吧）,审核通过,12,2016-01-27 18:11:34
7,一起玩cf里面示有（2/8人）显示人数，但是点击进去只能看到发起人员，参与成员一个都看不到名字,一起玩cf里面示有（2/8人）显示人数，但是点击进去只能看到发起人员，参与成员一个都看不到名字,审核不通过,9,2016-01-27 18:12:05
8,意思不明？一起玩cf里面示有（2/8人），是指由8人玩，2人在线的意思吗,意思不明？一起玩cf里面示有（2/8人），是指由8人玩，2人在线的意思吗,审核不通过,9,2016-01-27 18:12:57
9,网吧营地页面，右上角的放大镜（应该是查询按钮），点击没反应,网吧营地页面，右上角的放大镜（应该是查询按钮），点击没反应,审核通过,17,2016-01-27 18:13:20
10,竞技活动过期，就无法在相约竞技---讨论了吗,竞技活动过期，就无法在相约竞技---讨论了吗,审核不通过,7,2016-01-27 18:16:28
