id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,【个人中心】点击版本更新无反应，见附件,"测试设备：小米4  版本：android6.0.1 网络：wifi
测试设备：1.打开并登录app
2.进入个人中心-设置，点击版本更新
预期结果：提示已经是最新版本
实际结果：无反应",审核不通过,2,2016-07-14 21:38:25
2,关于我们的页面无内容,1.打开app。2.注册并登陆。3.点击我，选择设置，点击关于我们，页面无内容。,审核不通过,6,2016-07-14 21:41:44
3,社区中的招募令帖子不存在,社区中的广告栏中“招募令，你就是下一个实习生”帖子不存在,审核不通过,1,2016-07-14 21:42:36
4,帖子列表的点赞数和帖子详情页面的点赞数不能一致刷新,1.打开app，注册并登陆。2.点击社区，进入一个社区，选择一个帖子。3.点赞后，返回社区，社区中改帖子的点赞数未变化,审核不通过,14,2016-07-14 21:42:56
5,我版块，设置，点击版本更新，没有任何提示是否有更新。,我版块，设置，点击版本更新，没有任何提示是否有更新。,审核不通过,2,2016-07-14 21:43:36
6,设置：点击版本更新后app无反应,在个人资料页面点击设置，在设置页面点击版本更新，app无反应。,审核不通过,2,2016-07-14 21:44:07
7,版本更新按钮点击无响应,"1、登录，进入我 - 设置
2、点击版本更新，无任何响应信息",审核不通过,2,2016-07-15 00:12:40
8,打开app后点击下方我，然后点击注册，在输入相关信息后点击“完成注册”，此时app闪退崩溃。,打开app后点击下方我，然后点击注册，在输入相关信息后点击“完成注册”，此时app闪退崩溃。,审核不通过,12,2016-07-15 00:32:37
9,打开app后点击下方我，然后点击个人头像进入个人资料界面，在性别一栏中点击无反应，无法更改性别。,打开app后点击下方我，然后点击个人头像进入个人资料界面，在性别一栏中点击无反应，无法更改性别。,审核不通过,8,2016-07-15 00:32:56
10,打开app后点击下方我，然后点击设置，跳转页面点击用户反馈，在输入反馈内容后点击提交反馈，点击无反应，无法提交。,打开app后点击下方我，然后点击设置，跳转页面点击用户反馈，在输入反馈内容后点击提交反馈，点击无反应，无法提交。,审核不通过,0,2016-07-15 00:33:39
11,打开app后点击下方我，然后点击设置，跳转页面点击版本更新，点击无反应，无法检测是否后新版本。,打开app后点击下方我，然后点击设置，跳转页面点击版本更新，点击无反应，无法检测是否后新版本。,审核不通过,2,2016-07-15 00:34:10
