id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,程序未响应，软件卡死（测试时使用的是业主的账号）,"点击房源，选择二手房，将区域，价格，户型，更多，全部改为不限，在点击底下的信息，以上过程重复操作，第二次就出现程序未响应
测试手机：三星n7108d
安卓系统：4.2.2",审核通过,17,2015-10-10 20:50:04
2,点击“房源”，选定一条租房信息，进入详细页面，这个过程中，页面闪烁严重。,"点击“房源”，选定一条租房信息，进入详细页面，这个过程中，页面闪烁严重。
测试手机：三星n7108d
系统：4.2.2",审核通过,8,2015-10-10 20:50:04
3,随机输入手机号11位没有登陆系统，显示手机号错误,"htc 816
安卓4.4.4
随机输入手机号11位没有登陆系统，显示手机号错误",审核通过,16,2015-10-10 21:04:25
4,登录app后在首页点击点击“其他事项”这个六边形按钮，毫无反应。,登录app后在首页点击点击“其他事项”这个六边形按钮，毫无反应。。。。。。。。。,审核通过,0,2015-10-10 21:09:15
5,登录app后点击“我的”，点击“修改密码”，获取到验证码后，输入却提示验证码错误。,登录app后点击“我的”，点击“修改密码”，获取到验证码后，输入却提示验证码错误。,审核通过,16,2015-10-10 21:09:15
6,推荐房源和客户时，在户型和面试以及价格的输入框中，可以输入任意字符，例如标点符号和字母。,推荐房源和客户时，在户型和面试以及价格的输入框中，可以输入任意字符，例如标点符号和字母。并可以顺利提交。,审核通过,4,2015-10-10 21:09:15
7,登录后，点击“全部”，点击“我的推荐”，点击“推荐房源”，选择北京市，选择西城区，选择片区时，提示“没有获取到数据 点击重新获取”与上一个bug类似,登录后，点击“全部”，点击“我的推荐”，点击“推荐房源”，选择北京市，选择西城区，选择片区时，提示“没有获取到数据 点击重新获取”与上一个bug类似,审核通过,14,2015-10-10 21:09:15
8,登录后，点击“全部”，点击“我的推荐”，点击“推荐客户”，选择北京市，选择西城区，选择片区时，提示“没有获取到数据 点击重新获取”,登录后，点击“全部”，点击“我的推荐”，点击“推荐客户”，选择北京市，选择西城区，选择片区时，提示“没有获取到数据 点击重新获取”,审核通过,14,2015-10-10 21:09:15
9,注册登录或，选择北京市，点击“房源”，点击“新房”，可以看到深圳市的房源，表示很无语。,注册登录或，选择北京市，点击“房源”，点击“新房”，可以看到深圳市的房源，表示很无语。,审核通过,15,2015-10-10 21:09:15
10,未登录时，点击“活动”可以正常显示，登录后显示为“没有获取到数据 点击后重新获取”,未登录时，点击“活动”可以正常显示，登录后显示为“没有获取到数据 点击后重新获取”,审核通过,14,2015-10-10 21:09:15
11,员工账号无法显示房源信息,登入员工账号后，查看房源信息失败，其他两个账号均能显示出三条房源信息，刷新后仍旧无法显示信息,审核通过,12,2015-10-10 21:14:57
12,“我的预约”卡在界面上,用户登录，首页点击我的预约，滑拉到页尾，然后不能返回，卡在界面上,审核通过,11,2015-10-10 21:20:45
13,我的预约显示不正常！,用户登录，点击房源，点击详情页进入，选择预约看房，填写信息后返回首页，点击我的预约，没有刚才的预约,审核通过,11,2015-10-10 21:20:45
14,“活动”界面没有获取到数据,打开软件，点击“活动”，界面显示没有获取到数据，点击重新获取,审核通过,14,2015-10-10 21:20:45
15,“我的”界面切换账号功能不正常,点击“我的”界面，点击切换账号进入，然后不能返回，只能退出程序，在平常使用的软件是不能出现这种问题的,审核不通过,17,2015-10-10 21:20:45
16,软件运行时有时会发出声音,把手机声音调到最大，方便测试，先打开软件，点击“我的”界面，软件发出“滴”的声音，就一下子,审核不通过,17,2015-10-10 21:20:45
