id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击浏览，想看一下之前录制的视频，结果闪退。,点击浏览，想看一下之前录制的视频，结果闪退。,审核通过,13,2015-12-14 21:07:13
2,打开app多次出现停止运行，无法正常使用,打开app多次出现停止运行，无法正常使用，酷派9150，安卓4.4,审核通过,14,2015-12-14 21:39:28
3,软件停止运行停止运行停止运行,打开app软件停止运行停止运行停止运行停止运行停止运行停止运行,审核通过,14,2015-12-14 21:43:41
4,小米2s，软件奔溃，无法运行,"小米2s    安卓4.4.4
软件奔溃，无法运行。",审核通过,22,2015-12-14 21:47:59
5,软件可以打开，一点击录制软件就强制停止。,打开软件，点击录制就卡死，然后出现（不好 播）已停止。,审核通过,14,2015-12-14 21:50:49
6,安装过程正常，启动后闪退,"安装过程正常，启动后闪退
安装过程正常，启动后闪退",审核通过,20,2015-12-14 21:52:43
7,1280x720录像的时候无法停止,1280x720录像的时候无法停止，点击手机的返回键出现不响应的现象，如图,审核通过,21,2015-12-14 22:02:47
8,在进行1920*1080和1280*720录制时闪退,在进行1920*1080和1280*720录制时闪退，无法进行录制。手机：荣耀3c 网络：wifi,审核通过,10,2015-12-14 22:05:12
9,程序无法播放以前的录像,可以录像，录完像之后点击播放，程序停止运行。,审核通过,5,2015-12-14 22:08:36
10,当选封装时app停止运行,当选封装时app停止运行，华为p6，安卓4.4,审核通过,4,2015-12-14 22:10:47
11,首页-》浏览，上方就是一个黑屏图片，图片下方功能项点了也没反应,首页-》浏览，上方就是一个黑屏图片，图片下方功能项点了也没反应,审核通过,19,2015-12-14 22:14:30
12,安装app和测试软件名不同，并且不能正常打开,下载的是硬件编码测试，实际安装的是孬播，在红米noto2上根本无法打开，用的系统为安卓4.4.4。,审核通过,3,2015-12-14 22:14:56
13,录制1920*1080像素点的视频时出现卡死现象,"录制1920*1080像素点的视频时，出现卡死现象，点击屏幕上任何按钮都无反应，后来出现如图所示程序无法响应的报错。
小米手机3",审核通过,13,2015-12-14 22:20:25
14,浏览播放的时候，软件出现故障，自动退出,浏览播放的时候，软件出现故障，自动退出，无法正常播放，请检查是否有问题。,审核通过,5,2015-12-14 22:33:56
15,能正常安装，安装后点开，手机自动横屏，有一个黑色界面 带有录像 浏览 分辨率按钮，然后接着闪退，手机恢复竖屏，此过程非常迅速，操作多次仍然如此，由于非常迅速，多次截图只截图到一张正在闪退的供参考,"能正常安装，安装后点开，手机自动横屏，有一个黑色界面 带有录像 浏览 分辨率按钮，然后接着闪退，手机恢复竖屏，此过程非常迅速，操作多次仍然如此，由于非常迅速，多次截图只截图到一张正在闪退的供参考
手机 红米2 系统安卓4.4.4",审核通过,10,2015-12-14 22:41:54
16,打开软件，点击浏览，点击所录的视频，软件提示“已停止运行”,打开软件，点击浏览，点击所录的视频，软件提示“已停止运行”,审核通过,14,2015-12-14 22:48:51
17,一打开软件后自动识别进入摄像，但是录像后无法预览，显示黑屏,一打开软件后自动识别进入摄像，但是录像后无法预览，显示黑屏,审核通过,22,2015-12-14 22:49:23
18,点击菜单键，设置，闪退。,点击菜单键，设置，闪退。手机红米note，系统安卓，网络wifi。点击菜单键，点击设置之后软件自动闪退。,审核通过,11,2015-12-14 22:54:48
19,闪退，完全无法打开app,闪退，并且闪退后将微任务弹回未领取任务界面，红米note，miui7,审核通过,12,2015-12-14 22:55:24
20,软件不能正常登录，出现闪退,下载完软件之后，点击打开，页面直接闪退。,审核通过,3,2015-12-14 22:56:04
21,点击屏幕切换摄像头时程序停止运行,点击屏幕切换摄像头时程序停止运行，bug日志已上传！,审核通过,7,2015-12-14 22:59:12
22,押下录制，程序崩溃退出,"1 打开app
2 点击 “录像” 按钮 默认在存储卡 /test2/bibo/ 目录下生成 h264 码流文件
3 实体键“选项”，或者双击屏幕，弹出菜单键
4 点击“设置”-》依次勾选 “封装媒体”，“编码音频”
5 点击 “录像”
程序崩溃，不选择编码音频不会崩溃",审核通过,1,2015-12-14 23:07:51
23,使用x264编码和封装媒体时点击录像程序停止运行！,手机型号：小米4移动版，安卓4.4.，不使用x264编码和封装媒体时，可点击录像按钮正常录制，如果使用x264编码和封装媒体后程序停止运行！,审核通过,0,2015-12-14 23:15:37
24,使用x264编码和封装媒体时点击录像程序停止运行！,手机型号：小米4移动版，安卓4.4.，不使用x264编码和封装媒体时，可点击录像按钮正常录制，如果使用x264编码和封装媒体后程序停止运行！,审核通过,0,2015-12-14 23:15:46
25,在百度微任务里打开待测试app后，马上点击“录像”按钮会直接闪退，弹出“孬播”出现问题的提示框。,"在百度微任务里打开待测试app后，马上点击“录像”按钮会直接闪退，弹出“孬播”出现问题的提示框。
摄像头工作正常，没有点击“录像”按钮的时候屏幕上能正常显示摄像头拍到的内容。点击其他按钮能正常弹出选项并操作。
测试机型三星i739，运行百度云os v6正式版。",审核通过,12,2015-12-14 23:17:28
26,录制完成以后，点击“浏览”，直接崩溃停止了。,录制完成以后，点击“浏览”，直接崩溃停止了。,审核通过,16,2015-12-14 23:22:42
27,无法正常播放录制的录像。,进入软件后，点击浏览，选择之前录制的录像，软件跳出。,审核通过,16,2015-12-14 23:27:52
28,设置完毕后，点击录像。软件跳出。,打开软件后，先点击录像可以正常录像，按照上边的设置封装媒体后，点击录像软件跳出。我是康佳976手机，系统是小米系统。,审核通过,23,2015-12-14 23:27:52
29,进入界面后提示停止运行。,进入界面后提示停止运行，点击确定之后并没有退出，再等了一会儿，又弹出停止运行，然后软件退出。,审核通过,22,2015-12-14 23:52:09
30,根本进不去app，这是什么问题,根本进不去app，点击打开，就出现很抱歉，孬播已停止运行，我的手机是华为4c,审核通过,12,2015-12-15 00:07:40
31,按要求进行设置后，发现点录像就闪退,"按以下步骤操作会闪退，反复操作多次都闪退：
3 实体键“选项”，或者双击屏幕，弹出菜单键
4 点击“设置”-》依次勾选 “封装媒体”，“编码音频”
5 点击 “录像”",审核通过,11,2015-12-15 00:55:32
32,下载安装后无法打开 下载安装后无法打开 下载安装后无法打开,下载安装后无法打开 下载安装后无法打开 下载安装后无法打开,审核通过,3,2015-12-15 07:25:46
33,软件安装成功后，开始界面无法打开。,软件安装成功后，开始界面无法打开。提示“孬播”已停止运行。,审核通过,20,2015-12-15 07:30:12
34,软件安装后无法打开，显示停止,"软件安装后无法打开，显示停止
测试机型：三星i9300
测试系统：andriod 4.1.2",审核通过,20,2015-12-15 08:20:25
35,下载app后，打开进入页面，显示很抱歉，“孬播”已停止运行,无法进行测试，下载app后，打开进入页面，显示很抱歉，“孬播”已停止运行,审核通过,3,2015-12-15 08:22:38
36,下载后打开，无法打开，直接停止运行。,下载后打开，无法打开，直接停止运行。下载后打开，无法打开，直接停止运行。,审核通过,3,2015-12-15 08:27:54
37,勾选封装媒体再点录像就会闪退,依次测试发现在勾选封装媒体后录像会闪退，机型中兴m901c 系统安卓4.2.2 网络wifi,审核通过,23,2015-12-15 08:28:54
38,分辨率高的会有闪退 后摄像头视频800 600 前超出640 480 闪退,分辨率高的会有闪退 后摄像头视频800 600 前超出640 480 闪退 华为畅玩 wifi,审核通过,7,2015-12-15 08:31:57
39,点程序左上角录像，有时会弹出错误提示并停止运行闪退。,点程序左上角录像，有时会弹出错误提示并停止运行闪退。,审核通过,17,2015-12-15 08:39:24
40,录制好的录像点击该录像出现app崩溃现象,"1.录制好录像后，点击浏览按钮进入浏览页面
2.点击刚录制好的录像

预期结果：能正常播放录像
实际结果：出现app崩溃现象",审核通过,13,2015-12-15 08:43:51
41,按照提示选择“封装媒体”，“编码音频“  后录像直接报错,按照提示选择“封装媒体”，“编码音频“  后录像直接报错,审核通过,18,2015-12-15 08:49:06
42,进入游览页面，点击播放录像，显示程序停止运行,下载安装app。进入游览页面，点击播放录像，显示程序停止运行,审核通过,5,2015-12-15 09:04:56
43,没有勾选 封装媒体”，“编码音频”两个选项时程序可以正常录制，但是勾选两者后就会闪退提示已停止工作，尝试多次均如此，测试机器为台电平板，测试网路为wifi,没有勾选 封装媒体”，“编码音频”两个选项时程序可以正常录制，但是勾选两者后就会闪退提示已停止工作，尝试多次均如此，测试机器为台电平板，测试网路为wifi,审核通过,23,2015-12-15 09:09:14
44,点击“设置”-》依次勾选 “封装媒体”，“编码音频，操作后点录制闪退,打开app，点录制按钮可以正常录制，点击设置一次勾选“封装媒体”，“编码音频后，点击录制按钮软件闪退至微任务界面，取消勾选后有可以正常操作，反复操作几次都会闪退,审核通过,8,2015-12-15 09:22:18
45,选择分辨率会闪退选择分辨率会闪退,选择分辨率会闪退选择分辨率会闪退  华为4x wifi,审核通过,9,2015-12-15 09:39:53
